i	token	is_section_start	gold	pred
30231	Zwölftes	1		
30232	Kapitel	0		
30233	Als	0		
30234	die	0		
30235	Gesellschaft	0	(mention_id=3853|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)),(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))	(mention_id=3908|references=(entity=(entity_id=9|fullname=die Gesellschaft|gender=u|specialcase_entity=group)))
30236	zum	0		
30237	Frühstück	0		
30238	wieder	0		
30239	zusammenkam	0		
30240	,	0		
30241	hätte	0		
30242	ein	0		
30243	aufmerksamer	0		
30244	Beobachter	0	(mention_id=3854|references=(entity=(entity_id=entity_0141|fullname=ein aufmerksamer Beobachter|gender=u|specialcase_entity=nonfact)))	(mention_id=3909|references=(entity=(entity_id=generic_0001|fullname=ein Beobachter im Allgemeinen|gender=u|specialcase_entity=generic)))
30245	an	0		
30246	dem	0		
30247	Betragen	0		
30248	der	0		
30249	einzelnen	0	(mention_id=3855|references=(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)),(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))	(mention_id=3910|references=(entity=(entity_id=9|fullname=die Gesellschaft|gender=u|specialcase_entity=group)))
30250	die	0		
30251	Verschiedenheit	0		
30252	der	0		
30253	innern	0		
30254	Gesinnungen	0		
30255	und	0		
30256	Empfindungen	0		
30257	abnehmen	0		
30258	können	0		
30259	.	0		
30260	Der	0		
30261	Graf	0	(mention_id=3856|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))	(mention_id=3911|references=(entity=(entity_id=5|fullname=Graf|gender=m)))
30262	und	0		
30263	die	0		
30264	Baronesse	0	(mention_id=3857|references=(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)))	(mention_id=3912|references=(entity=(entity_id=1|fullname=Baronesse|gender=f)))
30265	begegneten	0		
30266	sich	0	(mention_id=3858|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)))	(mention_id=3913|references=(entity=(entity_id=5|fullname=Graf|gender=m)),(entity=(entity_id=1|fullname=Baronesse|gender=f)))
30267	mit	0		
30268	dem	0		
30269	heitern	0		
30270	Behagen	0		
30271	,	0		
30272	das	0		
30273	ein	0		
30274	Paar	0	(mention_id=3859|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)))	(mention_id=3914|references=(entity=(entity_id=5|fullname=Graf|gender=m)),(entity=(entity_id=1|fullname=Baronesse|gender=f)))
30275	Liebende	0	(mention_id=3860|references=(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)),(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))	(mention_id=3915|references=(entity=(entity_id=5|fullname=Graf|gender=m)),(entity=(entity_id=1|fullname=Baronesse|gender=f)))
30276	empfinden	0		
30277	,	0		
30278	die	0	(mention_id=3861|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)))	(mention_id=3916|references=(entity=(entity_id=5|fullname=Graf|gender=m)),(entity=(entity_id=1|fullname=Baronesse|gender=f)))
30279	sich	0	(mention_id=3862|references=(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)),(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))	(mention_id=3917|references=(entity=(entity_id=5|fullname=Graf|gender=m)),(entity=(entity_id=1|fullname=Baronesse|gender=f)))
30280	nach	0		
30281	erduldeter	0		
30282	Trennung	0		
30283	ihrer	0	(mention_id=3863|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)))	(mention_id=3918|references=(entity=(entity_id=5|fullname=Graf|gender=m)),(entity=(entity_id=1|fullname=Baronesse|gender=f)))
30284	wechselseitigen	0		
30285	Neigung	0		
30286	abermals	0		
30287	versichert	0		
30288	halten	0		
30289	,	0		
30290	dagegen	0		
30291	Charlotte	0	(mention_id=3864|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))	(mention_id=3919|references=(entity=(entity_id=2|fullname=Charlotte|gender=f)))
30292	und	0		
30293	Eduard	0	(mention_id=3865|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))	(mention_id=3920|references=(entity=(entity_id=3|fullname=Eduard|gender=m)))
30294	gleichsam	0		
30295	beschämt	0		
30296	und	0		
30297	reuig	0		
30298	dem	0		
30299	Hauptmann	0	(mention_id=3866|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))	(mention_id=3921|references=(entity=(entity_id=6|fullname=Hauptmann|gender=m)))
30300	und	0		
30301	Ottilien	0	(mention_id=3867|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))	(mention_id=3922|references=(entity=(entity_id=7|fullname=Ottilie|gender=f)))
30302	entgegentraten	0		
30303	.	0		
30304	Denn	0		
30305	so	0		
30306	ist	0		
30307	die	0		
30308	Liebe	0		
30309	beschaffen	0		
30310	,	0		
30311	daß	0		
30312	sie	0		
30313	allein	0		
30314	recht	0		
30315	zu	0		
30316	haben	0		
30317	glaubt	0		
30318	und	0		
30319	alle	0		
30320	anderen	0		
30321	Rechte	0		
30322	vor	0		
30323	ihr	0		
30324	verschwinden	0		
30325	.	0		
30326	Ottilie	0	(mention_id=3868|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))	(mention_id=3923|references=(entity=(entity_id=7|fullname=Ottilie|gender=f)))
30327	war	0		
30328	kindlich	0		
30329	heiter	0		
30330	,	0		
30331	nach	0		
30332	ihrer	0	(mention_id=3869|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))	(mention_id=3924|references=(entity=(entity_id=7|fullname=Ottilie|gender=f)))
30333	Weise	0		
30334	konnte	0		
30335	man	0		
30336	sie	0	(mention_id=3870|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))	(mention_id=3925|references=(entity=(entity_id=7|fullname=Ottilie|gender=f)))
30337	offen	0		
30338	nennen	0		
30339	.	0		
30340	Ernst	0		(mention_id=3926|references=(entity=(entity_id=4|fullname=Ernst|gender=m)))
30341	erschien	0		
30342	der	0		
30343	Hauptmann	0	(mention_id=3871|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))	(mention_id=3927|references=(entity=(entity_id=6|fullname=Hauptmann|gender=m)))
30344	;	0		
30345	ihm	0	(mention_id=3872|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))	(mention_id=3928|references=(entity=(entity_id=6|fullname=Hauptmann|gender=m)))
30346	war	0		
30347	bei	0		
30348	der	0		
30349	Unterredung	0		
30350	mit	0		
30351	dem	0		
30352	Grafen	0	(mention_id=3873|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))	(mention_id=3929|references=(entity=(entity_id=5|fullname=Graf|gender=m)))
30353	,	0		
30354	indem	0		
30355	dieser	0	(mention_id=3874|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))	(mention_id=3930|references=(entity=(entity_id=5|fullname=Graf|gender=m)))
30356	alles	0		
30357	in	0		
30358	ihm	0	(mention_id=3875|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))	(mention_id=3931|references=(entity=(entity_id=6|fullname=Hauptmann|gender=m)))
30359	aufregte	0		
30360	,	0		
30361	was	0		
30362	einige	0		
30363	Zeit	0		
30364	geruht	0		
30365	und	0		
30366	geschlafen	0		
30367	hatte	0		
30368	,	0		
30369	nur	0		
30370	zu	0		
30371	fühlbar	0		
30372	geworden	0		
30373	,	0		
30374	daß	0		
30375	er	0	(mention_id=3876|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))	(mention_id=3932|references=(entity=(entity_id=6|fullname=Hauptmann|gender=m)))
30376	eigentlich	0		
30377	hier	0		
30378	seine	0	(mention_id=3877|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))	(mention_id=3933|references=(entity=(entity_id=6|fullname=Hauptmann|gender=m)))
30379	Bestimmung	0		
30380	nicht	0		
30381	erfülle	0		
30382	und	0		
30383	im	0		
30384	Grunde	0		
30385	bloß	0		
30386	in	0		
30387	einem	0		
30388	halbtätigen	0		
30389	Müßiggang	0		
30390	hinschlendere	0		
30391	.	0		
30392	Kaum	0		
30393	hatten	0		
30394	sich	0	(mention_id=3878|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)))	(mention_id=3934|references=(entity=(entity_id=5|fullname=Graf|gender=m)),(entity=(entity_id=1|fullname=Baronesse|gender=f)))
30395	die	0		
30396	beiden	0		
30397	Gäste	0	(mention_id=3879|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)))	(mention_id=3935|references=(entity=(entity_id=5|fullname=Graf|gender=m)),(entity=(entity_id=1|fullname=Baronesse|gender=f)))
30398	entfernt	0		
30399	,	0		
30400	als	0		
30401	schon	0		
30402	wieder	0		
30403	neuer	0		
30404	Besuch	0	(mention_id=3880|references=(entity=(entity_id=entity_0140|fullname=Besuch|gender=u|specialcase_entity=group)))	
30405	eintraf	0		
30406	,	0		
30407	Charlotten	0	(mention_id=3881|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))	(mention_id=3936|references=(entity=(entity_id=2|fullname=Charlotte|gender=f)))
30408	willkommen	0		
30409	,	0		
30410	die	0	(mention_id=3882|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))	(mention_id=3937|references=(entity=(entity_id=2|fullname=Charlotte|gender=f)))
30411	aus	0		
30412	sich	0	(mention_id=3883|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))	(mention_id=3938|references=(entity=(entity_id=2|fullname=Charlotte|gender=f)))
