i	token	is_section_start	gold	pred
19606	Fünftes	1		
19607	Buch	0		
19608	Erstes	0		
19609	Kapitel	0		
19610	Jetzt	0		
19611	bedurfte	0		
19612	es	0		
19613	keiner	0		
19614	Ueberredung	0		
19615	,	0		
19616	um	0		
19617	mich	0	(mention_id=3109|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=3114|references=(entity=(entity_id=7|fullname=Ich|gender=nb)))
19618	von	0		
19619	Neapel	0		
19620	zu	0		
19621	entfernen	0		
19622	,	0		
19623	und	0		
19624	schon	0		
19625	am	0		
19626	folgenden	0		
19627	Tage	0		
19628	waren	0		
19629	wir	0	(mention_id=3110|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)),(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=3115|references=(entity=(entity_id=7|fullname=Ich|gender=nb)),(entity=(entity_id=6|fullname=Heinrich|gender=m)))
19630	auf	0		
19631	dem	0		
19632	Wege	0		
19633	nach	0		
19634	Rom	0		
19635	,	0		
19636	wo	0		
19637	wir	0	(mention_id=3111|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)),(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=3116|references=(entity=(entity_id=7|fullname=Ich|gender=nb)),(entity=(entity_id=6|fullname=Heinrich|gender=m)))
19638	uns	0	(mention_id=3112|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)),(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=3117|references=(entity=(entity_id=7|fullname=Ich|gender=nb)),(entity=(entity_id=6|fullname=Heinrich|gender=m)))
19639	gleichwohl	0		
19640	,	0		
19641	der	0		
19642	Vorschrift	0		
19643	des	0		
19644	Arztes	0	(mention_id=3113|references=(entity=(entity_id=entity_0012|fullname=Arzt|gender=m)))	(mention_id=3118|references=(entity=(entity_id=generic_0001|fullname=ein Arzt im Allgemeinen|gender=u|specialcase_entity=generic)))
19645	zufolge	0		
19646	,	0		
19647	nur	0		
19648	kurze	0		
19649	Zeit	0		
19650	verweilen	0		
19651	durften	0		
19652	.	0		
19653	Er	0	(mention_id=3114|references=(entity=(entity_id=entity_0012|fullname=Arzt|gender=m)))	(mention_id=3119|references=(entity=(entity_id=6|fullname=Heinrich|gender=m)))
19654	hatte	0		
19655	mir	0	(mention_id=3115|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=3120|references=(entity=(entity_id=7|fullname=Ich|gender=nb)))
19656	gerathen	0		
19657	,	0		
19658	durch	0		
19659	die	0		
19660	Schweiz	0		
