i	token	is_section_start	gold	pred
101538	Erstes	1		
101539	Kapitel	0		
101540	.	0		
101541	Wir	0	(mention_id=12085|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))	(mention_id=11940|references=(entity=(entity_id=generic_0001|fullname=wir|gender=u|specialcase_entity=generic)))
101542	begleiten	0		
101543	unsern	0	(mention_id=12086|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))	(mention_id=11941|references=(entity=(entity_id=104|fullname=Moorfeld|gender=u)))
101544	Helden	0	(mention_id=12087|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))	(mention_id=11942|references=(entity=(entity_id=104|fullname=Moorfeld|gender=u)))
101545	jetzt	0		
101546	auf	0		
101547	seiner	0	(mention_id=12088|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))	(mention_id=11943|references=(entity=(entity_id=104|fullname=Moorfeld|gender=u)))
101548	Reise	0		
101549	nach	0		
101550	Ohio	0		
101551	.	0		
101552	Er	0	(mention_id=12089|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))	(mention_id=11944|references=(entity=(entity_id=104|fullname=Moorfeld|gender=u)))
101553	schied	0		
101554	aus	0		
101555	Newyork	0		
101556	in	0		
101557	einer	0		
101558	Stimmung	0		
101559	,	0		
101560	die	0		
101561	dem	0		
101562	Bleiben	0		
101563	eigentlich	0		
101564	günstiger	0		
101565	,	0		
101566	als	0		
101567	dem	0		
101568	Reisen	0		
101569	war	0		
101570	.	0		
101571	Unter	0		
101572	andern	0		
101573	Umständen	0		
101574	hätte	0		
101575	er	0	(mention_id=12090|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))	(mention_id=11945|references=(entity=(entity_id=104|fullname=Moorfeld|gender=u)))
101576	sich	0	(mention_id=12091|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))	(mention_id=11946|references=(entity=(entity_id=104|fullname=Moorfeld|gender=u)))
101577	wahrscheinlich	0		
101578	dem	0		
101579	Zuge	0		
101580	nach	0		
101581	Saratoga	0		
101582	angeschlossen	0		
101583	.	0		
101584	Ueberhaupt	0		
101585	konnte	0		
101586	der	0		
101587	Plan	0		
101588	seines	0	(mention_id=12092|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))	(mention_id=11947|references=(entity=(entity_id=104|fullname=Moorfeld|gender=u)))
101589	ganzen	0		
101590	Aufenthaltes	0		
101591	durch	0		
101592	den	0		
101593	Abend	0		
101594	bei	0		
101595	Bennet	0	(mention_id=12093|references=(entity=(entity_id=entity_0055|fullname=Mr. Bennet|gender=m)))	(mention_id=11948|references=(entity=(entity_id=13|fullname=Bennet|gender=u)))
101596	in	0		
101597	eine	0		
101598	neue	0		
101599	Frage	0		
101600	gestellt	0		
101601	sein	0		
101602	.	0		
101603	So	0		
101604	hatte	0		
101605	Dr.	0	(mention_id=12094|references=(entity=(entity_id=entity_0514|fullname=Doctor Griswold|gender=m)))	(mention_id=11949|references=(entity=(entity_id=40|fullname=Dr Griswald|gender=m)))
101606	Griswald	0	(mention_id=12094|references=(entity=(entity_id=entity_0514|fullname=Doctor Griswold|gender=m)))	(mention_id=11949|references=(entity=(entity_id=40|fullname=Dr Griswald|gender=m)))
101607	—	0		
101608	gleichsam	0		
101609	in	0		
101610	Concurrenz	0		
101611	mit	0		
101612	Bennet	0	(mention_id=12095|references=(entity=(entity_id=entity_0055|fullname=Mr. Bennet|gender=m)))	(mention_id=11950|references=(entity=(entity_id=13|fullname=Bennet|gender=u)))
101613	—	0		
101614	später	0		
101615	noch	0		
101616	zu	0		
101617	verstehen	0		
101618	gegeben	0		
101619	,	0		
101620	es	0		
101621	sei	0		
101622	eigentlich	0		
101623	wünschenswerth	0		
101624	,	0		
101625	daß	0		
101626	an	0		
101627	der	0		
101628	Universität	0		
101629	selbst	0		
101630	die	0		
101631	Lehrkanzel	0		
101632	für	0		
101633	Literatur	0		
101634	und	0		
101635	Aesthetik	0		
101636	mit	0		
101637	europäischer	0		
101638	Kunstbildung	0		
101639	besetzt	0		
101640	werde	0		
101641	,	0		
101642	und	0		
101643	es	0		
101644	hätte	0		
101645	unsern	0	(mention_id=12096|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))	(mention_id=11951|references=(entity=(entity_id=104|fullname=Moorfeld|gender=u)))
101646	Freund	0	(mention_id=12097|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))	(mention_id=11952|references=(entity=(entity_id=104|fullname=Moorfeld|gender=u)))
101647	nur	0		
101648	ein	0		
101649	Wort	0		
