i	token	mention	is_section_start	gold
69540	mit		0	
69541	einem		0	
69542	dankbaren		0	
69543	Blicke		0	
69544	.		0	
69545	Aber		0	
69546	des		0	
69547	Mädchens	8091	0	(mention_id=8198|references=(entity=(entity_id=entity_0402|fullname=Pauline von Milden|gender=f)))
69548	Auge		0	
69549	war		0	
69550	niedergeschlagen		0	
69551	,		0	
69552	sie	8092	0	(mention_id=8199|references=(entity=(entity_id=entity_0402|fullname=Pauline von Milden|gender=f)))
69553	konnte		0	
69554	seinen	8093	0	(mention_id=8200|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
69555	Blick		0	
69556	nicht		0	
69557	gesehen		0	
69558	haben		0	
69559	.		0	
69560	Deßungeachtet		0	
69561	erröthete		0	
69562	sie	8094	0	(mention_id=8201|references=(entity=(entity_id=entity_0402|fullname=Pauline von Milden|gender=f)))
69563	.		0	
69564	Benthal	8095	0	(mention_id=8202|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
69565	sagte		0	
69566	zu		0	
69567	Moorfeld	8096	0	(mention_id=8203|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
69568	:		0	
69569	Nun		0	
69570	,		0	
69571	richten		0	
69572	Sie	8097	0	(mention_id=8204|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
69573	den		0	
69574	Richter	8098	0	(mention_id=8205|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)|specialcase_reference=figurative))
69575	!		0	
69576	Wie		0	
69577	passiren		0	
69578	mir	8099	0	(mention_id=8206|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
69579	meine	8100	0	(mention_id=8207|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
69580	Negationen		0	
69581	?		0	
69582	Aber		0	
69583	Moorfeld	8101	0	(mention_id=8208|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
69584	fuhr		0	
69585	in		0	
69586	seiner	8102	0	(mention_id=8209|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
69587	Ergriffenheit		0	
69588	fort		0	
69589	:		0	
69590	Und		0	
69591	mich	8103	0	(mention_id=8210|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
69592	wollten		0	
69593	Sie	8104	0	(mention_id=8211|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
69594	geschont		0	
69595	haben		0	
69596	!		0	
69597	Herr	8105	0	(mention_id=8212|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
69598	,		0	
69599	wie		0	
69600	spannt		0	
69601	sich		0	
69602	Ihnen	8106	0	(mention_id=8213|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
69603	selbst		0	
69604	noch		0	
69605	eine		0	
69606	Ader		0	
69607	für		0	
69608	das		0	
69609	Land		0	
69610	,		0	
69611	über		0	
69612	welches		0	
69613	Sie	8107	0	(mention_id=8214|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
69614	so		0	
69615	schreiben		0	
69616	konnten		0	
69617	?		0	
69618	Weil		0	
69619	handeln		0	
69620	immer		0	
69621	mehr		0	
69622	werth		0	
69623	ist		0	
69624	als		0	
69625	schreiben		0	
69626	,		0	
69627	antwortete		0	
69628	Benthal	8108	0	(mention_id=8215|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
69629	,		0	
69630	und		0	
69631	in		0	
69632	diesem		0	
69633	Lande		0	
69634	darf		0	
69635	ich	8109	0	(mention_id=8216|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
69636	handeln		0	
69637	.		0	
69638	Dämon		0	
69639	von		0	
69640	einem		0	
69641	Manne	8110	0	(mention_id=8217|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
69642	!		0	
69643	Aber		0	
69644	ich	8111	0	(mention_id=8218|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
69645	begreife		0	
69646	Sie	8112	0	(mention_id=8219|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
