i	token	mention	is_section_start	gold
76296	Zwölftes		1	
76297	Kapitel		0	
76298	Der		0	
76299	Hauptzweck		0	
76300	des		0	
76301	Feldzugs		0	
76302	war		0	
76303	erreicht		0	
76304	und		0	
76305	Eduard	9955	0	(mention_id=9867|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
76306	,		0	
76307	mit		0	
76308	Ehrenzeichen		0	
76309	geschmückt		0	
76310	,		0	
76311	rühmlich		0	
76312	entlassen		0	
76313	.		0	
76314	Er	9956	0	(mention_id=9868|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
76315	begab		0	
76316	sich	9957	0	(mention_id=9869|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
76317	sogleich		0	
76318	wieder		0	
76319	auf		0	
76320	jenes		0	
76321	kleine		0	
76322	Gut		0	
76323	,		0	
76324	wo		0	
76325	er	9958	0	(mention_id=9870|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
76326	genaue		0	
76327	Nachrichten		0	
76328	von		0	
76329	den		0	
76330	Seinigen	9959	0	(mention_id=9871|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)),(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
76331	fand		0	
76332	,		0	
76333	die	9960	0	(mention_id=9872|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)),(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
76334	er	9961	0	(mention_id=9873|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
76335	,		0	
76336	ohne		0	
76337	daß		0	
76338	sie	9962	0	(mention_id=9874|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)),(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
76339	es		0	
76340	bemerkten		0	
76341	und		0	
76342	wußten		0	
76343	,		0	
76344	scharf		0	
76345	hatte		0	
76346	beobachten		0	
76347	lassen		0	
76348	.		0	
76349	Sein	9963	0	(mention_id=9875|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
76350	stiller		0	
76351	Aufenthalt		0	
76352	blickte		0	
76353	ihm	9964	0	(mention_id=9876|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
76354	aufs		0	
76355	freundlichste		0	
76356	entgegen		0	
76357	;		0	
76358	denn		0	
76359	man		0	
76360	hatte		0	
76361	indessen		0	
76362	nach		0	
76363	seiner	9965	0	(mention_id=9877|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
76364	Anordnung		0	
76365	manches		0	
76366	eingerichtet		0	
76367	,		0	
76368	gebessert		0	
76369	und		0	
76370	gefördert		0	
76371	,		0	
76372	so		0	
76373	daß		0	
76374	die		0	
76375	Anlagen		0	
76376	und		0	
76377	Umgebungen		0	
76378	,		0	
76379	was		0	
76380	ihnen		0	
76381	an		0	
76382	Weite		0	
76383	und		0	
76384	Breite		0	
76385	fehlte		0	
76386	,		0	
76387	durch		0	
76388	das		0	
76389	Innere		0	
76390	und		0	
76391	zunächst		0	
76392	Genießbare		0	
76393	ersetzten		0	
76394	.		0	
76395	Eduard	9966	0	(mention_id=9878|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
76396	,		0	
76397	durch		0	
76398	einen		0	
76399	raschen		0	
76400	Lebensgang		0	
