i	token	mention	is_section_start	gold
8578	Zweites		1	
8579	Kapitel		0	
8580	.		0	
8581	Im		0	
8582	Nachdenken		0	
8583	über		0	
8584	diese		0	
8585	Scene		0	
8586	bestieg		0	
8587	Moorfeld	870	0	(mention_id=872|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
8588	eine		0	
8589	Miethkalesche		0	
8590	und		0	
8591	fuhr		0	
8592	jetzt		0	
8593	der		0	
8594	Adresse		0	
8595	seines	871	0	(mention_id=873|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
8596	newyorker		0	
8597	Absteigequartiers		0	
8598	zu		0	
8599	.		0	
8600	Wer		0	
8601	mochte		0	
8602	der		0	
8603	junge		0	
8604	blonde		0	
8605	Mann	872	0	(mention_id=874|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
8606	sein		0	
8607	,		0	
8608	der	873	0	(mention_id=875|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
8609	mit		0	
8610	seinem	874	0	(mention_id=876|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
8611	germanischen		0	
8612	Bart		0	
8613	,		0	
8614	seiner	875	0	(mention_id=877|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
8615	vollen		0	
8616	Studentenlocke		0	
8617	,		0	
8618	seiner	876	0	(mention_id=878|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
8619	breiten		0	
8620	Brust		0	
8621	und		0	
8622	trutzigen		0	
8623	Stirn		0	
8624	ihm	877	0	(mention_id=879|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
8625	so		0	
8626	mädchenhaft-schüchtern		0	
8627	nachgeschlichen		0	
8628	und		0	
8629	zugestammelt		0	
8630	?		0	
8631	Ein		0	
8632	Eingewanderter	878	0	(mention_id=880|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
8633	natürlich		0	
8634	.		0	
8635	Einer	879	0	(mention_id=881|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
8636	jener		0	
8637	deutschen		0	
8638	Taglöhner	880	0	(mention_id=882|references=(entity=(entity_id=entity_0086|fullname=deutsche Taglöhner|gender=u|specialcase_entity=group)))
8639	der		0	
8640	Weltgeschichte		0	
8641	,		0	
8642	welche	881	0	(mention_id=883|references=(entity=(entity_id=entity_0086|fullname=deutsche Taglöhner|gender=u|specialcase_entity=group)))
8643	auf		0	
8644	der		0	
8645	ganzen		0	
8646	Erde		0	
8647	überall		0	
8648	am		0	
8649	Kulturleben		0	
8650	mitarbeiten		0	
8651	,		0	
8652	aber		0	
8653	selten		0	
8654	auf		0	
8655	eigenen		0	
8656	Namen		0	
8657	und		0	
8658	nie		0	
8659	auf		0	
8660	den		0	
8661	ihrer		0	(mention_id=884|references=(entity=(entity_id=entity_0086|fullname=deutsche Taglöhner|gender=u|specialcase_entity=group)))
8662	Nation		0	
8663	.		0	
8664	Moorfeld	882	0	(mention_id=885|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
8665	nahm		0	
8666	seinen	883	0	(mention_id=886|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
8667	Ausfall		0	
8668	auf		0	
8669	Mr.	884	0	(mention_id=887|references=(entity=(entity_id=entity_0002|fullname=Mr. Mockingbird|gender=m)))
8670	Mockingbird's	884	0	(mention_id=887|references=(entity=(entity_id=entity_0002|fullname=Mr. Mockingbird|gender=m)))
8671	Franklin		0	(mention_id=888|references=(entity=(entity_id=entity_0021|fullname=Benjamin Franklin|gender=m)))
8672	längst		0	
