i	token	mention	is_section_start	gold
9244	Viertes		1	
9245	Kapitel		0	
9246	Die		0	
9247	topographische		0	
9248	Karte		0	
9249	,		0	
9250	auf		0	
9251	welcher		0	
9252	das		0	
9253	Gut		0	
9254	mit		0	
9255	seinen		0	
9256	Umgebungen		0	
9257	nach		0	
9258	einem		0	
9259	ziemlich		0	
9260	großen		0	
9261	Maßstabe		0	
9262	charakteristisch		0	
9263	und		0	
9264	faßlich		0	
9265	durch		0	
9266	Federstriche		0	
9267	und		0	
9268	Farben		0	
9269	dargestellt		0	
9270	war		0	
9271	und		0	
9272	welche		0	
9273	der		0	
9274	Hauptmann	1324	0	(mention_id=1304|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
9275	durch		0	
9276	einige		0	
9277	trigonometrische		0	
9278	Messungen		0	
9279	sicher		0	
9280	zu		0	
9281	gründen		0	
9282	wußte		0	
9283	,		0	
9284	war		0	
9285	bald		0	
9286	fertig		0	
9287	;		0	
9288	denn		0	
9289	weniger		0	
9290	Schlaf		0	
9291	als		0	
9292	dieser		0	
9293	tätige		0	
9294	Mann	1325	0	(mention_id=1305|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
9295	bedurfte		0	
9296	kaum		0	
9297	jemand		0	
9298	,		0	
9299	so		0	
9300	wie		0	
9301	sein	1326	0	(mention_id=1306|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
9302	Tag		0	
9303	stets		0	
9304	dem		0	
9305	augenblicklichen		0	
9306	Zwecke		0	
9307	gewidmet		0	
9308	und		0	
9309	deswegen		0	
9310	jederzeit		0	
9311	am		0	
9312	Abende		0	
9313	etwas		0	
9314	getan		0	
9315	war		0	
9316	.		0	
9317	»		0	
9318	Laß		0	
9319	uns	1327	0	(mention_id=1307|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
9320	nun		0	
9321	«		0	
9322	,		0	
9323	sagte		0	
9324	er	1328	0	(mention_id=1308|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
9325	zu		0	
9326	seinem	1329	0	(mention_id=1309|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
9327	Freunde	1330	0	(mention_id=1310|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
9328	,		0	
9329	»		0	
9330	an		0	
9331	das		0	
9332	übrige		0	
9333	gehen		0	
9334	,		0	
9335	an		0	
9336	die		0	
9337	Gutsbeschreibung		0	
9338	,		0	
9339	wozu		0	
9340	schon		0	
9341	genugsame		0	
9342	Vorarbeit		0	
9343	da		0	
9344	sein		0	
9345	muß		0	
9346	,		0	
9347	aus		0	
9348	der		0	
9349	sich		0	
9350	nachher		0	
9351	Pachtanschläge		0	
9352	und		0	
9353	anderes		0	
9354	schon		0	
9355	entwickeln		0	
9356	werden		0	
9357	.		0	
9358	Nur		0	
9359	Eines		0	
9360	laß		0	
9361	uns	1331	0	(mention_id=1311|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
9362	festsetzen		0	
9363	und		0	
9364	einrichten		0	
9365	:		0	
9366	trenne		0	
9367	alles		0	
9368	,		0	
9369	was		0	
9370	eigentlich		0	
9371	Geschäft		0	
9372	ist		0	
9373	,		0	
9374	vom		0	
9375	Leben		0	
9376	!		0	
9377	Das		0	
9378	Geschäft		0	
9379	verlangt		0	
9380	Ernst		0	
9381	und		0	
9382	Strenge		0	
9383	,		0	
9384	das		0	
9385	Leben		0	
9386	Willkür		0	
9387	;		0	
9388	das		0	
9389	Geschäft		0	
9390	die		0	
9391	reinste		0	
9392	Folge		0	
9393	,		0	
9394	dem		0	
9395	Leben		0	
9396	tut		0	
9397	eine		0	
9398	Inkonsequenz		0	
9399	oft		0	
9400	not		0	
9401	,		0	
9402	ja		0	
9403	sie		0	
9404	ist		0	
9405	liebenswürdig		0	
9406	und		0	
9407	erheiternd		0	
9408	.		0	
9409	Bist		0	
9410	du	1332	0	(mention_id=1312|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
9411	bei		0	
9412	dem		0	
9413	einen		0	
9414	sicher		0	
9415	,		0	
9416	so		0	
9417	kannst		0	
9418	du	1333	0	(mention_id=1313|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
9419	in		0	
9420	dem		0	
9421	andern		0	
9422	desto		0	
9423	freier		0	
9424	sein		0	
9425	,		0	
9426	anstatt		0	
9427	daß		0	
9428	bei		0	
9429	einer		0	
9430	Vermischung		0	
9431	das		0	
9432	Sichre		0	
9433	durch		0	
9434	das		0	
9435	Freie		0	
9436	weggerissen		0	
9437	und		0	
9438	aufgehoben		0	
9439	wird		0	
9440	.		0	
9441	«		0	
9442	Eduard	1334	0	(mention_id=1314|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
9443	fühlte		0	
9444	in		0	
9445	diesen		0	
9446	Vorschlägen		0	
9447	einen		0	
9448	leisen		0	
9449	Vorwurf		0	
9450	.		0	
9451	Zwar		0	
9452	von		0	
9453	Natur		0	
9454	nicht		0	
9455	unordentlich		0	
9456	,		0	
9457	konnte		0	
9458	er	1335	0	(mention_id=1315|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
9459	doch		0	
9460	niemals		0	
9461	dazu		0	
9462	kommen		0	
9463	,		0	
9464	seine	1336	0	(mention_id=1316|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
9465	Papiere		0	
9466	nach		0	
9467	Fächern		0	
9468	abzuteilen		0	
9469	.		0	
9470	Das		0	
9471	,		0	
9472	was		0	
9473	er	1337	0	(mention_id=1317|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
9474	mit		0	
9475	andern	1338	0	
9476	abzutun		0	
9477	hatte		0	
9478	,		0	
9479	was		0	
9480	bloß		0	
9481	von		0	
9482	ihm	1339	0	(mention_id=1318|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
9483	selbst		0	
9484	abhing		0	
9485	,		0	
9486	es		0	
9487	war		0	
9488	nicht		0	
9489	geschieden		0	
9490	,		0	
9491	so		0	
9492	wie		0	
9493	er	1340	0	(mention_id=1319|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
9494	auch		0	
9495	Geschäfte		0	
9496	und		0	
9497	Beschäftigung		0	
9498	,		0	
9499	Unterhaltung		0	
9500	und		0	
9501	Zerstreuung		0	
9502	nicht		0	
9503	genugsam		0	
9504	voneinander		0	
9505	absonderte		0	
9506	.		0	
9507	Jetzt		0	
9508	wurde		0	
9509	es		0	
9510	ihm	1341	0	(mention_id=1320|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
9511	leicht		0	
9512	,		0	
9513	da		0	
9514	ein		0	
9515	Freund	1342	0	(mention_id=1321|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
9516	diese		0	
9517	Bemühung		0	
9518	übernahm		0	
