i	token	mention	is_section_start	gold
67721	Neuntes		1	
67722	Kapitel		0	
67723	Der		0	
67724	Frühling		0	
67725	war		0	
67726	gekommen		0	
67727	,		0	
67728	später		0	
67729	,		0	
67730	aber		0	
67731	auch		0	
67732	rascher		0	
67733	und		0	
67734	freudiger		0	
67735	als		0	
67736	gewöhnlich		0	
67737	.		0	
67738	Ottilie	8916	0	(mention_id=8821|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
67739	fand		0	
67740	nun		0	
67741	im		0	
67742	Garten		0	
67743	die		0	
67744	Frucht		0	
67745	ihres	8917	0	(mention_id=8822|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
67746	Vorsehens		0	
67747	;		0	
67748	alles		0	
67749	keimte		0	
67750	,		0	
67751	grünte		0	
67752	und		0	
67753	blühte		0	
67754	zur		0	
67755	rechten		0	
67756	Zeit		0	
67757	;		0	
67758	manches		0	
67759	,		0	
67760	was		0	
67761	hinter		0	
67762	wohlangelegten		0	
67763	Glashäusern		0	
67764	und		0	
67765	Beeten		0	
67766	vorbereitet		0	
67767	worden		0	
67768	,		0	
67769	trat		0	
67770	nun		0	
67771	sogleich		0	
67772	der		0	
67773	endlich		0	
67774	von		0	
67775	außen		0	
67776	wirkenden		0	
67777	Natur		0	
67778	entgegen		0	
67779	,		0	
67780	und		0	
67781	alles		0	
67782	,		0	
67783	was		0	
67784	zu		0	
67785	tun		0	
67786	und		0	
67787	zu		0	
67788	besorgen		0	
67789	war		0	
67790	,		0	
67791	blieb		0	
67792	nicht		0	
67793	bloß		0	
67794	hoffnungsvolle		0	
67795	Mühe		0	
67796	wie		0	
67797	bisher		0	
67798	,		0	
67799	sondern		0	
67800	ward		0	
67801	zum		0	
67802	heitern		0	
67803	Genusse		0	
67804	.		0	
67805	An		0	
67806	dem		0	
67807	Gärtner	8918	0	(mention_id=8823|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
67808	aber		0	
67809	hatte		0	
67810	sie	8919	0	(mention_id=8824|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
67811	zu		0	
67812	trösten		0	
67813	über		0	
67814	manche		0	
67815	durch		0	
67816	Lucianens	8920	0	(mention_id=8825|references=(entity=(entity_id=entity_0005|fullname=Luciane|gender=f)))
67817	Wildheit		0	
67818	entstandene		0	
67819	Lücke		0	
67820	unter		0	
67821	den		0	
67822	Topfgewächsen		0	
67823	,		0	
67824	über		0	
67825	die		0	
67826	zerstörte		0	
67827	Symmetrie		0	
67828	mancher		0	
67829	Baumkrone		0	
67830	.		0	
67831	Sie	8921	0	(mention_id=8826|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
67832	machte		0	
67833	ihm	8922	0	(mention_id=8827|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
67834	Mut		0	
67835	,		0	
67836	daß		0	
67837	sich		0	
67838	das		0	
67839	alles		0	
67840	bald		0	
67841	wieder		0	
67842	herstellen		0	
67843	werde		0	
67844	;		0	
67845	aber		0	
67846	er	8923	0	(mention_id=8828|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
67847	hatte		0	
67848	zu		0	
67849	ein		0	
67850	tiefes		0	
67851	Gefühl		0	
67852	,		0	
67853	zu		0	
67854	einen		0	
67855	reinen		0	
67856	Begriff		0	
67857	von		0	
67858	seinem	8924	0	(mention_id=8829|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
67859	Handwerk		0	
67860	,		0	
67861	als		0	
67862	daß		0	
67863	diese		0	
67864	Trostgründe		0	
67865	viel		0	
67866	bei		0	
67867	ihm	8925	0	(mention_id=8830|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
67868	hätten		0	
67869	fruchten		0	
67870	sollen		0	
67871	.		0	
67872	So		0	
67873	wenig		0	
67874	der		0	
67875	Gärtner	8926	0	(mention_id=8831|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
67876	sich	8927	0	(mention_id=8832|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
67877	durch		0	
67878	andere		0	
67879	Liebhabereien		0	
67880	und		0	
67881	Neigungen		0	
67882	zerstreuen		0	
67883	darf		0	
67884	,		0	
67885	so		0	
67886	wenig		0	
67887	darf		0	
67888	der		0	
67889	ruhige		0	
67890	Gang		0	
67891	unterbrochen		0	
67892	werden		0	
67893	,		0	
67894	den		0	
67895	die		0	
67896	Pflanze		0	
67897	zur		0	
67898	dauernden		0	
67899	oder		0	
67900	zur		0	
67901	vorübergehenden		0	
67902	Vollendung		0	
67903	nimmt		0	
67904	.		0	
67905	Die		0	
67906	Pflanze		0	
67907	gleicht		0	
67908	den		0	
67909	eigensinnigen		0	
67910	Menschen	8928	0	(mention_id=8833|references=(entity=(entity_id=generic_0939|fullname=eigensinnige Menschen|gender=u|specialcase_entity=generic)))
67911	,		0	
67912	von		0	
67913	denen	8929	0	(mention_id=8834|references=(entity=(entity_id=generic_0940|fullname=eigensinnige Menschen|gender=u|specialcase_entity=generic)))
67914	man		0	
67915	alles		0	
67916	erhalten		0	
67917	kann		0	
67918	,		0	
67919	wenn		0	
67920	man		0	
67921	sie		0	
67922	nach		0	
67923	ihrer	8930	0	(mention_id=8835|references=(entity=(entity_id=generic_0941|fullname=eigensinnige Menschen|gender=u|specialcase_entity=generic)))
67924	Art		0	
67925	behandelt		0	
67926	.		0	
67927	Ein		0	
67928	ruhiger		0	
67929	Blick		0	
67930	,		0	
67931	eine		0	
67932	stille		0	
67933	Konsequenz		0	
67934	,		0	
67935	in		0	
67936	jeder		0	
67937	Jahrszeit		0	
67938	,		0	
67939	in		0	
67940	jeder		0	
67941	Stunde		0	
67942	das		0	
67943	ganz		0	
67944	Gehörige		0	
67945	zu		0	
67946	tun		0	
67947	,		0	
67948	wird		0	
67949	vielleicht		0	
67950	von		0	
67951	niemand		0	
67952	mehr		0	
67953	als		0	
67954	vom		0	
67955	Gärtner	8931	0	(mention_id=8836|references=(entity=(entity_id=generic_0942|fullname=Gärtner allgemein|gender=u|specialcase_entity=generic)))
67956	verlangt		0	
67957	.		0	
67958	Diese		0	
67959	Eigenschaften		0	
67960	besaß		0	
67961	der		0	
67962	gute		0	
67963	Mann	8932	0	(mention_id=8837|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
67964	in		0	
67965	einem		0	
67966	hohen		0	
67967	Grade		0	
67968	,		0	
67969	deswegen		0	
67970	auch		0	
67971	Ottilie	8933	0	(mention_id=8838|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
67972	so		0	
67973	gern		0	
67974	mit		0	
67975	ihm	8934	0	(mention_id=8839|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
67976	wirkte		0	
67977	;		0	
67978	aber		0	
67979	sein	8935	0	(mention_id=8840|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
67980	eigentliches		0	
67981	Talent		0	
67982	konnte		0	
67983	er	8936	0	(mention_id=8841|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
67984	schon		0	
67985	einige		0	
67986	Zeit		0	
67987	nicht		0	
67988	mehr		0	
67989	mit		0	
67990	Behaglichkeit		0	
67991	ausüben		0	
67992	.		0	
67993	Denn		0	
67994	ob		0	
67995	er	8937	0	(mention_id=8842|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
67996	gleich		0	
67997	alles		0	
67998	,		0	
67999	was		0	
68000	die		0	
68001	Baum-		0	
68002	und		0	
68003	Küchengärtnerei		0	
68004	betraf		0	
68005	,		0	
68006	auch		0	
68007	die		0	
68008	Erfordernisse		0	
68009	eines		0	
68010	ältern		0	
68011	Ziergartens		0	
68012	,		0	
68013	vollkommen		0	
68014	zu		0	
68015	leisten		0	
68016	verstand		0	
68017	,		0	
68018	wie		0	
68019	denn		0	
68020	überhaupt		0	
68021	einem	8938	0	(mention_id=8843|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
68022	vor		0	
68023	dem		0	
68024	andern	8939	0	(mention_id=8844|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
68025	dieses		0	
68026	oder		0	
68027	jenes		0	
68028	gelingt		0	
68029	,		0	
68030	ob		0	
68031	er	8940	0	(mention_id=8845|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
68032	schon		0	
68033	in		0	
68034	Behandlung		0	
68035	der		0	
68036	Orangerie		0	
68037	der		0	
68038	Blumenzwiebeln		0	
68039	,		0	
68040	der		0	
68041	Nelken-		0	
68042	und		0	
68043	Aurikelnstöcke		0	
68044	die		0	
68045	Natur		0	
68046	selbst		0	
68047	hätte		0	
68048	herausfordern		0	
68049	können		0	
68050	,		0	
68051	so		0	
68052	waren		0	
68053	ihm	8941	0	(mention_id=8846|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
68054	doch		0	
68055	die		0	
68056	neuen		0	
68057	Zierbäume		0	
68058	und		0	
68059	Modeblumen		0	
68060	einigermaßen		0	
68061	fremd		0	
68062	geblieben		0	
68063	,		0	
68064	und		0	
68065	er	8942	0	(mention_id=8847|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
68066	hatte		0	
68067	vor		0	
68068	dem		0	
68069	unendlichen		0	
68070	Felde		0	
68071	der		0	
68072	Botanik		0	
68073	,		0	
68074	das		0	
68075	sich		0	
68076	nach		0	
68077	der		0	
68078	Zeit		0	
68079	auftat		0	
68080	,		0	
68081	und		0	
68082	den		0	
68083	darin		0	
68084	herumsummenden		0	
68085	fremden		0	
68086	Namen		0	
68087	eine		0	
68088	Art		0	
68089	von		0	
68090	Scheu		0	
68091	,		0	
68092	die		0	
68093	ihn	8943	0	(mention_id=8848|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
68094	verdrießlich		0	
68095	machte		0	
68096	.		0	
68097	Was		0	
68098	die		0	
68099	Herrschaft	8944	0	
68100	voriges		0	
68101	Jahr		0	
68102	zu		0	
68103	verschreiben		0	
68104	angefangen		0	
68105	,		0	
68106	hielt		0	
68107	er	8945	0	(mention_id=8849|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
68108	um		0	
68109	so		0	
68110	mehr		0	
68111	für		0	
68112	unnützen		0	
68113	Aufwand		0	
68114	und		0	
68115	Verschwendung		0	
68116	,		0	
68117	als		0	
68118	er	8946	0	(mention_id=8850|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
68119	gar		0	
68120	manche		0	
68121	kostbare		0	
68122	Pflanze		0	
68123	ausgehen		0	
68124	sah		0	
68125	und		0	
68126	mit		0	
68127	den		0	
68128	Handelsgärtnern	8947	0	(mention_id=8851|references=(entity=(entity_id=entity_0372|fullname=Handelsgärtner|gender=m|specialcase_entity=group)))
68129	,		0	
68130	die	8948	0	(mention_id=8852|references=(entity=(entity_id=entity_0372|fullname=Handelsgärtner|gender=m|specialcase_entity=group)))
68131	ihn	8949	0	(mention_id=8853|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
68132	,		0	
68133	wie		0	
68134	er	8950	0	(mention_id=8854|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
68135	glaubte		0	
68136	,		0	
68137	nicht		0	
68138	redlich		0	
68139	genug		0	
68140	bedienten		0	
68141	,		0	
68142	in		0	
68143	keinem		0	
68144	sonderlichen		0	
68145	Verhältnisse		0	
68146	stand		0	
68147	.		0	
68148	Er	8951	0	(mention_id=8855|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
68149	hatte		0	
68150	sich	8952	0	(mention_id=8856|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
68151	darüber		0	
68152	nach		0	
68153	mancherlei		0	
68154	Versuchen		0	
68155	eine		0	
68156	Art		0	
68157	von		0	
68158	Plan		0	
68159	gemacht		0	
68160	,		0	
68161	in		0	
68162	welchem		0	
68163	ihn	8953	0	(mention_id=8857|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
68164	Ottilie	8954	0	(mention_id=8858|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68165	um		0	
68166	so		0	
68167	mehr		0	
68168	bestärkte		0	
68169	,		0	
68170	als		0	
68171	er	8955	0	(mention_id=8859|references=(entity=(entity_id=entity_0004|fullname=Gärtner|gender=m)))
68172	auf		0	
68173	die		0	
68174	Wiederkehr		0	
68175	Eduards	8956	0	(mention_id=8860|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
68176	eigentlich		0	
68177	gegründet		0	
68178	war		0	
68179	,		0	
68180	dessen	8957	0	(mention_id=8861|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
68181	Abwesenheit		0	
68182	man		0	
68183	in		0	
68184	diesem		0	
68185	wie		0	
68186	in		0	
68187	manchem		0	
68188	andern		0	
68189	Falle		0	
68190	täglich		0	
68191	nachteiliger		0	
68192	empfinden		0	
68193	mußte		0	
68194	.		0	
68195	Indem		0	
68196	nun		0	
68197	die		0	
68198	Pflanzen		0	
68199	immer		0	
68200	mehr		0	
68201	Wurzel		0	
68202	schlugen		0	
68203	und		0	
68204	Zweige		0	
68205	trieben		0	
68206	,		0	
68207	fühlte		0	
68208	sich	8958	0	(mention_id=8862|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68209	auch		0	
68210	Ottilie	8959	0	(mention_id=8863|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68211	immer		0	
68212	mehr		0	
68213	an		0	
68214	diese		0	
68215	Räume		0	
68216	gefesselt		0	
68217	.		0	
68218	Gerade		0	
68219	vor		0	
68220	einem		0	
68221	Jahre		0	
68222	trat		0	
68223	sie	8960	0	(mention_id=8864|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68224	als		0	
68225	Fremdling	8961	0	(mention_id=8865|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68226	,		0	
68227	als		0	
68228	ein		0	
68229	unbedeutendes		0	
68230	Wesen	8962	0	(mention_id=8866|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68231	hier		0	
68232	ein		0	
68233	;		0	
68234	wieviel		0	
68235	hatte		0	
68236	sie	8963	0	(mention_id=8867|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68237	sich	8964	0	(mention_id=8868|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68238	seit		0	
68239	jener		0	
68240	Zeit		0	
68241	nicht		0	
68242	erworben		0	
68243	!		0	
68244	aber		0	
68245	leider		0	
68246	wieviel		0	
68247	hatte		0	
68248	sie	8965	0	(mention_id=8869|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68249	nicht		0	
68250	auch		0	
68251	seit		0	
68252	jener		0	
68253	Zeit		0	
68254	wieder		0	
68255	verloren		0	
68256	!		0	
68257	Sie	8966	0	(mention_id=8870|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68258	war		0	
68259	nie		0	
68260	so		0	
68261	reich		0	
68262	und		0	
68263	nie		0	
68264	so		0	
68265	arm		0	
68266	gewesen		0	
68267	.		0	
68268	Das		0	
68269	Gefühl		0	
68270	von		0	
68271	beidem		0	
68272	wechselte		0	
68273	augenblicklich		0	
68274	miteinander		0	
68275	ab		0	
68276	,		0	
68277	ja		0	
68278	durchkreuzte		0	
68279	sich		0	
68280	aufs		0	
68281	innigste		0	
68282	,		0	
68283	so		0	
68284	daß		0	
68285	sie	8967	0	(mention_id=8871|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68286	sich	8968	0	(mention_id=8872|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68287	nicht		0	
68288	anders		0	
68289	zu		0	
68290	helfen		0	
68291	wußte		0	
68292	,		0	
68293	als		0	
68294	daß		0	
68295	sie	8969	0	(mention_id=8873|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68296	immer		0	
68297	wieder		0	
68298	das		0	
68299	Nächste		0	
68300	mit		0	
68301	Anteil		0	
68302	,		0	
68303	ja		0	
68304	mit		0	
68305	Leidenschaft		0	
68306	ergriff		0	
68307	.		0	
68308	Daß		0	
68309	alles		0	
68310	,		0	
68311	was		0	
68312	Eduarden	8970	0	(mention_id=8874|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
68313	besonders		0	
68314	lieb		0	
68315	war		0	
68316	,		0	
68317	auch		0	
68318	ihre	8971	0	(mention_id=8875|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68319	Sorgfalt		0	
68320	am		0	
68321	stärksten		0	
68322	an		0	
68323	sich		0	
68324	zog		0	
68325	,		0	
68326	läßt		0	
68327	sich		0	
68328	denken		0	
68329	;		0	
68330	ja		0	
68331	warum		0	
68332	sollte		0	
68333	sie	8972	0	(mention_id=8876|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68334	nicht		0	
68335	hoffen		0	
68336	,		0	
68337	daß		0	
68338	er	8973	0	(mention_id=8877|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
68339	selbst		0	
68340	nun		0	
68341	bald		0	
68342	wiederkommen		0	
68343	,		0	
68344	daß		0	
68345	er	8974	0	(mention_id=8878|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
68346	die		0	
68347	fürsorgliche		0	
68348	Dienstlichkeit		0	
68349	,		0	
68350	die		0	
68351	sie	8975	0	(mention_id=8879|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68352	dem		0	
68353	Abwesenden	8976	0	(mention_id=8880|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
68354	geleistet		0	
68355	,		0	
68356	dankbar		0	
68357	gegenwärtig		0	
68358	bemerken		0	
68359	werde		0	
68360	?		0	
68361	Aber		0	
68362	noch		0	
68363	auf		0	
68364	eine		0	
68365	viel		0	
68366	andre		0	
68367	Weise		0	
68368	war		0	
68369	sie	8977	0	(mention_id=8881|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68370	veranlaßt		0	
68371	für		0	
68372	ihn	8978	0	(mention_id=8882|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
68373	zu		0	
68374	wirken		0	
68375	.		0	
68376	Sie	8979	0	(mention_id=8883|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68377	hatte		0	
68378	vorzüglich		0	
68379	die		0	
68380	Sorge		0	
68381	für		0	
68382	das		0	
68383	Kind	8980	0	(mention_id=8884|references=(entity=(entity_id=generic_0943|fullname=Kind|gender=u|specialcase_entity=generic)))
68384	übernommen		0	
68385	,		0	
68386	dessen	8981	0	(mention_id=8885|references=(entity=(entity_id=generic_0944|fullname=Kind|gender=u|specialcase_entity=generic)))
68387	unmittelbare		0	
68388	Pflegerin	8982	0	(mention_id=8886|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68389	sie	8983	0	(mention_id=8887|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68390	um		0	
68391	so		0	
68392	mehr		0	
68393	werden		0	
68394	konnte		0	
68395	,		0	
68396	als		0	
68397	man		0	
68398	es	8984	0	(mention_id=8888|references=(entity=(entity_id=generic_0945|fullname=Kind|gender=u|specialcase_entity=generic)))
68399	keiner		0	
68400	Amme		0	
68401	übergeben		0	
68402	,		0	
68403	sondern		0	
68404	mit		0	
68405	Milch		0	
68406	und		0	
68407	Wasser		0	
68408	aufzuziehen		0	
68409	sich		0	(mention_id=8889|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68410	entschieden		0	
68411	hatte		0	
68412	.		0	
68413	Es	8985	0	(mention_id=8890|references=(entity=(entity_id=generic_0946|fullname=Kind|gender=u|specialcase_entity=generic)))
68414	sollte		0	
68415	in		0	
68416	jener		0	
68417	schönen		0	
68418	Zeit		0	
68419	der		0	
68420	freien		0	
68421	Luft		0	
68422	genießen		0	
68423	;		0	
68424	und		0	
68425	so		0	
68426	trug		0	
68427	sie	8986	0	(mention_id=8891|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68428	es	8987	0	(mention_id=8892|references=(entity=(entity_id=generic_0947|fullname=Kind|gender=u|specialcase_entity=generic)))
68429	am		0	
68430	liebsten		0	
68431	selbst		0	
68432	heraus		0	
68433	,		0	
68434	trug		0	
68435	das		0	
68436	schlafende		0	(mention_id=8893|references=(entity=(entity_id=generic_0948|fullname=Kind|gender=u|specialcase_entity=generic)))
68437	,		0	
68438	unbewußte		0	(mention_id=8894|references=(entity=(entity_id=generic_0949|fullname=Kind|gender=u|specialcase_entity=generic)))
68439	zwischen		0	
68440	Blumen		0	
68441	und		0	
68442	Blüten		0	
68443	her		0	
68444	,		0	
68445	die		0	
68446	dereinst		0	
68447	seiner	8988	0	(mention_id=8895|references=(entity=(entity_id=generic_0950|fullname=Kind|gender=u|specialcase_entity=generic)))
68448	Kindheit		0	
68449	so		0	
68450	freundlich		0	
68451	entgegenlachen		0	
68452	sollten		0	
68453	,		0	
68454	zwischen		0	
68455	jungen		0	
68456	Sträuchen		0	
68457	und		0	
68458	Pflanzen		0	
68459	,		0	
68460	die		0	
68461	mit		0	
68462	ihm	8989	0	(mention_id=8896|references=(entity=(entity_id=generic_0951|fullname=Kind|gender=u|specialcase_entity=generic)))
68463	in		0	
68464	die		0	
68465	Höhe		0	
68466	zu		0	
68467	wachsen		0	
68468	durch		0	
68469	ihre		0	
68470	Jugend		0	
68471	bestimmt		0	
68472	schienen		0	
68473	.		0	
68474	Wenn		0	
68475	sie	8990	0	(mention_id=8897|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68476	um		0	
68477	sich	8991	0	(mention_id=8898|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68478	her		0	
68479	sah		0	
68480	,		0	
68481	so		0	
68482	verbarg		0	
68483	sie	8992	0	(mention_id=8899|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68484	sich	8993	0	(mention_id=8900|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68485	nicht		0	
68486	,		0	
68487	zu		0	
68488	welchem		0	
68489	großen		0	
68490	,		0	
68491	reichen		0	
68492	Zustande		0	
68493	das		0	
68494	Kind	8994	0	(mention_id=8901|references=(entity=(entity_id=generic_0952|fullname=Kind|gender=u|specialcase_entity=generic)))
68495	geboren		0	
68496	sei		0	
68497	;		0	
68498	denn		0	
68499	fast		0	
68500	alles		0	
68501	,		0	
68502	wohin		0	
68503	das		0	
68504	Auge		0	
68505	blickte		0	
68506	,		0	
68507	sollte		0	
68508	dereinst		0	
68509	ihm	8995	0	(mention_id=8902|references=(entity=(entity_id=generic_0953|fullname=Kind|gender=u|specialcase_entity=generic)))
68510	gehören		0	
68511	.		0	
68512	Wie		0	
68513	wünschenswert		0	
68514	war		0	
68515	es		0	
68516	zu		0	
68517	diesem		0	
68518	allen		0	
68519	,		0	
68520	daß		0	
68521	es	8996	0	
68522	vor		0	
68523	den		0	
68524	Augen		0	
68525	des		0	
68526	Vaters	8997	0	(mention_id=8903|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
68527	,		0	
68528	der		0	
68529	Mutter	8998	0	(mention_id=8904|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
68530	aufwüchse		0	
68531	und		0	
68532	eine		0	
68533	erneute		0	
68534	,		0	
68535	frohe		0	
68536	Verbindung		0	
68537	bestätigte		0	
68538	!		0	
68539	Ottilie	8999	0	(mention_id=8905|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68540	fühlte		0	
68541	dies		0	
68542	alles		0	
68543	so		0	
68544	rein		0	
68545	,		0	
68546	daß		0	
68547	sie	9000	0	(mention_id=8906|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68548	sichs	9001	0	(mention_id=8907|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68549	als		0	
68550	entschieden		0	
68551	wirklich		0	
68552	dachte		0	
68553	und		0	
68554	sich	9002	0	(mention_id=8908|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68555	selbst		0	
68556	dabei		0	
68557	gar		0	
68558	nicht		0	
68559	empfand		0	
68560	.		0	
68561	Unter		0	
68562	diesem		0	
68563	klaren		0	
68564	Himmel		0	
68565	,		0	
68566	bei		0	
68567	diesem		0	
68568	hellen		0	
68569	Sonnenschein		0	
68570	ward		0	
68571	es		0	
68572	ihr	9003	0	(mention_id=8909|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68573	auf		0	
68574	einmal		0	
68575	klar		0	
68576	,		0	
68577	daß		0	
68578	ihre	9004	0	(mention_id=8910|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68579	Liebe		0	
68580	,		0	
68581	um		0	
68582	sich		0	
68583	zu		0	
68584	vollenden		0	
68585	,		0	
68586	völlig		0	
68587	uneigennützig		0	
68588	werden		0	
68589	müsse		0	
68590	;		0	
68591	ja		0	
68592	in		0	
68593	manchen		0	
68594	Augenblicken		0	
68595	glaubte		0	
68596	sie	9005	0	(mention_id=8911|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68597	diese		0	
68598	Höhe		0	
68599	schon		0	
68600	erreicht		0	
68601	zu		0	
68602	haben		0	
68603	.		0	
68604	Sie	9006	0	(mention_id=8912|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68605	wünschte		0	
68606	nur		0	
68607	das		0	
68608	Wohl		0	
68609	ihres	9007	0	(mention_id=8913|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68610	Freundes	9008	0	(mention_id=8914|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
68611	,		0	
68612	sie	9009	0	(mention_id=8915|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
68613	glaubte		0	
