i	token	mention	gold
39289	Siebzehntes		
39290	Kapitel		
39291	Ottilie	5212	(mention_id=5162|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39292	trat		
39293	ans		
39294	Fenster		
39295	,		
39296	als		
39297	sie	5213	(mention_id=5163|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39298	jemanden	5214	(mention_id=5164|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
39299	wegreiten		
39300	hörte		
39301	,		
39302	und		
39303	sah		
39304	Eduarden	5215	(mention_id=5165|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
39305	noch		
39306	im		
39307	Rücken		
39308	.		
39309	Es		
39310	kam		
39311	ihr	5216	(mention_id=5166|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39312	wunderbar		
39313	vor		
39314	,		
39315	daß		
39316	er	5217	(mention_id=5167|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
39317	das		
39318	Haus		
39319	verließ		
39320	,		
39321	ohne		
39322	sie	5218	(mention_id=5168|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39323	gesehen		
39324	,		
39325	ohne		
39326	ihr	5219	(mention_id=5169|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39327	einen		
39328	Morgengruß		
39329	geboten		
39330	zu		
39331	haben		
39332	.		
39333	Sie	5220	(mention_id=5170|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39334	ward		
39335	unruhig		
39336	und		
39337	immer		
39338	nachdenklicher		
39339	,		
39340	als		
39341	Charlotte	5221	(mention_id=5171|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
39342	sie	5222	(mention_id=5172|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39343	auf		
39344	einen		
39345	weiten		
39346	Spaziergang		
39347	mit		
39348	sich	5223	(mention_id=5173|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
39349	zog		
39350	und		
39351	von		
39352	mancherlei		
39353	Gegenständen		
39354	sprach		
39355	,		
39356	aber		
39357	des		
39358	Gemahls	5224	(mention_id=5174|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
39359	,		
39360	und		
39361	wie		
39362	es		
39363	schien		
39364	vorsätzlich		
39365	,		
39366	nicht		
39367	erwähnte		
39368	.		
39369	Doppelt		
39370	betroffen		
39371	war		
39372	sie	5225	(mention_id=5175|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39373	daher		
39374	,		
39375	bei		
39376	ihrer	5226	(mention_id=5176|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39377	Zurückkunft		
39378	den		
39379	Tisch		
39380	nur		
39381	mit		
39382	zwei		
39383	Gedecken		
39384	besetzt		
39385	zu		
39386	finden		
39387	.		
39388	Wir	5227	(mention_id=5177|references=(entity=(entity_id=entity_0016|fullname=Erzählinstanz|gender=u)))
39389	vermissen		
39390	ungern		
39391	gering		
39392	scheinende		
39393	Gewohnheiten		
39394	,		
39395	aber		
39396	schmerzlich		
39397	empfinden		
39398	wir	5228	(mention_id=5178|references=(entity=(entity_id=entity_0016|fullname=Erzählinstanz|gender=u)))
39399	erst		
39400	ein		
39401	solches		
39402	Entbehren		
39403	in		
39404	bedeutenden		
39405	Fällen		
39406	.		
39407	Eduard	5229	(mention_id=5179|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
39408	und		
39409	der		
39410	Hauptmann	5230	(mention_id=5180|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
39411	fehlten		
39412	,		
39413	Charlotte	5231	(mention_id=5181|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
39414	hatte		
39415	seit		
39416	langer		
39417	Zeit		
39418	zum		
39419	erstenmal		
39420	den		
39421	Tisch		
39422	selbst		
39423	angeordnet		
39424	,		
39425	und		
39426	es		
39427	wollte		
39428	Ottilien	5232	(mention_id=5182|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39429	scheinen		
39430	,		
39431	als		
39432	wenn		
39433	sie	5233	(mention_id=5183|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39434	abgesetzt		
39435	wäre		
39436	.		
39437	Die		
39438	beiden		
39439	Frauen	5234	(mention_id=5184|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)),(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
39440	saßen		
39441	gegeneinander		
39442	über		
39443	;		
39444	Charlotte	5235	(mention_id=5185|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
39445	sprach		
39446	ganz		
39447	unbefangen		
39448	von		
39449	der		
39450	Anstellung		
39451	des		
39452	Hauptmanns	5236	(mention_id=5186|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
39453	und		
39454	von		
39455	der		
39456	wenigen		
39457	Hoffnung		
39458	,		
39459	ihn	5237	(mention_id=5187|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
39460	bald		
39461	wiederzusehen		
39462	.		
39463	Das		
39464	einzige		
39465	tröstete		
39466	Ottilien	5238	(mention_id=5188|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39467	in		
39468	ihrer	5239	(mention_id=5189|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39469	Lage		
39470	,		
39471	daß		
39472	sie	5240	(mention_id=5190|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39473	glauben		
39474	konnte		
39475	,		
39476	Eduard	5241	(mention_id=5191|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
39477	sei		
39478	,		
39479	um		
39480	den		
39481	Freund	5242	(mention_id=5192|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
39482	noch		
39483	eine		
39484	Strecke		
39485	zu		
39486	begleiten		
39487	,		
39488	ihm	5243	(mention_id=5193|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
39489	nachgeritten		
39490	.		
39491	Allein		
39492	da		
39493	sie	5244	(mention_id=5194|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)),(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
39494	von		
39495	Tische		
39496	aufstanden		
39497	,		
39498	sahen		
39499	sie	5245	(mention_id=5195|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)),(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
39500	Eduards	5246	(mention_id=5196|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
39501	Reisewagen		
39502	unter		
39503	dem		
39504	Fenster		
39505	,		
39506	und		
39507	als		
39508	Charlotte	5247	(mention_id=5197|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
39509	einigermaßen		
39510	unwillig		
39511	fragte		
39512	,		
39513	wer		
39514	ihn		
39515	hieher		
39516	bestellt		
39517	habe		
39518	,		
39519	so		
39520	antwortete		
39521	man		
39522	ihr	5248	(mention_id=5198|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
39523	,		
39524	es		
39525	sei		
39526	der		
39527	Kammerdiener	5249	(mention_id=5199|references=(entity=(entity_id=entity_0144|fullname=Eduards Kammerdiener|gender=m)))
39528	,		
39529	der	5250	(mention_id=5200|references=(entity=(entity_id=entity_0144|fullname=Eduards Kammerdiener|gender=m)))
39530	hier		
39531	noch		
39532	einiges		
39533	aufpacken		
39534	wolle		
39535	.		
39536	Ottilie	5251	(mention_id=5201|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39537	brauchte		
39538	ihre	5252	(mention_id=5202|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39539	ganze		
39540	Fassung		
39541	,		
39542	um		
39543	ihre	5253	(mention_id=5203|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39544	Verwunderung		
39545	und		
39546	ihren	5254	(mention_id=5204|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
39547	Schmerz		
39548	zu		
39549	verbergen		
39550	.		
39551	Der		
39552	Kammerdiener	5255	(mention_id=5205|references=(entity=(entity_id=entity_0144|fullname=Eduards Kammerdiener|gender=m)))
39553	trat		
39554	herein		
39555	und		
39556	verlangte		
39557	noch		
39558	einiges		
39559	.		
39560	Es		
39561	war		
39562	eine		
39563	Mundtasse		
39564	des		
