i	token	mention	gold
61348	Achtes		
61349	Kapitel		
61350	.		
61351	Moorfeld	7183	(mention_id=7304|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61352	behielt		
61353	von		
61354	der		
61355	Trunkenheit		
61356	seiner	7184	(mention_id=7305|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61357	gestrigen		
61358	Nacht-Phantasien		
61359	am		
61360	ernüchternden		
61361	Tageslichte		
61362	noch		
61363	so		
61364	viel		
61365	Bewußtsein		
61366	,		
61367	daß		
61368	er	7185	(mention_id=7306|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61369	sich	7186	(mention_id=7307|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61370	heute		
61371	mindestens		
61372	vornahm		
61373	,		
61374	den		
61375	neuen		
61376	Freund	7187	(mention_id=7308|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
61377	über		
61378	sein	7188	(mention_id=7309|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61379	Project		
61380	auszuholen		
61381	.		
61382	Denn		
61383	das		
61384	sagte		
61385	er	7189	(mention_id=7310|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61386	sich	7190	(mention_id=7311|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61387	nach		
61388	dem		
61389	Ausglühen		
61390	jenes		
61391	dichterisch		
61392	angeschürten		
61393	Traumzustandes		
61394	,		
61395	daß		
61396	es		
61397	noch		
61398	sehr		
61399	die		
61400	Frage		
61401	sei		
61402	,		
61403	ob		
61404	Benthal	7191	(mention_id=7312|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
61405	seine	7192	(mention_id=7313|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
61406	Stellung		
61407	in		
61408	Newyork		
61409	überhaupt		
61410	so		
61411	hoffnungsdürftig		
61412	,		
61413	wie		
61414	er	7193	(mention_id=7314|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
61415	selbst		
61416	,		
61417	betrachte		
61418	,		
61419	und		
61420	die		
61421	Stadt		
61422	mit		
61423	dem		
61424	Urwald		
61425	auch		
61426	willig		
61427	werde		
61428	vertauschen		
61429	wollen		
61430	.		
61431	Enthielt		
61432	sich	7194	(mention_id=7315|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61433	Moorfeld	7195	(mention_id=7316|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61434	aller		
61435	Ueberredung		
61436	und		
61437	versprach		
61438	er	7196	(mention_id=7317|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61439	gewissenhaft		
61440	,		
61441	wie		
61442	es		
61443	solche		
61444	Fälle		
61445	heischen		
61446	,		
61447	eher		
61448	zu		
61449	wenig		
61450	als		
61451	zu		
61452	viel		
61453	,		
61454	so		
61455	erstaunte		
61456	er	7197	(mention_id=7318|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61457	jetzt		
61458	,		
61459	daß		
61460	er	7198	(mention_id=7319|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61461	dem		
61462	werthen		
61463	Genossen	7199	(mention_id=7320|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
61464	eigentlich		
61465	nicht		
61466	mehr		
61467	zu		
61468	bieten		
61469	hatte		
61470	,		
61471	als		
61472	etwa		
61473	einen		
61474	freien		
61475	Platz		
61476	im		
61477	Schiffe		
61478	;		
61479	Gunst		
61480	oder		
61481	Ungunst		
61482	der		
61483	Fahrt		
61484	blieb		
61485	immer		
61486	noch		
61487	das		
61488	Wagniß		
61489	des		
61490	Andern		(mention_id=7321|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
61491	.		
61492	Freilich		
61493	hielt		
61494	er	7200	(mention_id=7322|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61495	sich	7201	(mention_id=7323|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61496	vor		
61497	,		
61498	daß		
61499	ein		
61500	tüchtiger		
61501	Mann	7202	(mention_id=7324|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)),(entity=(entity_id=generic_3394|fullname=ein tüchtiger Mann|gender=u|specialcase_entity=generic)))
61502	größere		
61503	Unterstützungsmittel		
61504	sich	7203	(mention_id=7325|references=(entity=(entity_id=generic_3395|fullname=ein tüchtiger Mann|gender=u|specialcase_entity=generic)),(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
61505	kaum		
61506	bieten		
61507	ließe		
61508	,		
61509	und		
61510	daß		
61511	das		
61512	Selbstgefühl		
61513	des		
61514	Thatkräftigen	7204	(mention_id=7326|references=(entity=(entity_id=generic_3396|fullname=thatkräftiger Mann|gender=u|specialcase_entity=generic)))
61515	nicht		
61516	mehr		
61517	verlange		
61518	,		
61519	als		
61520	der		
