i	token	mention	gold
15107	4.		
15108	Das		
15109	Weihnachtsfest		
15110	war		
15111	vorüber		
15112	,		
15113	und		
15114	der		
15115	dritte		
15116	Festtag		
15117	mit		
15118	Tauwetter		
15119	und		
15120	Regen		
15121	gekommen		
15122	.		
15123	Er		
15124	nahm		
15125	die		
15126	leuchtendweiße		
15127	Schneedecke		
15128	von		
15129	der		
15130	Erde		
15131	,		
15132	als		
15133	sei		
15134	sie		
15135	eben		
15136	auch		
15137	nur		
15138	ein		
15139	Festtagsschmuck		
15140	gewesen		
15141	,		
15142	und		
15143	für		
15144	die		
15145	gewöhnlichen		
15146	Tage		
15147	der		
15148	schwarze		
15149	Erdboden		
15150	gut		
15151	genug		
15152	.		
15153	Frau	1945	(mention_id=1952|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
15154	Baumhagen	1945	(mention_id=1952|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
15155	saß		
15156	recht		
15157	verdrießlich		
15158	in		
15159	ihrem	1946	(mention_id=1953|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
15160	Zimmer		
15161	am		
15162	Fenster		
15163	und		
15164	schaute		
15165	über		
15166	den		
15167	Markt		
15168	hinweg		
15169	.		
15170	Sie	1947	(mention_id=1954|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
15171	hatte		
15172	etwas		
15173	Kopfweh		
15174	und		
15175	überdies		
15176	–		
15177	heute		
15178	lag		
15179	so		
15180	gar		
15181	nichts		
15182	vor		
15183	,		
15184	kein		
15185	Theater		
15186	,		
15187	keine		
15188	Gesellschaft		
15189	,		
15190	nicht		
15191	einmal		
15192	ein		
15193	Whist		
15194	;		
15195	und		
15196	gestern		
15197	war		
15198	es		
15199	bei		
15200	Jenny	1948	(mention_id=1955|references=(entity=(entity_id=entity_0006|fullname=Jenny Fredrich, geb. Baumhagen|gender=f)))
15201	sehr		
15202	langweilig		
15203	gewesen		
15204	.		
15205	Zu		
15206	guter		
15207	Letzt		
15208	hatte		
15209	sie	1949	(mention_id=1956|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
15210	sich	1950	(mention_id=1957|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
15211	über		
15212	Gertrud	1951	(mention_id=1958|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
15213	ärgern		
15214	müssen		
15215	,		
15216	die	1952	(mention_id=1959|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
15217	sich	1953	(mention_id=1960|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
15218	gegen		
15219	alle		
15220	Gewohnheit		
15221	lebhaft		
15222	mit		
15223	ihrem	1954	(mention_id=1961|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
15224	Tischnachbarn	1955	(mention_id=1962|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
15225	unterhalten		
15226	hatte		
15227	,		
15228	jenem		
15229	Fremden	1956	(mention_id=1963|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
15230	,		
15231	der	1957	(mention_id=1964|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
