i	token	mention	gold
19606	Fünftes		
19607	Buch		
19608	Erstes		
19609	Kapitel		
19610	Jetzt		
19611	bedurfte		
19612	es		
19613	keiner		
19614	Ueberredung		
19615	,		
19616	um		
19617	mich	3114	(mention_id=3109|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
19618	von		
19619	Neapel		
19620	zu		
19621	entfernen		
19622	,		
19623	und		
19624	schon		
19625	am		
19626	folgenden		
19627	Tage		
19628	waren		
19629	wir	3115	(mention_id=3110|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)),(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
19630	auf		
19631	dem		
19632	Wege		
19633	nach		
19634	Rom		
19635	,		
19636	wo		
19637	wir	3116	(mention_id=3111|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)),(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
19638	uns	3117	(mention_id=3112|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)),(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
19639	gleichwohl		
19640	,		
19641	der		
19642	Vorschrift		
19643	des		
19644	Arztes	3118	(mention_id=3113|references=(entity=(entity_id=entity_0012|fullname=Arzt|gender=m)))
19645	zufolge		
19646	,		
19647	nur		
19648	kurze		
19649	Zeit		
19650	verweilen		
19651	durften		
19652	.		
19653	Er	3119	(mention_id=3114|references=(entity=(entity_id=entity_0012|fullname=Arzt|gender=m)))
19654	hatte		
19655	mir	3120	(mention_id=3115|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
19656	gerathen		
19657	,		
19658	durch		
19659	die		
19660	Schweiz		
19661	zu		
19662	gehen		
19663	,		
19664	und		
19665	den		
19666	Winter		
19667	im		
19668	südlichen		
19669	Frankreich		
19670	zuzubringen		
19671	;		
19672	und		
19673	ich	3121	(mention_id=3116|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
19674	war		
19675	auch		
19676	um		
19677	so		
19678	mehr		
19679	geneigt		
19680	,		
19681	dieser		
19682	Vorschrift		
19683	zu		
19684	folgen		
19685	,		
19686	da		
