i	token	mention	gold
136766	Fünftes		
136767	Kapitel		
136768	.		
136769	Aber		
136770	jetzt		
136771	war		
136772	auch		
136773	der		
136774	Tag		
136775	für		
136776	Anhorst's	15939	(mention_id=16157|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
136777	Marktfahrt		
136778	herangekommen		
136779	.		
136780	Allerorts		
136781	begannen		
136782	die		
136783	Ernten		
136784	und		
136785	wenn		
136786	Anhorst	15940	(mention_id=16158|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
136787	die		
136788	Chance		
136789	nicht		
136790	verlieren		
136791	wollte		
136792	,		
136793	so		
136794	hatte		
136795	er	15941	(mention_id=16159|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
136796	keinen		
136797	Augenblick		
136798	zu		
136799	versäumen		
136800	.		
136801	Er	15942	(mention_id=16160|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
136802	brach		
136803	auf		
136804	.		
136805	Ungern		
136806	sah		
136807	Moorfeld	15943	(mention_id=16161|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
136808	ihn	15944	(mention_id=16162|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
136809	scheiden		
136810	.		
136811	Anhorst	15945	(mention_id=16163|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
136812	war		
136813	offenbar		
136814	,		
136815	wenn		
136816	auch		
136817	langsam		
136818	,		
136819	geistig		
136820	wieder		
136821	aufgelebt		
136822	,		
136823	Moorfeld	15946	(mention_id=16164|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
136824	dagegen		
136825	meinte		
136826	an		
136827	praktischem		
136828	Sinne		
136829	ihm	15947	(mention_id=16165|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
136830	näher		
136831	gerückt		
136832	zu		
136833	sein		
136834	.		
136835	Es		
136836	schien		
136837	ihm	15948	(mention_id=16166|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
136838	wie		
136839	eine		
136840	Sünde		
136841	gegen		
136842	Natur		
136843	und		
136844	Kunst		
136845	zugleich		
136846	,		
136847	den		
136848	beginnenden		
136849	Fluß		
136850	der		
136851	Melodie		
136852	jetzt		
136853	mit		
136854	einer		
136855	Pause		
136856	zu		
136857	zerhacken		
136858	.		
136859	Es		
136860	war		
136861	unschön		
136862	,		
136863	es		
136864	war		
136865	widersinnig		
136866	.		
136867	Moorfeld	15949	(mention_id=16167|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
136868	hatte		
136869	fast		
136870	das		
136871	Gefühl		
136872	,		
136873	als		
136874	müßte		
136875	sich		
136876	hier		
136877	etwas		
136878	strafen		
136879	,		
136880	als		
136881	geschähe		
136882	den		
136883	Mächten		
136884	des		
136885	Gemüthes		
136886	Gewalt		
136887	durch		
136888	die		
136889	Mächte		
136890	der		
136891	Materie		
136892	.		
136893	Aber		
136894	freilich		
136895	war		
136896	dieses		
136897	Gefühl		
136898	unaussprechlich		
136899	.		
136900	Wie		
136901	sollte		
136902	Moorfeld	15950	(mention_id=16168|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
136903	die		
136904	ahnungsvolle		
136905	Spürkraft		
136906	des		
136907	ästhetischen		
136908	Sentiments		
136909	in		
136910	einen		
136911	so		
136912	rechtwinkeligen		
136913	,		
136914	unvermischten		
136915	Charakter		
136916	wie		
136917	Anhorst	15951	(mention_id=16169|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
136918	hinübertragen		
136919	?		
136920	Er	15952	(mention_id=16170|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
136921	schämte		
136922	sich	15953	(mention_id=16171|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
136923	,		
136924	die		
136925	alte		
136926	Melodie		
136927	zu		
136928	variiren		
136929	:		
136930	Bleibe		
136931	bei		
136932	mir	15954	(mention_id=16172|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
136933	,		
136934	Max	15955	(mention_id=16173|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
136935	!		
136936	und		
136937	darauf		
136938	lief		
136939	seine	15956	(mention_id=16174|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
136940	Regung		
136941	doch		
136942	wohl		
136943	allein		
136944	hinaus		
136945	.		
136946	Es		
136947	war		
136948	fast		
136949	rührend		
136950	,		
136951	wie		
136952	Anhorst	15957	(mention_id=16175|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
136953	am		
136954	Vorabend		
136955	seines	15958	(mention_id=16176|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
136956	Auszugs		
136957	mit		
136958	einem		
136959	langen		
136960	starken		
136961	Mann	15959	(mention_id=16177|references=(entity=(entity_id=entity_0881|fullname=Adin Ballan|gender=m)))
136962	vor		
136963	das		
136964	Blockhaus		
136965	gerückt		
136966	kam		
136967	,		
136968	Moorfelden	15960	(mention_id=16178|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
136969	versicherte		
136970	,		
136971	das		
136972	sei		
136973	weit		
136974	und		
136975	breit		
136976	der		
136977	zuverlässigste		
136978	„		
136979	Knecht	15961	(mention_id=16179|references=(entity=(entity_id=entity_0881|fullname=Adin Ballan|gender=m)))
136980	“		
136981	,		
136982	den	15962	(mention_id=16180|references=(entity=(entity_id=entity_0881|fullname=Adin Ballan|gender=m)))
136983	er	15963	(mention_id=16181|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
136984	auftreiben		
136985	gekonnt		
136986	,		
136987	und		
136988	nun		
136989	treuherzig		
136990	überzeugt		
136991	war		
136992	,		
136993	er	15964	(mention_id=16182|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
136994	habe		
136995	seinen	15965	(mention_id=16183|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
136996	Remplaçant		(mention_id=16184|references=(entity=(entity_id=entity_0881|fullname=Adin Ballan|gender=m)))
136997	gestellt		
136998	!		
