i	token	mention	is_section_start	gold
44829	Erstes		1	
44830	Kapitel		0	
44831	Im		0	
44832	gemeinen		0	
44833	Leben		0	
44834	begegnet		0	
44835	uns	6024	0	(mention_id=5972|references=(entity=(entity_id=entity_0016|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0195|fullname=Leser|gender=u)))
44836	oft		0	
44837	,		0	
44838	was		0	
44839	wir	6025	0	(mention_id=5973|references=(entity=(entity_id=entity_0016|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0195|fullname=Leser|gender=u)))
44840	in		0	
44841	der		0	
44842	Epopöe		0	
44843	als		0	
44844	Kunstgriff		0	
44845	des		0	
44846	Dichters	6026	0	(mention_id=5974|references=(entity=(entity_id=generic_0316|fullname=Dichter|gender=u|specialcase_entity=generic)))
44847	zu		0	
44848	rühmen		0	
44849	pflegen		0	
44850	,		0	
44851	daß		0	
44852	nämlich		0	
44853	,		0	
44854	wenn		0	
44855	die		0	
44856	Hauptfiguren	6027	0	(mention_id=5975|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=generic_0317|fullname=Hauptfiguren in Epopöe|gender=u|specialcase_entity=generic)))
44857	sich	6028	0	(mention_id=5976|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=generic_0318|fullname=Hauptfiguren in Epopöe|gender=u|specialcase_entity=generic)))
44858	entfernen		0	
44859	,		0	
44860	verbergen		0	
44861	,		0	
44862	sich	6029	0	(mention_id=5977|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=generic_0319|fullname=Hauptfiguren in Epopöe|gender=u|specialcase_entity=generic)))
44863	der		0	
44864	Untätigkeit		0	
44865	hingeben		0	
44866	,		0	
44867	gleich		0	
44868	sodann		0	
44869	schon		0	
44870	ein		0	
44871	Zweiter	6030	0	(mention_id=5978|references=(entity=(entity_id=generic_0320|fullname=ein Zweiter in der Epopöe|gender=u|specialcase_entity=generic)))
44872	,		0	
44873	Dritter	6031	0	(mention_id=5979|references=(entity=(entity_id=generic_0322|fullname=ein Dritter in der Epopöe|gender=u|specialcase_entity=generic)))
44874	,		0	
44875	bisher		0	
44876	kaum		0	
44877	Bemerkter	6032	0	(mention_id=5980|references=(entity=(entity_id=generic_0321|fullname=ein Zweiter in der Epopöe|gender=u|specialcase_entity=generic)),(entity=(entity_id=generic_0323|fullname=ein Dritter in der Epopöe|gender=u|specialcase_entity=generic)),(entity=(entity_id=entity_0147|fullname=Architekt|gender=m)))
44878	den		0	
44879	Platz		0	
44880	füllt		0	
44881	und		0	
44882	,		0	
44883	indem		0	
44884	er	6033	0	
44885	seine	6034	0	
44886	ganze		0	
44887	Tätigkeit		0	
