i	token	mention	gold
147250	Sechstes		
147251	Kapitel		
147252	.		
147253	In		
147254	diesen		
147255	Schmerzen		
147256	der		
147257	Acclimatisation		
147258	wurde		
147259	Moorfeld	17077	(mention_id=17332|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
147260	von		
147261	einem		
147262	Ereignisse		
147263	überrascht		
147264	,		
147265	das		
147266	den		
147267	stilleren		
147268	Zug		
147269	seiner	17078	(mention_id=17333|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
147270	geistigen		
147271	Gährungen		
147272	grell		
147273	unterbrach		
147274	,		
147275	und		
147276	ihn	17079	(mention_id=17334|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
147277	schrecklich		
147278	vorbereitet		
147279	fand		
147280	,		
147281	das		
147282	Unglück		
147283	mit		
147284	offenen		
147285	Armen		
147286	zu		
147287	empfangen		
147288	.		
147289	Die		
147290	Geschichte		
147291	,		
147292	von		
147293	der		
147294	wir	17080	(mention_id=17335|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)))
147295	sprechen		
147296	,		
147297	findet		
147298	sich		
147299	in		
147300	Briefform		
147301	an		
147302	Benthal	17081	(mention_id=17336|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
147303	gleich		
147304	seinen	17082	(mention_id=17337|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
147305	übrigen		
147306	Aufzeichnungen		
147307	.		
147308	Wir	17083	(mention_id=17338|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)))
147309	haben		
147310	keine		
147311	Ursache		
147312	,		
147313	für		
147314	die		
147315	Form		
147316	dieser		
147317	Erzählung		
147318	eine		
147319	andere		
147320	zu		
147321	wählen		
147322	;		
147323	mit		
147324	traurigem		
147325	Danke		
147326	vielmehr		
147327	nehmen		
147328	wir	17084	(mention_id=17339|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)))
147329	das		
147330	Bild		
147331	hin		
147332	,		
147333	so		
147334	wie		
147335	es		
147336	ist		
147337	,		
147338	wie		
147339	es		
147340	von		
147341	dem		
147342	schwerbetheiligten		
147343	Herzen		
147344	sich		
147345	unmittelbar		
147346	losgelöst		
147347	,		
147348	mit		
147349	allen		
147350	eigenen		
147351	Zügen		
147352	des		
147353	Selbsterlebnisses		
147354	.		
147355	Keine		
147356	Kunst		
147357	der		
147358	Darstellung		
147359	soll		
147360	dieses		
147361	Blatt		
147362	entweihen		
147363	.		
147364	—		
147365	Wir	17085	(mention_id=17340|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))
147366	erinnern		
147367	uns	17086	(mention_id=17341|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))
147368	,		
147369	daß		
147370	die		
147371	Methodistengemeinde	17087	
147372	zu		
147373	Lisbon		
147374	unter		
147375	Vortritt		
147376	ihres	17088	(mention_id=17342|references=(entity=(entity_id=entity_1013|fullname=Methodistengemeinde|gender=u|specialcase_entity=group)))
147377	Predigers	17089	(mention_id=17343|references=(entity=(entity_id=entity_0837|fullname=Reverend|gender=m)))
147378	einen		
147379	Waldgottesdienst		
147380	,		
147381	ein		
147382	sogenanntes		
147383	camp		
147384	meeting		
147385	,		
147386	zu		
147387	veranstalten		
147388	beschlossen		
147389	.		
147390	Die		
147391	Zurüstungen		
147392	zu		
147393	diesem		
147394	Feste		
147395	lagen		
147396	bisher		
147397	gänzlich		
147398	ab		
147399	von		
147400	dem		
147401	Kreise		
