i	token	mention	gold
61461	14.		
61462	Trudchen	8576	(mention_id=8557|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61463	erwachte		
61464	,		
61465	als		
61466	eben		
61467	der		
61468	Tag		
61469	zu		
61470	dämmern		
61471	begann		
61472	,		
61473	aus		
61474	tiefem		
61475	traumlosen		
61476	Schlaf		
61477	.		
61478	Sie	8577	(mention_id=8558|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61479	war		
61480	nicht		
61481	krank		
61482	,		
61483	und		
61484	sie	8578	(mention_id=8559|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61485	wußte		
61486	ganz		
61487	genau		
61488	,		
61489	was		
61490	mit		
61491	ihr	8579	(mention_id=8560|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61492	vorgegangen		
61493	war		
61494	gestern		
61495	abend		
61496	.		
61497	Sie	8580	(mention_id=8561|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61498	lag		
61499	in		
61500	Tante	8581	(mention_id=8562|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
61501	Rosas	8581	(mention_id=8562|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
61502	Zimmer		
61503	auf		
61504	dem		
61505	Sofa		
61506	.		
61507	Über		
61508	ihr	8582	(mention_id=8563|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61509	lächelte		
61510	die		
61511	Urahne	8583	(mention_id=8564|references=(entity=(entity_id=entity_0315|fullname=Urahne|gender=m)))
61512	in		
61513	der		
61514	Puderfrisur		
61515	,		
61516	und		
61517	das		
61518	ganze		
61519	rosenbekränzte		
61520	,		
61521	wunderliche		
61522	Zimmerchen		
61523	stand		
61524	in		
61525	purpurrotem		
61526	Morgenschein		
61527	.		
61528	Zu		
61529	Füßen		
61530	des		
61531	Lagers		
61532	auf		
61533	einem		
61534	niedrigen		
61535	Schemel		
61536	saß		
61537	ein		
61538	junges		
61539	Mädchen	8584	(mention_id=8565|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
61540	in		
61541	schwarzem		
61542	Kleidchen		
61543	und		
61544	weißer		
61545	Schürze		
61546	.		
61547	Der		
61548	dunkle		
61549	Kopf		
61550	war		
61551	gegen		
61552	die		
61553	Sofalehne		
61554	gesunken		
61555	.		
61556	Die		
61557	Kleine	8585	(mention_id=8566|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
61558	schlief		
61559	süß		
61560	und		
61561	fest		
61562	.		
61563	Leise		
61564	erhob		
61565	sich	8586	(mention_id=8567|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61566	die		
61567	junge		
61568	Frau	8587	(mention_id=8568|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61569	.		
61570	Man		
61571	hatte		
61572	ihr	8588	(mention_id=8569|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61573	gestern		
61574	abend		
61575	die		
61576	durchnäßten		
61577	Kleider		
61578	ausgezogen		
61579	und		
61580	sie	8589	(mention_id=8570|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61581	in		
61582	einen		
61583	Schlafrock		
61584	gehüllt		
61585	.		
61586	Es		
61587	war		
61588	ja		
61589	noch		
61590	allerhand		
61591	Garderobe		
61592	von		
61593	ihr	8590	(mention_id=8571|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61594	in		
61595	Niendorf		
61596	.		
61597	Auch		
61598	die		
61599	schmalen		
61600	Pantoffeln		
61601	fand		
61602	sie	8591	(mention_id=8572|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61603	vor		
61604	dem		
61605	Lager		
61606	,		
61607	in		
61608	welche		
61609	sie	8592	(mention_id=8573|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61610	sonst		
61611	beim		
61612	Aufstehen		
61613	zu		
61614	schlüpfen		
61615	pflegte		
61616	.		
61617	–		
61618	Sie	8593	(mention_id=8574|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61619	war		
61620	sehr		
61621	eilig		
61622	und		
61623	sehr		
61624	behutsam		
61625	,		
61626	um		
61627	das		
61628	Mädchen	8594	(mention_id=8575|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
61629	nicht		
61630	zu		
61631	wecken		
61632	.		
61633	Wie		
61634	sie	8595	(mention_id=8576|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61635	aber		
61636	leise		
61637	die		
61638	Tür		
61639	aufklinkte		
61640	,		
61641	fuhr		
61642	die		
61643	Schlafende	8596	(mention_id=8577|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
61644	empor		
61645	,		
61646	und		
61647	ein		
61648	Paar		
61649	verwunderte		
61650	dunkle		
61651	Augen		
61652	schauten		
61653	Trudchen	8597	(mention_id=8578|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61654	an		
61655	.		
61656	»		
61657	Wo		
61658	wollen		
61659	Sie	8598	(mention_id=8579|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61660	denn		
61661	hin		
61662	?		
61663	«		
61664	fragte		
61665	die		
61666	klare		
61667	Stimme		
61668	.		
61669	Trudchen	8599	(mention_id=8580|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61670	blieb		
61671	zögernd		
61672	stehen		
61673	.		
61674	»		
61675	Herr	8600	(mention_id=8581|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
61676	Linden	8600	(mention_id=8581|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
61677	ist		
61678	so		
61679	spät		
61680	erst		
61681	schlafen		
61682	gegangen		
61683	«		
61684	,		
61685	fuhr		
61686	Heidchen	8601	(mention_id=8582|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
61687	Strom	8601	(mention_id=8582|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
61688	fort		
61689	,		
61690	»		
61691	er	8602	(mention_id=8583|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
61692	hat		
61693	bis		
61694	vor		
61695	einer		
61696	Stunde		
61697	hier		
61698	an		
61699	Ihrem	8603	(mention_id=8584|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61700	Lager		
61701	gesessen		
61702	–		
61703	Sie	8604	(mention_id=8585|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
61704	wollen		
61705	ihn	8605	(mention_id=8586|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
61706	doch		
61707	nicht		
61708	wecken		
61709	?		
61710	Es		
61711	ist		
61712	kaum		
61713	vier		
61714	Uhr		
61715	.		
61716	«		
61717	Ein		
61718	Paar		
61719	feste		
61720	,		
61721	kleine		
61722	Hände		
61723	zogen		
61724	die		
61725	junge		
61726	Frau	8606	(mention_id=8587|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61727	von		
61728	der		
61729	Tür		
61730	fort		
61731	und		
61732	drängten		
61733	zum		
