i	token	mention	gold
48097	Fünfzehntes		
48098	Kapitel		
48099	.		
48100	Ein		
48101	so		
48102	heiterer		
48103	Sonnenschein		
48104	auch		
48105	in		
48106	den		
48107	ersten		
48108	Septembertagen		
48109	über		
48110	der		
48111	Pfalz		
48112	gebreitet		
48113	lag		
48114	,		
48115	die		
48116	Rebengelände		
48117	vergoldete		
48118	,		
48119	unten		
48120	auf		
48121	dem		
48122	Rheine		
48123	sich		
48124	spiegelte		
48125	und		
48126	oben		
48127	in		
48128	den		
48129	Fenstern		
48130	der		
48131	Wachtenburg		
48132	funkelte		
48133	und		
48134	blitzte		
48135	,		
48136	als		
48137	stünden		
48138	dort		
48139	Reisige	7460	
48140	mit		
48141	blinkendem		
48142	Stahlhelm		
48143	und		
48144	Harnisch		
48145	–		
48146	Steineckers	7461	(mention_id=7406|references=(entity=(entity_id=entity_0023|fullname=Adam Steinecker|gender=m)))
48147	Haus		
48148	,		
48149	das		
48150	er	7462	(mention_id=7407|references=(entity=(entity_id=entity_0023|fullname=Adam Steinecker|gender=m)))
48151	wie		
48152	alle		
48153	anderen	7463	
48154	außen		
48155	umwob		
48156	,		
48157	konnte		
48158	er	7464	(mention_id=7408|references=(entity=(entity_id=entity_0023|fullname=Adam Steinecker|gender=m)))
48159	innen		
48160	nicht		
48161	aufhellen		
48162	und		
48163	durchwärmen		
48164	und		
48165	fand		
48166	dort		
48167	keine		
48168	fröhlichen		
48169	Gesichter		(mention_id=7409|references=(entity=(entity_id=entity_0026|fullname=Familie Steinecker|gender=mf|members=entity_0022,entity_0023,entity_0024,entity_0025|all_members_given=True|specialcase_entity=group)|specialcase_reference=part))
48170	,		
48171	die	7465	
48172	ihm	7466	(mention_id=7410|references=(entity=(entity_id=entity_0023|fullname=Adam Steinecker|gender=m)))
48173	sein	7467	(mention_id=7411|references=(entity=(entity_id=entity_0023|fullname=Adam Steinecker|gender=m)))
48174	wohlmeinendes		
48175	Lächeln		
48176	erwiderten		
48177	.		
48178	Wie		
48179	hängendes		
48180	,		
48181	verstaubtes		
48182	Spinnweb		
48183	an		
48184	nicht		
48185	gesäuberten		
48186	Wänden		
48187	,		
48188	so		
48189	nisteten		
48190	Unzufriedenheit		
48191	und		
48192	Verdrossenheit		
48193	in		
48194	den		
48195	Stuben		
48196	und		
48197	Kammern		
48198	und		
48199	ließen		
48200	die		
48201	Gemütsverfassung		
48202	,		
48203	den		
48204	Verkehr		
48205	untereinander		
48206	,		
48207	das		
48208	ganze		
48209	Dasein		
48210	der		
48211	Bewohner	7468	(mention_id=7412|references=(entity=(entity_id=entity_0026|fullname=Familie Steinecker|gender=mf|members=entity_0022,entity_0023,entity_0024,entity_0025|all_members_given=True|specialcase_entity=group)))
48212	grau		
48213	in		
48214	grau		
48215	erscheinen		
48216	.		
48217	Sie	7469	(mention_id=7413|references=(entity=(entity_id=entity_0026|fullname=Familie Steinecker|gender=mf|members=entity_0022,entity_0023,entity_0024,entity_0025|all_members_given=True|specialcase_entity=group)))
48218	fühlten		
48219	sich	7470	(mention_id=7414|references=(entity=(entity_id=entity_0026|fullname=Familie Steinecker|gender=mf|members=entity_0022,entity_0023,entity_0024,entity_0025|all_members_given=True|specialcase_entity=group)))
48220	vereinsamt		
48221	,		
48222	vernachlässigt		
48223	,		
48224	beinah		
48225	gemieden		
48226	von		
48227	so		
48228	manchen	7471	(mention_id=7415|references=(entity=(entity_id=entity_0204|fullname=ehemalige Freunde Steineckers|gender=mf|members=entity_0013|all_members_given=False|specialcase_entity=group)))
48229	,		
48230	die	7472	(mention_id=7416|references=(entity=(entity_id=entity_0204|fullname=ehemalige Freunde Steineckers|gender=mf|members=entity_0013|all_members_given=False|specialcase_entity=group)))
48231	sich	7473	(mention_id=7417|references=(entity=(entity_id=entity_0204|fullname=ehemalige Freunde Steineckers|gender=mf|members=entity_0013|all_members_given=False|specialcase_entity=group)))
48232	früher		
48233	zu		
48234	ihnen	7474	(mention_id=7418|references=(entity=(entity_id=entity_0026|fullname=Familie Steinecker|gender=mf|members=entity_0022,entity_0023,entity_0024,entity_0025|all_members_given=True|specialcase_entity=group)))
48235	gehalten		
48236	hatten		
48237	.		
48238	Vor		
48239	allem		
48240	war		
48241	das		
48242	ehemals		
48243	freundschaftliche		
48244	Verhältnis		
48245	zwischen		
48246	ihnen	7475	(mention_id=7419|references=(entity=(entity_id=entity_0026|fullname=Familie Steinecker|gender=mf|members=entity_0022,entity_0023,entity_0024,entity_0025|all_members_given=True|specialcase_entity=group)))
48247	und		
48248	den		
48249	Gersbachers	7476	(mention_id=7420|references=(entity=(entity_id=entity_0013|fullname=Familie Gersbacher|gender=mf|members=entity_0009,entity_0010,entity_0011,entity_0012|all_members_given=True|specialcase_entity=group)))
48250	mehr		
48251	und		
48252	mehr		
48253	ein		
48254	widerhaariges		
48255	,		
48256	feindliches		
48257	geworden		
48258	,		
48259	und		
48260	der		
48261	Grund		
48262	davon		
48263	lag		
48264	klar		
48265	auf		
48266	der		
48267	Hand		
48268	.		
48269	Der		
48270	einst		
48271	beiderseitig		
48272	gefaßte		
48273	Plan		
48274	einer		
48275	Verheiratung		
48276	von		
48277	Sohn	7477	(mention_id=7421|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
48278	und		
48279	Tochter	7478	(mention_id=7422|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
48280	der		
48281	zwei		
48282	Familien	7479	(mention_id=7423|references=(entity=(entity_id=entity_0026|fullname=Familie Steinecker|gender=mf|members=entity_0022,entity_0023,entity_0024,entity_0025|all_members_given=True|specialcase_entity=group)),(entity=(entity_id=entity_0013|fullname=Familie Gersbacher|gender=mf|members=entity_0009,entity_0010,entity_0011,entity_0012|all_members_given=True|specialcase_entity=group)))
48283	zerschlug		
48284	sich		
48285	oder		
48286	hatte		
48287	sich		
48288	vielmehr		
48289	bereits		
48290	zerschlagen		
48291	.		
48292	Gersbacher	7480	(mention_id=7424|references=(entity=(entity_id=entity_0012|fullname=Florian Gersbacher|gender=m)))
48293	löste		
48294	sein	7481	(mention_id=7425|references=(entity=(entity_id=entity_0012|fullname=Florian Gersbacher|gender=m)))
48295	Wort		
48296	,		
48297	das		
48298	er	7482	(mention_id=7426|references=(entity=(entity_id=entity_0012|fullname=Florian Gersbacher|gender=m)))
48299	Adam	7483	(mention_id=7427|references=(entity=(entity_id=entity_0023|fullname=Adam Steinecker|gender=m)))
