i	token	mention	gold
182949	Drittes		
182950	Kapitel		
182951	.		
182952	Es		
182953	war		
182954	keine		
182955	Person		
182956	,		
182957	es		
182958	war		
182959	eine		
182960	—		
182961	Rede		
182962	,		
182963	die		
182964	jetzt		
182965	durch		
182966	Newyorks	21419	
182967	Straßentumult		
182968	fuhr		
182969	,		
182970	als		
182971	sich	21420	(mention_id=21760|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
182972	Moorfeld	21421	(mention_id=21761|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
182973	in		
182974	seinen	21422	(mention_id=21762|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
182975	Wagen		
182976	geworfen		
182977	.		
182978	Unaufhaltsam		
182979	strömten		
182980	ihm	21423	(mention_id=21763|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
182981	die		
182982	Gedanken		
182983	zu		
182984	,		
182985	unter		
182986	deren		
182987	Wucht		
182988	Benthal	21424	(mention_id=21764|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
182989	erliegen		
182990	mußte		
182991	.		
182992	Sein	21425	(mention_id=21765|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
182993	Zorn		
182994	loderte		
182995	als		
182996	dichterische		
182997	Begeisterung		
182998	auf		
182999	,		
183000	—		
183001	und		
183002	nie		
183003	hatte		
183004	Begeisterung		
183005	mit		
183006	solcher		
183007	Fruchtbarkeit		
183008	ihn	21426	(mention_id=21766|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
183009	überschüttet		
183010	,		
183011	wie		
183012	in		
183013	dieser		
183014	Stunde		
183015	.		
183016	Alles		
183017	gab		
183018	sie		
183019	ihm	21427	(mention_id=21767|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
183020	ein		
183021	,		
183022	was		
183023	Herz		
183024	und		
183025	Gehirn		
183026	fähig		
183027	ist		
183028	,		
183029	er	21428	(mention_id=21768|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
183030	war		
183031	Alles		
183032	,		
183033	was		
183034	ein		
183035	Mensch	21429	(mention_id=21769|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)),(entity=(entity_id=generic_5804|fullname=generic_2149|gender=u|specialcase_entity=generic)))
183036	sein		
183037	kann		
183038	,		
183039	—		
183040	er	21430	(mention_id=21770|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
183041	war		
183042	ganz		
183043	sein	21431	(mention_id=21771|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
183044	Gegenstand	21432	
183045	.		
183046	Wohin		
183047	sein	21433	(mention_id=21772|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
183048	Auge		
183049	fiel		
183050	,		
183051	jeder		
183052	Anblick		
183053	des		
183054	Straßenlebens		
183055	wurde		
183056	von		
183057	der		
183058	Gährung		
183059	seines	21434	(mention_id=21773|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
183060	Inneren		
183061	aufgenommen		
183062	und		
183063	verbraucht		
183064	.		
183065	Dieser		
183066	Abbruch		
183067	eines		
183068	alten		
183069	Hauses		
183070	,		
183071	jener		
183072	Aufbau		
183073	eines		
183074	neuen		
183075	,		
183076	dieses		
183077	Schaufenster		
183078	,		
183079	jenes		
183080	Aushängeschild		
183081	,		
183082	die		
183083	Consulatsflagge		
183084	,		
183085	der		
183086	Matrosenhut		
183087	,		
183088	das		
183089	Negerantlitz		
183090	,		
183091	die		
183092	schlagende		
183093	Thurmuhr		
183094	—		
183095	kein		
183096	Bild		
183097	führten		
183098	ihm	21435	(mention_id=21774|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
183099	seine	21436	(mention_id=21775|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
