i	token	mention	is_section_start	gold
44077	Vierzehntes		1	
44078	Kapitel		0	
44079	.		0	
44080	Christoph	6783	0	(mention_id=6725|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
44081	Armbruster	6783	0	(mention_id=6725|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
44082	saß		0	
44083	in		0	
44084	seiner	6784	0	(mention_id=6726|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
44085	Amtsstube		0	
44086	und		0	
44087	regierte		0	
44088	,		0	
44089	wie		0	
44090	es		0	
44091	Ammerie	6785	0	(mention_id=6727|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
44092	nannte		0	
44093	,		0	
44094	wenn		0	
44095	sich	6786	0	(mention_id=6728|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
44096	ihr	6787	0	(mention_id=6729|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
44097	Vater	6788	0	(mention_id=6730|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
44098	der		0	
44099	Besorgung		0	
44100	städtischer		0	
44101	Geschäfte		0	
44102	widmete		0	
44103	,		0	
44104	wobei		0	
44105	ihn	6789	0	(mention_id=6731|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
44106	keiner		0	
44107	der		0	
44108	Seinigen	6790	0	(mention_id=6732|references=(entity=(entity_id=entity_0007|fullname=Familie Armbruster|gender=mf|members=entity_0001,entity_0003,entity_0004,entity_0005,entity_0008,entity_0016,entity_0017|all_members_given=True|specialcase_entity=group)))
44109	stören		0	
44110	durfte		0	
44111	.		0	
44112	Es		0	
44113	war		0	
44114	ein		0	
44115	geräumiges		0	
44116	Gemach		0	
44117	im		0	
44118	Erdgeschoß		0	
44119	des		0	
44120	Hauses		0	
44121	mit		0	
44122	zwei		0	
44123	rebenumsponnenen		0	
44124	Fenstern		0	
44125	nach		0	
44126	dem		0	
44127	Garten		0	
44128	zu		0	
44129	,		0	
44130	durch		0	
44131	die		0	
44132	jetzt		0	
44133	die		0	
44134	Morgensonne		0	
44135	freundlich		0	
44136	hereinschien		0	
44137	.		0	
44138	Nur		0	
44139	mit		0	
44140	schlichtem		0	
44141	,		0	
44142	altväterischem		0	
44143	Hausrat		0	
44144	war		0	
44145	es		0	
44146	ausgestattet		0	
44147	,		0	
44148	der		0	
44149	seine		0	(mention_id=6733|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
44150	mehr		0	
44151	als		0	
44152	hundertjährige		0	
44153	Dienstzeit		0	
44154	nicht		0	
44155	verleugnen		0	
44156	konnte		0	
44157	.		0	
44158	Seitlich		0	
44159	auf		0	
44160	einer		0	
44161	Ecke		0	
44162	des		0	
44163	großen		0	
44164	Tisches		0	
44165	waren		0	
44166	Schriftstücke		0	
44167	gehäuft		0	
44168	,		0	
44169	ein		0	
44170	schwerfälliges		0	
44171	Tintenfaß		0	
44172	und		0	
44173	eine		0	
44174	hölzerne		0	
44175	Streusandbüchse		0	
44176	standen		0	
44177	bequem		0	
44178	zur		0	
44179	Hand		0	
44180	,		0	
44181	und		0	
44182	daneben		0	
44183	lag		0	
44184	kaum		0	
44185	ein		0	
44186	halbes		0	
44187	Dutzend		0	
44188	Gänsefedern		0	
44189	,		0	
44190	die		0	
44191	Ammerie	6791	0	(mention_id=6734|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
44192	stets		0	
44193	in		0	
44194	guter		0	
44195	,		0	
44196	nicht		0	
44197	zu		0	
44198	spitz		0	
44199	geschnittener		0	
44200	Verfassung		0	
44201	hielt		0	
44202	.		0	
44203	Das		0	
44204	machte		0	
44205	ihr	6792	0	(mention_id=6735|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
44206	geringe		0	
44207	Mühe		0	
44208	,		0	
44209	denn		0	
44210	einen		0	
44211	starken		0	
44212	Verbrauch		0	
44213	von		0	
44214	Federn		0	
44215	konnte		0	
44216	man		0	
44217	dem		0	
44218	Bürgermeister	6793	0	(mention_id=6736|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
44219	nicht		0	
44220	nachsagen		0	
44221	.		0	
44222	Viel		0	
44223	Schreibereien		0	
44224	verursachte		0	
44225	ihm	6794	0	(mention_id=6737|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
