i	token	mention	gold
32690	Als		
32691	Moorfeld	3593	(mention_id=3625|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
32692	diesen		
32693	Zettel		
32694	las		
32695	,		
32696	mochte		
32697	er	3594	(mention_id=3626|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
32698	sich	3595	(mention_id=3627|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
32699	wohl		
32700	,		
32701	wie		
32702	jeder		
32703	Gebildete	3596	
32704	gethan		
32705	hätte		
32706	,		
32707	vorstellen		
32708	,		
32709	daß		
32710	damit		
32711	ein		
32712	anderes		
32713	,		
32714	als		
32715	das		
32716	Publikum	3597	(mention_id=3628|references=(entity=(entity_id=generic_2838|fullname=gebildetes Publikum|gender=u|specialcase_entity=generic)))
32717	seiner	3598	(mention_id=3629|references=(entity=(entity_id=generic_2789|fullname=Publikum im Theater|gender=u|specialcase_entity=generic)))
32718	Farbe		
32719	in's		
32720	Auge		
32721	gefaßt		
32722	sei		
32723	.		
32724	Das		
32725	aber		
32726	ist		
32727	die		
32728	feine		
32729	Menschenkenntniß		
32730	des		
32731	Marktbudenstyls	3599	
32732	,		
32733	daß		
32734	er	3600	
32735	mit		
32736	pfiffiger		
32737	Barbarei		
32738	scheinbar		
32739	an		
32740	die		
32741	Aermsten	3601	(mention_id=3630|references=(entity=(entity_id=generic_2839|fullname=Ärmste im Geiste|gender=u|specialcase_entity=generic)))
32742	im		
32743	Geiste		
32744	appelirt		
32745	und		
32746	damit		
32747	weit		
32748	sicherer		
32749	in		
32750	die		
32751	höheren		
32752	Kreise		
32753	hinaufreicht		
32754	,		
32755	als		
32756	er	3602	
32757	umgekehrt		
32758	mit		
32759	der		
32760	Sprache		
32761	der		
32762	Cultur		
32763	die		
32764	niederen		(mention_id=3631|references=(entity=(entity_id=generic_2840|fullname=niedere Kreise|gender=u|specialcase_entity=generic)))
32765	ergreifen		
32766	würde		
32767	.		
32768	Moorfeld	3603	(mention_id=3632|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
32769	war		
32770	sofort		
32771	entschlossen		
32772	,		
32773	dieser		
32774	Vorstellung		
32775	beizuwohnen		
32776	,		
32777	wenn		
32778	er	3604	(mention_id=3633|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
32779	auch		
32780	nichts		
32781	Anderes		
32782	erwartete		
32783	,		
32784	als		
32785	in		
32786	ein		
32787	Winkeltheater		
32788	gefahren		
32789	zu		
32790	werden		
32791	,		
32792	welches		
32793	Leute	3605	(mention_id=3634|references=(entity=(entity_id=generic_2841|fullname=Menschen wie Moorfeld|gender=u|specialcase_entity=generic)))
32794	seines	3606	(mention_id=3635|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
32795	Gleichen	3607	
32796	höchstens		
32797	aus		
32798	Ironie		
32799	besuchen		
32800	.		
32801	Er	3608	(mention_id=3636|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
32802	nannte		
32803	also		
32804	dem		
32805	nächsten		
32806	Stage-Kutscher	3609	(mention_id=3637|references=(entity=(entity_id=entity_0291|fullname=StageKutscher|gender=m)))
