i	token	mention	gold
0	1.		
1	»		
2	Wahrhaftig		(mention_id=1|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
3	,		
4	Franz	1	(mention_id=2|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
5	,		
6	an		
7	deiner	2	(mention_id=3|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
8	Stelle		
9	wüßte		
10	ich	3	(mention_id=4|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
11	nicht		
12	,		
13	ob		
14	ich	4	(mention_id=5|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
15	lachen		
16	oder		
17	weinen		
18	sollte		
19	!		
20	Eine		
21	Erbschaft		
22	ist		
23	mir	5	(mention_id=6|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
24	immer		
25	als		
26	das		
27	Ziel		
28	meiner	6	(mention_id=7|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
29	Wünsche		
30	erschienen		
31	,		
32	aber		
33	wie		
34	mit		
35	jedem		
36	Dinge		
37	im		
38	menschlichen		
39	Leben		
40	–		
41	alles		
42	mit		
43	Unterschied		
44	.		
45	Franz	7	(mention_id=8|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
46	,		
47	wirklich		
48	,		
49	du	8	(mention_id=9|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
50	tust		
51	mir	9	(mention_id=10|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
52	leid		
53	!		
54	Da		
55	hast		
56	du	10	(mention_id=11|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
57	nun		
58	etwas		
59	Ererbtes		
60	am		
61	Halse		
62	,		
63	an		
64	das		
65	du	11	(mention_id=12|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
66	nie		
67	gedacht		
68	hast		
69	.		
70	Ein		
71	sogenanntes		
72	Gut		
73	,		
74	ein		
75	paar		
76	hundert		
77	Morgen		
78	Äckerchen		
79	und		
80	Wiesen		
81	,		
82	etwas		
83	Wald		
84	,		
85	einen		
86	verwilderten		
87	Garten		
88	,		
89	ein		
90	vernachlässigtes		
91	Wohnhaus		
92	,		
93	als		
94	Inventar		
95	vier		
96	gallige		
97	,		
98	spatlahme		
99	Andalusier	12	
100	,		
101	sechs		
102	spindeldürre		
103	Kühe		
104	und		
105	eine		
106	Tante	13	(mention_id=13|references=(entity=(entity_id=entity_0028|fullname=Fräulein Rosalie|gender=f)))
107	als		
108	Hauptsache		
109	,		
110	die	14	(mention_id=14|references=(entity=(entity_id=entity_0028|fullname=Fräulein Rosalie|gender=f)))
111	das		
112	Gallige		
113	und		
114	Spindeldürre		
115	in		
116	ihrer	15	(mention_id=15|references=(entity=(entity_id=entity_0028|fullname=Fräulein Rosalie|gender=f)))
117	angenehmen		
118	Persönlichkeit		
119	zu		
120	vereinigen		
121	scheint		
122	.		
123	–		
124	Menschenkind	16	(mention_id=16|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
125	,		
126	so		
127	ringe		
128	doch		
129	wenigstens		
130	die		
131	Hände		
132	oder		
133	schimpfe		
134	,		
135	oder		
136	tue		
137	irgend		
138	etwas		
139	dergleichen		
140	,		
141	aber		
142	stehe		
143	nicht		
144	so		
145	einher		
146	wie		
147	die		
148	stumme		
149	Verzweiflung		
150	selbst		
151	!		
152	«		
153	Amtsrichter	17	(mention_id=17|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
154	Weishaupt	17	(mention_id=17|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
155	sprach		
156	diese		
157	Worte		
158	im		
159	komischen		
160	Zorn		
161	zu		
162	seinem	18	(mention_id=18|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
163	gegenübersitzenden		
164	Freund	19	(mention_id=19|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
165	,		
166	dem		
167	Assessor	20	(mention_id=20|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
168	Linden	20	(mention_id=20|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
169	.		
170	Vor		
171	ihnen	21	(mention_id=21|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)),(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
172	auf		
173	dem		
174	Tische		
175	stand		
176	eine		
