i	token	mention	gold
52705	12.		
52706	Drei		
52707	Tage		
52708	später		
52709	fuhr		
52710	die		
52711	Niendorfer	7475	
52712	Equipage		
52713	vor		
52714	das		
52715	Gittertor		
52716	von		
52717	»		
52718	Waldruhe		
52719	«		
52720	.		
52721	Sie		
52722	hielt		
52723	dort		
52724	eine		
52725	Viertelstunde		
52726	im		
52727	grellsten		
52728	Schein		
52729	der		
52730	Nachmittagssonne		
52731	,		
52732	so		
52733	daß		
52734	sich	7476	
52735	die		
52736	Gärtnerkinder	7477	(mention_id=7455|references=(entity=(entity_id=entity_0289|fullname=Gärtnerkinder|gender=u|specialcase_entity=group)))
52737	nicht		
52738	satt		
52739	zu		
52740	sehen		
52741	vermochten		
52742	an		
52743	der		
52744	aufsprühenden		
52745	Farbenpracht		
52746	von		
52747	Tante	7478	(mention_id=7456|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
52748	Rosas	7478	(mention_id=7456|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
52749	veilchenfarbenem		
52750	Sonnenschirm		
52751	und		
52752	den		
52753	roten		
52754	Straußfedern		
52755	,		
52756	die		
52757	auf		
52758	Adelheids	7479	(mention_id=7457|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
52759	Sommerhütchen		
52760	lagen		
52761	und		
52762	sich		
52763	effektvoll		
52764	mit		
52765	dem		
52766	dunklen		
52767	Kraushaar		
52768	vermischten		
52769	,		
52770	das		
52771	wie		
52772	in		
52773	Fransen		
52774	über		
52775	der		
52776	jungen		
52777	Stirn		
52778	hing		
52779	.		
52780	Auch		
52781	dem		
52782	Herrn	7480	(mention_id=7458|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
52783	Amtsrichter	7480	(mention_id=7458|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
52784	mußte		
52785	dieser		
52786	Anblick		
52787	behagen		
52788	,		
52789	denn		
52790	er	7481	(mention_id=7459|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
52791	verwandte		
52792	kein		
52793	Auge		
52794	von		
52795	dem		
52796	anmutigen		
52797	Visavis	7482	
52798	.		
52799	»		
52800	Frau	7483	(mention_id=7460|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
52801	Linden	7483	(mention_id=7460|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
52802	bedauert		
52803	;		
52804	sie	7484	(mention_id=7461|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
52805	ist		
52806	nicht		
52807	wohl		
52808	genug		
52809	,		
52810	um		
52811	Besuch		
52812	empfangen		
52813	zu		
52814	können		
52815	«		
52816	,		
52817	berichtete		
52818	Johanne	7485	(mention_id=7462|references=(entity=(entity_id=entity_0012|fullname=Johanne|gender=f)))
52819	mit		
52820	niedergeschlagenen		
52821	Augen		
52822	.		
52823	Zwei		
52824	der		
52825	Insassen	7486	(mention_id=7463|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)),(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
52826	des		
52827	Wagens		
52828	sahen		
52829	sich	7487	(mention_id=7464|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)),(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
52830	enttäuscht		
52831	an		
52832	,		
52833	und		
52834	der		
52835	Amtsrichter	7488	(mention_id=7465|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
52836	suchte		
52837	in		
52838	der		
52839	Brusttasche		
52840	nach		
52841	seinem	7489	(mention_id=7466|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
52842	Visitenkartenetui		
52843	:		
52844	»		
52845	So		
52846	!		
52847	«		
52848	Er	7490	(mention_id=7467|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
52849	händigte		
52850	der		
52851	Dienerin	7491	(mention_id=7468|references=(entity=(entity_id=entity_0012|fullname=Johanne|gender=f)))
52852	die		
52853	umgebogene		
52854	Karte		
52855	ein		
52856	.		
52857	»		
52858	Und		
52859	hier		
52860	ist		
52861	ein		
52862	Brief		
52863	,		
52864	ein		
52865	wichtiger		
52866	Brief		
52867	–		
52868	verstehen		
52869	Sie	7492	(mention_id=7469|references=(entity=(entity_id=entity_0012|fullname=Johanne|gender=f)))
52870	,		
52871	Johanne	7493	(mention_id=7470|references=(entity=(entity_id=entity_0012|fullname=Johanne|gender=f)))
52872	?		
52873	Empfehlen		
