i	token	mention	gold
0	Caroline		
1	Auguste	1	
2	Fischer	1	
3	Gustavs		
4	Verirrungen		
5	Ein		
6	Roman		
7	[		
8	Vorbemerkung		
9	]		
10	Man		(mention_id=1|references=(entity=(entity_id=generic_0122|fullname=generic_0001|gender=u|specialcase_entity=generic)))
11	erzählt		
12	uns	2	(mention_id=2|references=(entity=(entity_id=generic_0123|fullname=generic_0002|gender=u|specialcase_entity=generic)))
13	oft		
14	,		
15	was		
16	die		
17	Menschen	3	(mention_id=3|references=(entity=(entity_id=generic_0124|fullname=generic_0003|gender=u|specialcase_entity=generic)))
18	sind		
19	;		
20	man		(mention_id=4|references=(entity=(entity_id=generic_0125|fullname=generic_0004|gender=u|specialcase_entity=generic)))
21	beschreibt		
22	uns	4	(mention_id=5|references=(entity=(entity_id=generic_0126|fullname=generic_0005|gender=u|specialcase_entity=generic)))
23	noch		
24	öfter		
25	–		
26	vielleicht		
27	ein		
28	wenig		
29	zu		
30	oft		
31	wie		
32	sie	5	(mention_id=6|references=(entity=(entity_id=generic_0127|fullname=generic_0006|gender=u|specialcase_entity=generic)))
33	seyn		
34	sollen		
35	;		
36	aber		
37	man		(mention_id=7|references=(entity=(entity_id=generic_0128|fullname=generic_0007|gender=u|specialcase_entity=generic)))
38	sagt		
39	uns	6	
40	,		
41	wie		
42	mich	7	(mention_id=8|references=(entity=(entity_id=entity_0001|fullname=Herausgeber|gender=u)))
43	dünkt		
44	,		
45	noch		
46	immer		
47	nicht		
48	oft		
49	genug		
50	:		
51	auf		
52	welche		
53	Weise		
54	sie	8	(mention_id=9|references=(entity=(entity_id=generic_0129|fullname=generic_0008|gender=u|specialcase_entity=generic)))
55	das		
56	werden		
57	,		
58	was		
59	sie	9	(mention_id=10|references=(entity=(entity_id=generic_0130|fullname=generic_0009|gender=u|specialcase_entity=generic)))
60	sind		
61	.		
62	Ist		
63	diese		
64	letzte		
65	Bemerkung		
66	richtig		
67	,		
68	so		
69	hoffe		
70	ich	10	(mention_id=11|references=(entity=(entity_id=entity_0001|fullname=Herausgeber|gender=u)))
71	,		
72	sie		
73	werde		
74	eine		
75	Entschuldigung		
76	für		
77	die		
78	Herausgabe		
79	des		
80	gegenwärtigen		
81	kleinen		
82	Romans		
83	enthalten		
84	.		
