i	token	mention	gold
50649	11.		
50650	Frau	7208	(mention_id=7188|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
50651	Baumhagen	7208	(mention_id=7188|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
50652	hatte		
50653	ihre	7209	(mention_id=7189|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
50654	Abneigung		
50655	gegen		
50656	»		
50657	Villa		
50658	Waldruhe		
50659	«		
50660	überwunden		
50661	und		
50662	war		
50663	gekommen		
50664	,		
50665	um		
50666	mit		
50667	ihrer	7210	(mention_id=7190|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
50668	jüngsten		
50669	Tochter	7211	(mention_id=7191|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
50670	zu		
50671	sprechen		
50672	;		
50673	irgend		
50674	etwas		
50675	mußte		
50676	geschehen		
50677	,		
50678	jedenfalls		
50679	konnte		
50680	sie	7212	(mention_id=7192|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
50681	die		
50682	teilnehmenden		
50683	Fragen		
50684	nach		
50685	dem		
50686	Befinden		
50687	der		
50688	jungen		
50689	Frau	7213	(mention_id=7193|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
50690	nicht		
50691	länger		
50692	ertragen		
50693	.		
50694	Entweder		
50695	–		
50696	oder		
50697	!		
50698	Trudchen	7214	(mention_id=7194|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
50699	saß		
50700	am		
50701	Fenster		
50702	in		
50703	ihrem	7215	(mention_id=7195|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
50704	dämmerigen		
50705	kühlen		
50706	Zimmer		
50707	und		
50708	las		
50709	,		
50710	wenigstens		
50711	hielt		
50712	sie	7216	(mention_id=7196|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
50713	ein		
50714	Buch		
50715	in		
50716	der		
50717	Hand		
50718	.		
50719	Zu		
50720	ihren	7217	(mention_id=7197|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
50721	Füßen		
50722	schlief		
50723	Lindens	7218	(mention_id=7198|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
50724	Hund		
50725	.		
50726	Sie	7219	(mention_id=7199|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
50727	erhob		
50728	sich	7220	(mention_id=7200|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
50729	erschreckt		
50730	,		
50731	als		
50732	sie	7221	(mention_id=7201|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
50733	Tritte		
50734	auf		
50735	dem		
50736	Korridor		
50737	hörte		
50738	,		
50739	und		
50740	einen		
50741	Moment		
50742	überzog		
50743	ein		
50744	helles		
50745	Rot		
50746	das		
50747	blasse		
50748	Gesicht		
50749	.		
50750	»		
50751	Ach		
50752	,		
50753	Mama	7222	(mention_id=7202|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
50754	«		
50755	,		
50756	sagte		
50757	sie	7223	(mention_id=7203|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
50758	müde		
50759	,		
50760	als		
50761	Frau	7224	(mention_id=7204|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
50762	Baumhagen	7224	(mention_id=7204|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
50763	über		
50764	die		
50765	Schwelle		
50766	rauschte		
50767	,		
50768	in		
50769	lichtgrauer		
50770	Toilette		
50771	,		
50772	den		
50773	Hut		
50774	der		
50775	Halbtrauer		
50776	wegen		
50777	verschwenderisch		
50778	mit		
50779	Veilchen		
50780	geschmückt		
50781	,		
50782	das		
50783	runde		
50784	Gesicht		
50785	von		
50786	der		
50787	Frühlingssonne		
50788	und		
50789	Erregtheit		
50790	noch		
50791	lebhafter		
50792	gefärbt		
50793	als		
50794	sonst		
50795	.		
50796	»		
50797	Aber		
50798	Kind	7225	(mention_id=7205|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
50799	,		
50800	so		
50801	geht		
50802	es		
50803	nicht		
50804	länger		
50805	!		
50806	«		
50807	begann		
50808	sie	7226	(mention_id=7206|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
50809	und		
50810	küßte		
50811	die		
50812	Tochter	7227	(mention_id=7207|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
50813	zart		
50814	auf		
50815	die		
50816	Stirn		
50817	;		
50818	»		
50819	wie		
50820	du	7228	(mention_id=7208|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
50821	aussiehst		
50822	,		
50823	und		
50824	wie		
50825	kalt		
50826	es		
50827	hier		
50828	ist		
50829	!		
