i	token	mention	gold
41200	Dreizehntes		
41201	Kapitel		
41202	.		
41203	Während		
41204	der		
41205	nächsten		
41206	Tage		
41207	hielt		
41208	sich	6315	(mention_id=6262|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41209	Hammichel	6316	(mention_id=6263|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41210	still		
41211	in		
41212	seinem	6317	(mention_id=6264|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41213	Losament		
41214	,		
41215	weil		
41216	er	6318	(mention_id=6265|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41217	sich	6319	(mention_id=6266|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41218	nicht		
41219	dem		
41220	Gespött		
41221	von		
41222	Freund	6320	(mention_id=6267|references=(entity=(entity_id=entity_0021|fullname=Christophs Gegner|gender=mf|members=entity_0015,entity_0043|all_members_given=False|specialcase_entity=group)))
41223	und		
41224	Feind	6321	(mention_id=6268|references=(entity=(entity_id=entity_0020|fullname=Christophs Verbündete|gender=mf|members=entity_0014,entity_0042|all_members_given=False|specialcase_entity=group)))
41225	über		
41226	die		
41227	Verunstaltung		
41228	seines	6322	(mention_id=6269|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41229	Gesichtes		
41230	aussetzen		
41231	wollte		
41232	,		
41233	die		
41234	jedem		(mention_id=6270|references=(entity=(entity_id=generic_0263|fullname=generic_0059|gender=u|specialcase_entity=generic)))
41235	,		
41236	der		(mention_id=6271|references=(entity=(entity_id=generic_0264|fullname=generic_0060|gender=u|specialcase_entity=generic)))
41237	ihm	6323	(mention_id=6272|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41238	begegnete		
41239	,		
41240	sofort		
41241	auffallen		
41242	mußte		
41243	.		
41244	Vor		
41245	Merten	6324	(mention_id=6273|references=(entity=(entity_id=entity_0046|fullname=Merten Flachendag|gender=m)))
41246	Fachendag	6324	(mention_id=6273|references=(entity=(entity_id=entity_0046|fullname=Merten Flachendag|gender=m)))
41247	und		
41248	Kaspar	6325	(mention_id=6274|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
41249	konnte		
41250	er	6326	(mention_id=6275|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41251	seine	6327	(mention_id=6276|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41252	vertrackte		
41253	Visage		
41254	freilich		
41255	nicht		
41256	verbergen		
41257	.		
41258	Der		
41259	Junge	6328	(mention_id=6277|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
41260	betrachtete		
41261	seinen	6329	(mention_id=6278|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
41262	lieben		
41263	Großvater	6330	(mention_id=6279|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41264	verwundert		
41265	,		
41266	traute		
41267	sich	6331	(mention_id=6280|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
41268	jedoch		
41269	nicht		
41270	,		
41271	ihn	6332	(mention_id=6281|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41272	zu		
41273	fragen		
41274	,		
41275	von		
41276	wem		
41277	er	6333	(mention_id=6282|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41278	denn		
41279	so		
41280	sonderbar		
41281	gezeichnet		
41282	wäre		
41283	.		
41284	Er	6334	(mention_id=6283|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
41285	dachte		
41286	sich	6335	(mention_id=6284|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
41287	aber		
41288	sein	6336	(mention_id=6285|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
41289	Teil		
41290	,		
41291	denn		
41292	er	6337	(mention_id=6286|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
41293	wußte		
41294	aus		
41295	Erfahrung		
41296	,		
41297	auf		
41298	welche		
41299	Weise		
41300	man		
41301	zu		
41302	einer		
41303	dick		
41304	aufgequollenen		
41305	Backe		
41306	kommen		
41307	konnte		
41308	.		
41309	Fachendags	6338	(mention_id=6287|references=(entity=(entity_id=entity_0046|fullname=Merten Flachendag|gender=m)))
41310	Hohn		
41311	dagegen		
41312	mußte		
41313	der		
41314	Geschlagene	6339	(mention_id=6288|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41315	über		
41316	sich	6340	(mention_id=6289|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41317	ergehen		
41318	lassen		
41319	,		
41320	als		
41321	ihn	6341	(mention_id=6290|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41322	sein	6342	(mention_id=6291|references=(entity=(entity_id=entity_0046|fullname=Merten Flachendag|gender=m)))
41323	Hauswirt	6343	(mention_id=6292|references=(entity=(entity_id=entity_0046|fullname=Merten Flachendag|gender=m)))
41324	bei		
41325	Tische		
41326	hänselte		
41327	:		
41328	»		
41329	Aber		
41330	,		
41331	Hammichel	6344	(mention_id=6293|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41332	,		
41333	was		
41334	ist		
41335	denn		
41336	das		
41337	mit		
41338	dir	6345	(mention_id=6294|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41339	?		
41340	hast		
41341	du	6346	(mention_id=6295|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41342	dich	6347	(mention_id=6296|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41343	etwa		
41344	beim		
41345	Kochen		
41346	und		
41347	Probieren		
41348	deiner	6348	(mention_id=6297|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41349	Mixturen		
41350	krank		
41351	gemacht		
41352	,		
41353	daß		
41354	dir	6349	(mention_id=6298|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41355	all		
41356	dein	6350	(mention_id=6299|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41357	bißchen		
41358	Blut		
41359	in		
41360	den		
41361	Kopf		
41362	gestiegen		
41363	ist		
41364	?		
41365	Siehst		
41366	ja		
41367	merkwürdig		
41368	gedunsen		
41369	aus		
41370	;		
41371	ich	6351	(mention_id=6300|references=(entity=(entity_id=entity_0046|fullname=Merten Flachendag|gender=m)))
41372	könnte		
41373	mich	6352	(mention_id=6301|references=(entity=(entity_id=entity_0046|fullname=Merten Flachendag|gender=m)))
41374	beinahe		
41375	um		
41376	dich	6353	(mention_id=6302|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
41377	ängstigen		
41378	.		
41379	«		
41380	»		
41381	Kümmere		
