i	token	mention	is_section_start	gold
135988	in		0	
135989	der		0	
135990	That		0	
135991	scherzweise		0	
135992	so		0	
135993	—		0	
135994	hatte		0	
135995	ein		0	
135996	Kränzchen		0	
135997	der		0	
135998	fashionablesten		0	
135999	Cavaliere	15838	0	(mention_id=16042|references=(entity=(entity_id=entity_0854|fullname=Cavaliere|gender=m|specialcase_entity=group)))
136000	gewettet		0	
136001	,		0	
136002	wer	15839	0	(mention_id=16043|references=(entity=(entity_id=entity_0854|fullname=Cavaliere|gender=m|specialcase_entity=group)))
136003	unter		0	
136004	ihnen	15840	0	(mention_id=16044|references=(entity=(entity_id=entity_0854|fullname=Cavaliere|gender=m|specialcase_entity=group)))
136005	in		0	
136006	der		0	
136007	kostbarsten		0	
136008	und		0	
136009	originellsten		0	
136010	Maske		0	
136011	erscheinen		0	
136012	würde		0	
136013	.		0	
136014	Der		0	
136015	Reichsgraf	15841	0	(mention_id=16045|references=(entity=(entity_id=entity_0830|fullname=Reichsgraf von Tettan|gender=m|specialcase_entity=nonfact)))
136016	setzte		0	
136017	zum		0	
136018	Besten		0	
136019	Griechenlands		0	
136020	Zwanzig		0	
136021	Tausend		0	
136022	Francs		0	
136023	,		0	
136024	daß		0	
136025	er	15842	0	(mention_id=16046|references=(entity=(entity_id=entity_0830|fullname=Reichsgraf von Tettan|gender=m|specialcase_entity=nonfact)))
136026	die		0	
136027	Wette		0	
136028	gewinnen		0	
136029	wolle		0	
136030	.		0	
136031	Er	15843	0	(mention_id=16047|references=(entity=(entity_id=entity_0830|fullname=Reichsgraf von Tettan|gender=m|specialcase_entity=nonfact)))
136032	erschien		0	
136033	aber		0	
136034	im		0	
136035	Habit		0	
136036	eines		0	
136037	—		0	
136038	Hausirers	15844	0	(mention_id=16048|references=(entity=(entity_id=entity_0830|fullname=Reichsgraf von Tettan|gender=m|specialcase_entity=nonfact)))
136039	,		0	
136040	trug		0	
136041	das		0	
136042	Tuch		0	
136043	und		0	
136044	die		0	
136045	Wäsche		0	
136046	eines		0	
136047	servirenden		0	
136048	Laden-Commis		0	(mention_id=16049|references=(entity=(entity_id=entity_0830|fullname=Reichsgraf von Tettan|gender=m|specialcase_entity=nonfact)))
136049	,		0	
136050	dazu		0	
136051	nur		0	
136052	noch		0	
136053	am		0	
136054	grünen		0	
136055	Bande		0	
136056	seinen	15845	0	(mention_id=16050|references=(entity=(entity_id=entity_0830|fullname=Reichsgraf von Tettan|gender=m|specialcase_entity=nonfact)))
136057	Tabulettkasten		0	
136058	von		0	
136059	Ebenholz		0	
136060	vor		0	
136061	sich	15846	0	(mention_id=16051|references=(entity=(entity_id=entity_0830|fullname=Reichsgraf von Tettan|gender=m|specialcase_entity=nonfact)))
136062	an		0	
136063	der		0	
136064	Brust		0	
136065	.		0	
136066	Mit		0	
136067	diesen		0	
136068	Kasten		0	
136069	promenirte		0	
136070	er	15847	0	(mention_id=16052|references=(entity=(entity_id=entity_0830|fullname=Reichsgraf von Tettan|gender=m|specialcase_entity=nonfact)))
136071	ausrufend		0	
136072	durch		0	
136073	die		0	
136074	Appartements		0	
136075	—		0	
136076	Messieurs	15848	0	(mention_id=16053|references=(entity=(entity_id=entity_0853|fullname=Gäste der Herzogin|gender=m|specialcase_entity=group)))
136077	et		0	
136078	Mesdames	15849	0	(mention_id=16054|references=(entity=(entity_id=entity_0844|fullname=Gästinnen der Herzogin|gender=f|specialcase_entity=group)))
136079	,		0	
136080	achetez		0	
136081	,		0	
136082	achetez		0	
136083	,		0	
136084	s'il		0	
