i	token	mention	gold
194112	Fünftes		
194113	Kapitel		
194114	.		
194115	So		
194116	erwachte		
194117	Moorfeld	22949	(mention_id=23268|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
194118	zu		
194119	seinem	22950	(mention_id=23269|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
194120	letzten		
194121	Morgen		
194122	in		
194123	Amerika		
194124	.		
194125	Tags		
194126	nach		
194127	diesem		
194128	Abend		
194129	fuhr		
194130	er	22951	(mention_id=23270|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
194131	mit		
194132	der		
194133	ersten		
194134	Geschäftsstunde		
194135	an		
194136	den		
194137	Hafen		
194138	,		
194139	entschlossen		
194140	,		
194141	jede		
194142	Gelegenheit		
194143	nach		
194144	jeden		
194145	europäischen		
194146	Seeplatz		
194147	anzunehmen		
194148	,		
194149	einzig		
194150	bedingend		
194151	,		
194152	daß		
194153	die		
194154	Anker		
194155	noch		
194156	heute		
194157	gelichtet		
194158	wurden		
194159	.		
194160	Er	22952	(mention_id=23271|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
194161	fand		
194162	ein		
194163	Dampfboot		
194164	,		
194165	dessen		
194166	Abfahrt		
194167	auf		
194168	zehn		
194169	Uhr		
194170	festgesetzt		
194171	war		
194172	.		
194173	Natürlich		
194174	waren		
194175	die		
194176	Plätze		
194177	besetzt		
194178	,		
194179	aber		
194180	ein		
194181	junger		
194182	französischer		
194183	Arzt	22953	(mention_id=23272|references=(entity=(entity_id=entity_1265|fullname=junger französischer Arzt|gender=m)))
194184	,		
194185	der	22954	(mention_id=23273|references=(entity=(entity_id=entity_1265|fullname=junger französischer Arzt|gender=m)))
194186	in		
194187	Amerika		
194188	eine		
194189	Studienreise		
194190	gemacht		
194191	,		
194192	hatte		
194193	die		
194194	Artigkeit		
194195	,		
194196	ihm	22955	(mention_id=23274|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
194197	seinen	22956	(mention_id=23275|references=(entity=(entity_id=entity_1265|fullname=junger französischer Arzt|gender=m)))
194198	ersten		
194199	Cajütenplatz		
194200	zu		
194201	verkaufen		
194202	.		
194203	Das		
194204	Dampfboot		
194205	hieß		
194206	—		
194207	Riego		
194208	.		
194209	Die		
194210	Stadt		
194211	Newyork		
194212	feierte		
194213	der		
194214	Einschiffung		
194215	Moorfeld's	22957	(mention_id=23276|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
194216	ein		
194217	wildes		
194218	Abschiedsfest		
194219	.		
194220	Wie		
194221	die		
194222	Fugen		
194223	der		
194224	Alltagsordnung		
194225	schon		
194226	seit		
194227	zwei		
194228	Tagen		
194229	oder		
194230	vielmehr		
194231	Abenden		
194232	in		
194233	ein		
194234	verdächtiges		
194235	Schwanken		
194236	und		
194237	Krachen		
194238	gerathen		
194239	,		
194240	haben		
194241	wir	22958	(mention_id=23277|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)))
194242	mitten		
194243	aus		
194244	dem		
194245	erschütterungsvollen		
194246	Eigenleben		
194247	Moorfeld's	22959	(mention_id=23278|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
194248	heraus		
194249	im		
194250	Fluge		
194251	bemerkt		
194252	.		
194253	Aber		
194254	bei		
194255	seinem	22960	(mention_id=23279|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
194256	heutigen		
194257	Erwachen		
194258	fand		
194259	er	22961	(mention_id=23280|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
194260	die		
194261	Pulvermine		
194262	in		
194263	voller		
194264	Explosion		
194265	.		
194266	Schon		
194267	auf		
194268	der		
194269	Fahrt		
194270	nach		
194271	dem		
194272	Hafen		
194273	zeigte		
194274	die		
194275	Stadt		
194276	ein		
194277	entsetzliches		
194278	Antlitz		
194279	.		
194280	Arbeiter	22962	(mention_id=23281|references=(entity=(entity_id=entity_1262|fullname=Arbeiter|gender=u|specialcase_entity=group)))
194281	,		
194282	welche	22963	(mention_id=23282|references=(entity=(entity_id=entity_1262|fullname=Arbeiter|gender=u|specialcase_entity=group)))
194283	in		
194284	ihre	22964	(mention_id=23283|references=(entity=(entity_id=entity_1262|fullname=Arbeiter|gender=u|specialcase_entity=group)))
194285	Fabriken		
194286	zogen		
194287	,		
194288	standen		
194289	überall		
194290	in		
194291	bestürzten		
194292	Gruppen		(mention_id=23284|references=(entity=(entity_id=entity_1262|fullname=Arbeiter|gender=u|specialcase_entity=group)))
194293	umher		
194294	,		
194295	Kaufläden		
194296	blieben		
194297	verschlossen		
194298	,		
194299	und		
194300	stierten		
194301	,		
194302	wie		
194303	von		
194304	einem		
194305	bösen		
194306	Traum		
194307	befangen		
194308	,		
194309	mit		
194310	den		
194311	Vorhängschlössern		
194312	der		
194313	Nacht		
194314	in		
194315	den		
194316	hellen		
194317	Tag		
194318	hinein		
194319	,		
194320	die		
194321	belebtesten		
194322	Passagen		
194323	waren		
194324	unverhältnißmäßig		
194325	öde		
194326	,		
194327	oder		
194328	was		
194329	sich		
194330	von		
194331	Menschen	22965	(mention_id=23285|references=(entity=(entity_id=generic_5907|fullname=generic_2252|gender=u|specialcase_entity=generic)))
194332	und		
194333	Wagen		
194334	bewegte		
194335	,		
194336	schien		
194337	wieder		
194338	in		
194339	rückgängiger		
194340	Bewegung		
194341	vom		
194342	Tagesgeschäft		
194343	begriffen		
194344	—		
