i	token	mention	gold
70133	Einundzwanzigstes		
70134	Kapitel		
70135	.		
70136	Im		
70137	Laufe		
70138	des		
70139	nächsten		
70140	Tages		
70141	verbreitete		
70142	sich		
70143	schnell		
70144	die		
70145	Nachricht		
70146	von		
70147	der		
70148	Einkerkerung		
70149	Ebendorffers	11132	(mention_id=11073|references=(entity=(entity_id=entity_0027|fullname=Vincenz Ebendorffer|gender=m)))
70150	und		
70151	Hammichels	11133	(mention_id=11074|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
70152	wie		
70153	auch		
70154	von		
70155	der		
70156	Veranlassung		
70157	dazu		
70158	.		
70159	Allerlei		
70160	Gerüchte		
70161	über		
70162	die		
70163	näheren		
70164	Umstände		
70165	,		
70166	zutreffende		
70167	und		
70168	falsche		
70169	,		
70170	oft		
70171	sehr		
70172	übertriebene		
70173	,		
70174	durchschwirrten		
70175	die		
70176	Stadt		
70177	und		
70178	spannten		
70179	die		
70180	Neugier		
70181	auf		
70182	das		
70183	Ergebnis		
70184	der		
70185	gerichtlichen		
70186	Untersuchung		
70187	.		
70188	Diese		
70189	ließ		
70190	nicht		
70191	lange		
70192	auf		
70193	sich		
70194	warten		
70195	.		
70196	Draußen		
70197	auf		
70198	der		
70199	Gasse		
70200	,		
70201	von		
70202	einer		
70203	vielköpfigen		
70204	Menge	11134	(mention_id=11075|references=(entity=(entity_id=entity_0226|fullname=Menge|gender=u|members=entity_0020,entity_0021|all_members_given=False|specialcase_entity=group)))
70205	umlagert		
70206	,		
70207	fand		
70208	im		
70209	Gemeindehause		
70210	die		
70211	vom		
70212	Schultheißen	11135	(mention_id=11076|references=(entity=(entity_id=entity_0030|fullname=Schultheiß Gottfried Bofinger|gender=m)))
70213	geführte		
70214	Gerichtsverhandlung		
70215	statt		
70216	,		
70217	zu		
70218	der		
70219	sämtliche		
70220	an		
70221	dem		
70222	Überfall		
70223	und		
70224	seiner		
70225	Abwehr		
70226	Beteiligte	11136	(mention_id=11077|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0010|fullname=Steffen Gersbacher|gender=m)),(entity=(entity_id=entity_0005|fullname=Peter Armbruster|gender=m)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)),(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
70227	geladen		
70228	waren		
70229	,		
70230	auch		
70231	Kaspar	11137	(mention_id=11078|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
70232	.		
70233	Nur		
70234	Franz	11138	(mention_id=11079|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
70235	fehlte		
70236	,		
70237	weil		
70238	er	11139	(mention_id=11080|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
