i	token	mention	gold
30231	Zwölftes		
30232	Kapitel		
30233	Als		
30234	die		
30235	Gesellschaft	3908	(mention_id=3853|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)),(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
30236	zum		
30237	Frühstück		
30238	wieder		
30239	zusammenkam		
30240	,		
30241	hätte		
30242	ein		
30243	aufmerksamer		
30244	Beobachter	3909	(mention_id=3854|references=(entity=(entity_id=entity_0141|fullname=ein aufmerksamer Beobachter|gender=u|specialcase_entity=nonfact)))
30245	an		
30246	dem		
30247	Betragen		
30248	der		
30249	einzelnen	3910	(mention_id=3855|references=(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)),(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
30250	die		
30251	Verschiedenheit		
30252	der		
30253	innern		
30254	Gesinnungen		
30255	und		
30256	Empfindungen		
30257	abnehmen		
30258	können		
30259	.		
30260	Der		
30261	Graf	3911	(mention_id=3856|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))
30262	und		
30263	die		
30264	Baronesse	3912	(mention_id=3857|references=(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)))
30265	begegneten		
30266	sich	3913	(mention_id=3858|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)))
30267	mit		
30268	dem		
30269	heitern		
30270	Behagen		
30271	,		
30272	das		
30273	ein		
30274	Paar	3914	(mention_id=3859|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)))
30275	Liebende	3915	(mention_id=3860|references=(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)),(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))
30276	empfinden		
30277	,		
30278	die	3916	(mention_id=3861|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)))
30279	sich	3917	(mention_id=3862|references=(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)),(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))
30280	nach		
30281	erduldeter		
30282	Trennung		
30283	ihrer	3918	(mention_id=3863|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0085|fullname=Baronesse|gender=f)))
30284	wechselseitigen		
30285	Neigung		
30286	abermals		
30287	versichert		
30288	halten		
30289	,		
30290	dagegen		
30291	Charlotte	3919	(mention_id=3864|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
30292	und		
30293	Eduard	3920	(mention_id=3865|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
30294	gleichsam		
30295	beschämt		
30296	und		
30297	reuig		
30298	dem		
30299	Hauptmann	3921	(mention_id=3866|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
30300	und		
