i	token	mention	is_section_start	gold
117922	weder		0	
117923	das		0	
117924	Fieber		0	
117925	,		0	
117926	noch		0	
117927	die		0	
117928	Langweile		0	
117929	grassirt		0	
117930	,		0	
117931	wo		0	
117932	es		0	
117933	einem	13734	0	
117934	so		0	
117935	recht		0	
117936	bergesfrisch		0	
117937	und		0	
117938	waldheimlich		0	
117939	und		0	
117940	wasserkühl		0	
117941	zu		0	
117942	Muthe		0	
117943	wird		0	
117944	,		0	
117945	daß		0	
117946	ich	13735	0	(mention_id=13928|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
117947	mit		0	
117948	gutem		0	
117949	Gewissen		0	
117950	sagen		0	
117951	darf		0	
117952	:		0	
117953	liebe		0	
117954	Deutsche	13736	0	(mention_id=13929|references=(entity=(entity_id=generic_4819|fullname=generic_1164|gender=u|specialcase_entity=generic)))
117955	,		0	
117956	kommt		0	
117957	zu		0	
117958	mir	13737	0	(mention_id=13930|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
117959	,		0	
117960	deutsche		0	
117961	Feen		0	
117962	haben		0	
117963	das		0	
117964	für		0	
117965	euch	13738	0	(mention_id=13931|references=(entity=(entity_id=generic_4820|fullname=generic_1165|gender=u|specialcase_entity=generic)))
117966	geschaffen		0	
117967	!		0	
117968	denn		0	
117969	ich	13739	0	(mention_id=13932|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
117970	hoffe		0	
117971	,		0	
117972	die		0	
117973	Feen	13740	0	
117974	sind		0	
117975	auch		0	
117976	ein		0	
117977	wenig		0	
117978	emigrirt		0	
117979	wie		0	
117980	die		0	
117981	Menschen	13741	0	(mention_id=13933|references=(entity=(entity_id=generic_4821|fullname=generic_1166|gender=u|specialcase_entity=generic)))
117982	.		0	
117983	Hol's		0	
117984	der		0	
117985	Teufel		0	
117986	!		0	
117987	Indem		0	
117988	ich	13742	0	(mention_id=13934|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
117989	schreibe		0	
117990	,		0	
117991	wälzt		0	
117992	mir	13743	0	(mention_id=13935|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
117993	der		0	
117994	nächste		0	
117995	Schlott		0	
117996	eine		0	
117997	Rauchsäule		0	
117998	durch's		0	
117999	offene		0	
118000	Fenster		0	
118001	,		0	
118002	daß		0	
118003	Herculanum		0	
118004	und		0	
118005	Pompeji		0	
118006	dran		0	
118007	ersticken		0	
118008	könnten		0	
118009	.		0	
118010	Und		0	
118011	schließ'		0	
118012	ich	13744	0	(mention_id=13936|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
118013	das		0	
118014	Fenster		0	
118015	,		0	
118016	so		0	
118017	erstick'		0	
118018	ich	13745	0	(mention_id=13937|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
118019	wieder		0	
118020	.		0	
118021	Ich	13746	0	(mention_id=13938|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
118022	schließe		0	
118023	demnach		0	
118024	dieses		0	
118025	Briefpaquet		0	
118026	,		0	
118027	es		0	
118028	bleibt		0	
118029	nichts		0	
118030	anders		0	
118031	übrig		0	
118032	.		0	
118033	Adieu		0	
118034	!		0	
118035	ich	13747	0	(mention_id=13939|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
118036	hoffe		0	
118037	vom		0	
118038	Ohio		0	
118039	soll		0	
118040	Alles		0	
118041	besser		0	
118042	klingen		0	
118043	.		0	
118044	La		0	
118045	belle		0	
118046	rivière		0	
118047	nannten		0	
118048	die		0	
118049	Franzosen	13748	0	(mention_id=13940|references=(entity=(entity_id=generic_4822|fullname=generic_1167|gender=u|specialcase_entity=generic)))
118050	den		0	
118051	Ohio		0	
118052	,		0	
118053	und		0	
118054	die		0	
118055	Franzosen	13749	0	(mention_id=13941|references=(entity=(entity_id=generic_4823|fullname=generic_1168|gender=u|specialcase_entity=generic)))
118056	wissen		0	
118057	was		0	
118058	schön		0	
118059	ist		0	
118060	.		0	
118061	Aber		0	
118062	warum		0	
118063	behaupteten		0	
118064	sie	13750	0	(mention_id=13942|references=(entity=(entity_id=generic_4824|fullname=generic_1169|gender=u|specialcase_entity=generic)))
118065	ihn		0	
118066	nicht		0	
118067	?		0	
118068	Geht's		0	
118069	uns	13751	0	(mention_id=13943|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)),(entity=(entity_id=generic_4825|fullname=generic_1170|gender=u|specialcase_entity=generic)),(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
118070	mit		0	
118071	allem		0	
118072	Schönen		0	
118073	so		0	
118074	?		0	
118075	Du	13752	0	(mention_id=13944|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
118076	hast		0	
118077	Recht		0	
118078	:		0	
118079	der		0	
118080	Mensch	13753	0	(mention_id=13945|references=(entity=(entity_id=generic_4826|fullname=generic_1171|gender=u|specialcase_entity=generic)))
118081	kann		0	
118082	nur		0	
118083	beginnen		0	
118084	!		0	
