i	token	mention	gold
44829	Erstes		
44830	Kapitel		
44831	Im		
44832	gemeinen		
44833	Leben		
44834	begegnet		
44835	uns	6024	(mention_id=5972|references=(entity=(entity_id=entity_0016|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0195|fullname=Leser|gender=u)))
44836	oft		
44837	,		
44838	was		
44839	wir	6025	(mention_id=5973|references=(entity=(entity_id=entity_0016|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0195|fullname=Leser|gender=u)))
44840	in		
44841	der		
44842	Epopöe		
44843	als		
44844	Kunstgriff		
44845	des		
44846	Dichters	6026	(mention_id=5974|references=(entity=(entity_id=generic_0316|fullname=Dichter|gender=u|specialcase_entity=generic)))
44847	zu		
44848	rühmen		
44849	pflegen		
44850	,		
44851	daß		
44852	nämlich		
44853	,		
44854	wenn		
44855	die		
44856	Hauptfiguren	6027	(mention_id=5975|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=generic_0317|fullname=Hauptfiguren in Epopöe|gender=u|specialcase_entity=generic)))
44857	sich	6028	(mention_id=5976|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=generic_0318|fullname=Hauptfiguren in Epopöe|gender=u|specialcase_entity=generic)))
44858	entfernen		
44859	,		
44860	verbergen		
44861	,		
44862	sich	6029	(mention_id=5977|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=generic_0319|fullname=Hauptfiguren in Epopöe|gender=u|specialcase_entity=generic)))
44863	der		
44864	Untätigkeit		
44865	hingeben		
44866	,		
44867	gleich		
44868	sodann		
44869	schon		
44870	ein		
44871	Zweiter	6030	(mention_id=5978|references=(entity=(entity_id=generic_0320|fullname=ein Zweiter in der Epopöe|gender=u|specialcase_entity=generic)))
44872	,		
44873	Dritter	6031	(mention_id=5979|references=(entity=(entity_id=generic_0322|fullname=ein Dritter in der Epopöe|gender=u|specialcase_entity=generic)))
44874	,		
44875	bisher		
44876	kaum		
44877	Bemerkter	6032	(mention_id=5980|references=(entity=(entity_id=generic_0321|fullname=ein Zweiter in der Epopöe|gender=u|specialcase_entity=generic)),(entity=(entity_id=generic_0323|fullname=ein Dritter in der Epopöe|gender=u|specialcase_entity=generic)),(entity=(entity_id=entity_0147|fullname=Architekt|gender=m)))
44878	den		
44879	Platz		
44880	füllt		
44881	und		
44882	,		
44883	indem		
44884	er	6033	
44885	seine	6034	
44886	ganze		
44887	Tätigkeit		
44888	äußert		
44889	,		
44890	uns	6035	(mention_id=5981|references=(entity=(entity_id=entity_0016|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0195|fullname=Leser|gender=u)))
44891	gleichfalls		
44892	der		
44893	Aufmerksamkeit		
44894	,		
44895	der		
44896	Teilnahme		
44897	,		
44898	ja		
44899	des		
44900	Lobes		
44901	und		
44902	Preises		
44903	würdig		
44904	erscheint		
44905	.		
44906	So		
44907	zeigte		
44908	sich		
44909	gleich		
44910	nach		
44911	der		
44912	Entfernung		
44913	des		
44914	Hauptmanns	6036	(mention_id=5982|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
44915	und		
44916	Eduards	6037	(mention_id=5983|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
44917	jener		
44918	Architekt	6038	(mention_id=5984|references=(entity=(entity_id=entity_0147|fullname=Architekt|gender=m)))
44919	täglich		
44920	bedeutender		
44921	,		
44922	von		
44923	welchem	6039	(mention_id=5985|references=(entity=(entity_id=entity_0147|fullname=Architekt|gender=m)))
44924	die		
44925	Anordnung		
44926	und		
44927	Ausführung		
44928	so		
44929	manches		
44930	Unternehmens		
44931	allein		
44932	abhing		
44933	,		
44934	wobei		
44935	er	6040	(mention_id=5986|references=(entity=(entity_id=entity_0147|fullname=Architekt|gender=m)))
44936	sich	6041	(mention_id=5987|references=(entity=(entity_id=entity_0147|fullname=Architekt|gender=m)))
44937	genau		
44938	,		
44939	verständig		
44940	und		
44941	tätig		
44942	erwies		
44943	und		
44944	zugleich		
44945	den		
44946	Damen	6042	(mention_id=5988|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
44947	auf		
44948	mancherlei		
44949	Art		
44950	beistand		
44951	und		
44952	in		
44953	stillen		
44954	,		
44955	langwierigen		
44956	Stunden		
