i	token	mention	gold
70995	Zweiundzwanzigstes		
70996	Kapitel		
70997	.		
70998	Noch		
70999	tagelang		
71000	machte		
71001	sich		
71002	in		
71003	der		
71004	Einwohnerschaft	11258	(mention_id=11197|references=(entity=(entity_id=entity_0019|fullname=Wachenheimer|gender=mf|members=entity_0007,entity_0013,entity_0014,entity_0026|all_members_given=False|specialcase_entity=group)))
71005	Wachenheims		
71006	die		
71007	Aufregung		
71008	über		
71009	das		
71010	unselige		
71011	Ereignis		
71012	fühlbar		
71013	,		
71014	das		
71015	da		
71016	draußen		
71017	vor		
71018	der		
71019	Holzpforte		
71020	seinen		
71021	schauerlichen		
71022	Abschluß		
71023	gefunden		
71024	hatte		
71025	.		
71026	Man		(mention_id=11198|references=(entity=(entity_id=entity_0021|fullname=Christophs Gegner|gender=mf|members=entity_0015,entity_0043|all_members_given=False|specialcase_entity=group)))
71027	sah		
71028	auf		
71029	der		
71030	Straße		
71031	unzufriedene		
71032	,		
71033	mürrische		
71034	Gesichter		
71035	und		
71036	hörte		
71037	abfällige		
71038	Bemerkungen		
71039	über		
71040	die		
71041	rechtschaffenen		
71042	,		
71043	unbescholtenen		
71044	Bürger	11259	(mention_id=11199|references=(entity=(entity_id=entity_0229|fullname=Schöffen|gender=m|specialcase_entity=group)))
71045	,		
71046	die	11260	(mention_id=11200|references=(entity=(entity_id=entity_0229|fullname=Schöffen|gender=m|specialcase_entity=group)))
71047	bei		
71048	der		
71049	Gerichtsverhandlung		
71050	die		
71051	eingeschworene		
71052	Schöffenbank		
71053	gebildet		
71054	hatten		
71055	.		
71056	Selbst		
71057	der		
71058	hochachtbare		
71059	,		
71060	ehrwürdige		
71061	Schultheiß	11261	(mention_id=11201|references=(entity=(entity_id=entity_0030|fullname=Schultheiß Gottfried Bofinger|gender=m)))
71062	wurde		
71063	hinter		
71064	seinem	11262	(mention_id=11202|references=(entity=(entity_id=entity_0030|fullname=Schultheiß Gottfried Bofinger|gender=m)))
71065	Rücken		
71066	mit		
71067	Vorwürfen		
71068	wegen		
71069	seiner	11263	(mention_id=11203|references=(entity=(entity_id=entity_0030|fullname=Schultheiß Gottfried Bofinger|gender=m)))
71070	unnachsichtigen		
71071	Strenge		
71072	nicht		
71073	verschont		
71074	.		
71075	Aber		
71076	nicht		
71077	bloß		
71078	die		
71079	vielen	11264	
71080	zu		
71081	hart		
71082	scheinende		
71083	Strafe		
71084	war		
71085	es		
71086	,		
71087	was		
71088	in		
71089	den		
71090	Köpfen		
71091	der		
71092	Mißvergnügten	11265	(mention_id=11204|references=(entity=(entity_id=entity_0021|fullname=Christophs Gegner|gender=mf|members=entity_0015,entity_0043|all_members_given=False|specialcase_entity=group)))
71093	rumorte		
71094	wie		
71095	gärender		
71096	Most		
71097	.		
71098	Es		
71099	mußte		
71100	noch		
71101	etwas		
71102	anderes		
71103	sein		
71104	,		
71105	was		
71106	in		
71107	gewissen		
71108	Kreisen		
71109	der		
71110	Stadt		
71111	gemunkelt		
71112	,		
71113	aber		
71114	von		
71115	den		
71116	Eingeweihten	11266	(mention_id=11205|references=(entity=(entity_id=entity_0021|fullname=Christophs Gegner|gender=mf|members=entity_0015,entity_0043|all_members_given=False|specialcase_entity=group)))
71117	noch		
71118	verschwiegen		
71119	wurde		
71120	.		
71121	Die		
71122	Stammgäste	11267	(mention_id=11206|references=(entity=(entity_id=entity_0233|fullname=Stammgäste|gender=m|members=entity_0228,entity_0252|all_members_given=False|specialcase_entity=group)))
71123	in		
71124	der		
71125	Trinkstube		
71126	des		
71127	Kronenwirtes	11268	(mention_id=11207|references=(entity=(entity_id=entity_0102|fullname=Kronenwirt|gender=m)))
71128	blickten		
71129	sich	11269	(mention_id=11208|references=(entity=(entity_id=entity_0233|fullname=Stammgäste|gender=m|members=entity_0228,entity_0252|all_members_given=False|specialcase_entity=group)))
71130	mit		
71131	fragenden		
71132	Augen		
71133	mißtrauisch		
71134	an		
71135	,		
71136	doch		
71137	keiner		
71138	von		
71139	denen	11270	(mention_id=11209|references=(entity=(entity_id=entity_0233|fullname=Stammgäste|gender=m|members=entity_0228,entity_0252|all_members_given=False|specialcase_entity=group)))
71140	,		
71141	die	11271	(mention_id=11210|references=(entity=(entity_id=entity_0233|fullname=Stammgäste|gender=m|members=entity_0228,entity_0252|all_members_given=False|specialcase_entity=group)))
71142	wußten		
71143	,		
71144	was		
71145	im		
71146	Stillen		
71147	gesponnen		
71148	wurde		
71149	,		
71150	kam		
71151	damit		
71152	heraus		
71153	,		
71154	bis		
71155	es		
71156	sich		
71157	in		
71158	der		
71159	sonntäglichen		
71160	Elfuhrmesse		
71161	auf		
71162	eine		
71163	in		
71164	die		
71165	schleppende		
71166	Unterhaltung		
71167	eingestreute		
71168	Spottrede		
71169	Lutz	11272	(mention_id=11211|references=(entity=(entity_id=entity_0014|fullname=Lutz Hebenstreit|gender=m)))
71170	Hebenstreits	11272	(mention_id=11211|references=(entity=(entity_id=entity_0014|fullname=Lutz Hebenstreit|gender=m)))
71171	einmal		
71172	offenbarte		
71173	.		
71174	Die	11273	(mention_id=11212|references=(entity=(entity_id=entity_0233|fullname=Stammgäste|gender=m|members=entity_0228,entity_0252|all_members_given=False|specialcase_entity=group)))
71175	hier		
71176	beim		
71177	Schoppen		
71178	saßen		
71179	,		
71180	waren		
