i	token	mention	is_section_start	gold
3	Erstes		1	
4	Kapitel		0	
5	.		0	
6	„		0	
7	Amerika		0	
8	!		0	
9	Welcher		0	
10	Name		0	
11	hat		0	
12	einen		0	
13	Inhalt		0	
14	gleich		0	
15	diesem		0	
16	Namen		0	
17	!		0	
18	Wer	1	0	(mention_id=1|references=(entity=(entity_id=generic_2273|fullname=Im materiellen verhafteter Mensch|gender=u|specialcase_entity=generic)))
19	nicht		0	
20	Dinge		0	
21	der		0	
22	gedachten		0	
23	Welt		0	
24	nennt		0	
25	,		0	
26	kann		0	
27	in		0	
28	der		0	
29	wirklichen		0	
30	Welt		0	
31	nichts		0	
32	Höheres		0	
33	nennen		0	
34	.		0	
35	Das		0	
36	Individuum	2	0	(mention_id=2|references=(entity=(entity_id=generic_2274|fullname=Individuum|gender=u|specialcase_entity=generic)))
37	sagt		0	
38	:		0	
39	mein	3	0	(mention_id=3|references=(entity=(entity_id=generic_2275|fullname=Individuum|gender=u|specialcase_entity=generic)))
40	besseres		0	
41	Ich		0	
42	,		0	
43	der		0	
44	Erdglobus		0	(mention_id=4|references=(entity=(entity_id=generic_2276|fullname=alle Menschen|gender=u|specialcase_entity=generic)))
45	sagt		0	
46	:		0	
47	Amerika		0	
48	.		0	
49	Es		0	
50	ist		0	
51	der		0	
52	Schlußfall		0	
53	und		0	
54	die		0	
55	große		0	
56	Cadenz		0	
57	im		0	
58	Concerte		0	
59	der		0	
60	menschlichen		0	
61	Vollkommenheiten		0	
62	.		0	
63	Was		0	
64	unmöglich		0	
65	in		0	
66	Europa		0	
67	,		0	
68	ist		0	
69	möglich		0	
70	in		0	
71	Amerika		0	
72	;		0	
73	was		0	
74	unmöglich		0	
75	in		0	
76	Amerika		0	
77	,		0	
78	das		0	
79	erst		0	
80	ist		0	
81	unmöglich		0	
82	!		0	
83	Ich	4	0	(mention_id=5|references=(entity=(entity_id=entity_0006|fullname=Sprecher im Hymnus am Anfang|gender=m|possible_identity_with=entity_0001|borderline_entity=possible_identity)))
84	sehe		0	
85	hier		0	
86	die		0	
87	höchste		0	
88	gesunde		0	
89	Kraftentwicklung		0	
90	des		0	
91	volljährigen		0	
92	Menschenkörpers		0	
93	;		0	
94	—		0	
95	drüber		0	
96	hinaus		0	
97	liegt		0	
98	Convulsion		0	
99	und		0	
100	Delirium		0	
101	!		0	
102	“		0	
103	„		0	
104	Amerika		0	
105	!		0	
106	heilige		0	
107	Erstarrung		0	
108	ergreift		0	
109	mich	5	0	(mention_id=6|references=(entity=(entity_id=entity_0006|fullname=Sprecher im Hymnus am Anfang|gender=m|possible_identity_with=entity_0001|borderline_entity=possible_identity)))
110	bei		0	
111	deinem		0	
112	Anblicke		0	
113	.		0	
114	Die		0	
115	Schauer		0	
116	der		0	
117	Menschengröße		0	
118	wehen		0	
119	von		0	
120	deinen		0	
121	Ufern		0	
122	.		0	
123	Menschengröße		0	
124	,		0	
125	wer		0	
126	kennt		0	
127	dein		0	
128	Gefühl		0	
129	in		0	
130	Europa		0	
131	?		0	
132	Karl	6	0	(mention_id=7|references=(entity=(entity_id=entity_0034|fullname=Karl der Große|gender=m)))
133	der		0	(mention_id=7|references=(entity=(entity_id=entity_0034|fullname=Karl der Große|gender=m)))
134	Große	7	0	(mention_id=7|references=(entity=(entity_id=entity_0034|fullname=Karl der Große|gender=m)))
135	,		0	
