i	token	mention	gold
46254	10.		
46255	Die		
46256	ersten		
46257	Sonnenstrahlen		
46258	legten		
46259	sich		
46260	wie		
46261	rotes		
46262	Gold		
46263	auf		
46264	die		
46265	Spitzen		
46266	des		
46267	Waldes		
46268	,		
46269	der		
46270	sich		
46271	bis		
46272	zu		
46273	dem		
46274	weißen		
46275	,		
46276	in		
46277	Villastil		
46278	gebauten		
46279	Hause		
46280	herandrängte		
46281	.		
46282	Riesenwächtern		
46283	gleich		
46284	standen		
46285	vor		
46286	der		
46287	massiven		
46288	Gartenmauer		
46289	prachtvolle		
46290	Eichen		
46291	auf		
46292	dem		
46293	Rasengrund		
46294	.		
46295	Ein		
46296	schmaler		
46297	,		
46298	wenig		
46299	betretener		
46300	Pfad		
46301	führte		
46302	zwischen		
46303	ihnen		
46304	dahin		
46305	,		
46306	wie		
46307	man		
46308	ihn		
46309	findet		
46310	an		
46311	Stellen		
46312	,		
46313	die		
46314	eigentlich		
46315	nicht		
46316	begangen		
46317	werden		
46318	sollen		
46319	.		
46320	Noch		
46321	gaben		
46322	die		
46323	stolzen		
46324	Bäume		
46325	wenig		
46326	Schatten		
46327	.		
46328	Die		
46329	Eiche		
46330	belaubt		
46331	sich		
46332	zuletzt		
46333	;		
46334	jung		
46335	und		
46336	kraus		
46337	erschienen		
46338	die		
46339	Blättchen		
46340	an		
46341	den		
46342	knorrigen		
46343	Ästen		
46344	und		
46345	stachen		
46346	reizend		
46347	ab		
46348	gegen		
46349	die		
46350	dunklen		
46351	Edeltannen		
46352	jenseits		
46353	der		
46354	Gartenmauer		
46355	,		
46356	untermischt		
46357	mit		
46358	dem		
46359	zarten		
46360	,		
46361	schleierartigen		
46362	Laub		
46363	der		
46364	Birke		
46365	.		
46366	Wie		
46367	traumverloren		
46368	lag		
46369	das		
46370	Haus		
46371	in		
46372	dieser		
46373	Morgenstille		
46374	.		
46375	Die		
46376	grünen		
46377	Jalousien		
46378	waren		
46379	sämtlich		
46380	geschlossen		
46381	,		
46382	gleich		
46383	schlafschweren		
46384	Augen		
46385	.		
46386	Auf		
46387	dem		
46388	Dache		
46389	sonnte		
46390	sich		
46391	eine		
46392	Reihe		
46393	bunter		
46394	Flüchtertauben	6630	
46395	.		
46396	Der		
46397	Rasenplatz		
46398	vor		
46399	dem		
46400	Hause		
46401	schien		
46402	verwildert		
46403	,		
46404	kaum		
46405	noch		
46406	von		
46407	dem		
46408	grasbewachsenen		
46409	Wege		
46410	zu		
46411	unterscheiden		
46412	,		
46413	der		
46414	von		
46415	der		
46416	Gitterpforte		
46417	zum		
46418	Treppenhause		
46419	führte		
46420	.		
46421	Aus		
46422	dem		
46423	Nebengebäude		
46424	stieg		
46425	leichter		
46426	Rauch		
46427	zum		
46428	blauen		
46429	Himmel		
46430	empor		
46431	,		
46432	und		
46433	eine		
46434	Katze		
46435	saß		
46436	zusammengekauert		
46437	auf		
46438	dem		
46439	hölzernen		
46440	Bänkchen		
46441	zur		
46442	Seite		
46443	der		
46444	Haustüre		
46445	.		
46446	Kein		
46447	Laut		
46448	ringsum		
46449	,		
46450	als		
46451	der		
46452	jauchzende		
46453	Triller		
46454	der		
46455	Lerchen		
46456	,		
46457	die		
46458	unsichtbar		
46459	im		
46460	blauen		
46461	Äther		
46462	standen		
46463	.		
46464	Da		
46465	kam		
46466	unter		
46467	den		
46468	Eichen		
46469	eine		
46470	schlanke		
46471	Frauengestalt	6631	(mention_id=6617|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
46472	daher		
46473	.		
46474	Sie	6632	(mention_id=6618|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
46475	ging		
46476	langsam		
46477	,		
46478	und		
46479	ihre	6633	(mention_id=6619|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
46480	Blicke		
46481	schweiften		
46482	bald		
46483	nach		
46484	links		
46485	über		
46486	die		
46487	grünende		
46488	Saat		
46489	hinweg		
46490	ins		
46491	Land		
46492	hinaus		
46493	,		
46494	bald		
46495	hingen		
46496	sie		
46497	an		
46498	den		
46499	Bäumen		
46500	.		
46501	Sie	6634	(mention_id=6620|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
46502	mußte		
46503	schon		
46504	einen		
46505	weiten		
46506	Weg		
46507	gemacht		
46508	haben		
46509	.		
46510	Das		
46511	feine		
46512	Gesicht		
46513	sah		
46514	müde		
46515	aus		
46516	,		
46517	unter		
46518	den		
46519	Augen		
46520	lagen		
46521	braune		
46522	Schatten		
46523	und		
46524	der		
46525	Saum		
46526	ihres	6635	(mention_id=6621|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
46527	Kleides		
46528	war		
46529	feucht		
46530	wie		
46531	die		
46532	kleinen		
46533	halbhohen		
46534	Lederschuhe		
46535	,		
46536	die		
46537	unter		
46538	dem		
46539	grauen		
46540	Falbelrock		
46541	hervorsahen		
46542	.		
46543	Sie	6636	(mention_id=6622|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
46544	ging		
46545	direkt		
46546	auf		
46547	das		
46548	Gittertor		
46549	zu		
46550	,		
46551	faßte		
46552	mit		
46553	den		
46554	unbehandschuhten		
46555	Händen		
46556	die		
46557	rostigen		
46558	Stäbe		
46559	und		
46560	blickte		
46561	auf		
46562	das		
46563	Haus		
46564	,		
46565	etwa		
46566	in		
46567	der		
46568	Stellung		
46569	eines		
46570	neugierigen		
46571	Kindes	6637	(mention_id=6623|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)|specialcase_reference=figurative))
46572	.		
46573	Aber		
46574	ihre	6638	(mention_id=6624|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
46575	Augen		
46576	sahen		
46577	zu		
46578	ernst		
46579	dafür		
46580	.		
46581	Neben		
46582	ihr	6639	(mention_id=6625|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
46583	stand		
46584	schweifwedelnd		
46585	ein		
46586	brauner		
46587	Hühnerhund		
46588	und		
46589	sah		
46590	sie	6640	(mention_id=6626|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
46591	wie		
