i	token	mention	gold
38342	Sechstes		
38343	Kapitel		
38344	.		
38345	Als		
38346	Moorfeld	4228	(mention_id=4288|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
38347	unter		
38348	den		
38349	stillen		
38350	Nachthimmel		
38351	heraustrat		
38352	,		
38353	ward		
38354	ihm	4229	(mention_id=4289|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
38355	eine		
38356	freundliche		
38357	Ueberraschung		
38358	.		
38359	Deutsche		
38360	Handwerker	4230	(mention_id=4290|references=(entity=(entity_id=generic_2853|fullname=Deutsche Handwerker|gender=u|specialcase_entity=generic)))
38361	zogen		
38362	am		
38363	Hause		
38364	vorbei		
38365	und		
38366	sangen		
38367	eines		
38368	ihrer	4231	(mention_id=4291|references=(entity=(entity_id=generic_2854|fullname=Deutsche Handwerker|gender=u|specialcase_entity=generic)))
38369	schönen		
38370	Heimathslieder		
38371	.		
38372	Das		
38373	Lied		
38374	bewegte		
38375	sich		
38376	von		
38377	den		
38378	wohlklingenden		
38379	Männerstimmen		
38380	getragen		
38381	in		
38382	wenigen		
38383	glücklich		
38384	gruppirten		
38385	Accorden		
38386	,		
38387	es		
38388	stieg		
38389	wie		
38390	reine		
38391	Goldstrahlen		
38392	aus		
38393	dem		
38394	Herzen		
38395	.		
38396	Moorfeld	4232	(mention_id=4292|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
38397	stand		
38398	und		
38399	lauschte		
38400	.		
38401	Es		
38402	war		
38403	ihm	4233	(mention_id=4293|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
38404	wie		
38405	die		
38406	Berührung		
38407	einer		
38408	Freundeshand		(mention_id=4294|references=(entity=(entity_id=generic_2864|fullname=Freund allgemein|gender=u|specialcase_entity=generic)|specialcase_reference=part))
38409	,		
38410	nach		
38411	dem		
38412	Anfall		
38413	eines		
38414	Straßenräubers		(mention_id=4295|references=(entity=(entity_id=generic_2865|fullname=Straßenräuber|gender=u|specialcase_entity=generic)))
38415	.		
38416	Nie		
38417	hatte		
38418	ein		
38419	Lied		
38420	eine		
38421	glücklichere		
38422	Wirkung		
38423	.		
38424	Wie		
38425	hob		
38426	sich		
38427	deutsches		
38428	Maß		
38429	von		
38430	amerikanischer		
38431	Graßheit		
38432	hier		
38433	so		
38434	sonnenhell		
38435	ab		
38436	!		
38437	Die		
38438	Sänger	4234	(mention_id=4296|references=(entity=(entity_id=generic_2855|fullname=Deutsche Handwerker|gender=u|specialcase_entity=generic)))
38439	woben		
38440	ihrer	4235	(mention_id=4297|references=(entity=(entity_id=generic_2856|fullname=Deutsche Handwerker|gender=u|specialcase_entity=generic)))
38441	Nation		
38442	ein		
38443	Ehrenkleid		
38444	,		
38445	von		
38446	dem		
38447	sie	4236	(mention_id=4298|references=(entity=(entity_id=generic_2857|fullname=Deutsche Handwerker|gender=u|specialcase_entity=generic)))
38448	selbst		
38449	nichts		
38450	ahnten		
38451	.		
38452	Moorfeld	4237	(mention_id=4299|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
38453	folgte		
38454	ihnen	4238	(mention_id=4300|references=(entity=(entity_id=generic_2858|fullname=Deutsche Handwerker|gender=u|specialcase_entity=generic)))
38455	durch		
38456	mehrere		
38457	Straßen		
38458	.		
38459	Es		
38460	that		
38461	zu		
38462	wohl		
38463	,		
38464	von		
38465	diesen		
38466	Klangwellen		
38467	sich		(mention_id=4301|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
38468	so		
38469	fort		
38470	spülen		
38471	zu		
38472	lassen		
38473	.		
38474	Und		
38475	als		
38476	erst		
38477	Wagengerassel		
38478	und		
38479	Menschenverkehr		
38480	aufhörte		
38481	,		
38482	die		
38483	Musik		
38484	störend		
38485	zu		
38486	kreuzen		
38487	,		
38488	genoß		
38489	er	4239	(mention_id=4302|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
38490	um		
38491	so		
38492	behaglicher		
38493	.		
38494	So		
38495	wurde		
38496	der		
38497	Zuhörer	4240	(mention_id=4303|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
38498	unversehens		
38499	in		
38500	eine		
38501	Region		
38502	verlockt		
38503	,		
38504	welche		
38505	nicht		
38506	nur		
38507	wenig		
38508	befahren		
38509	,		
38510	sondern		
38511	selbst		
38512	wenig		
38513	betreten		
38514	schien		
38515	.		
38516	Mit		
38517	jeder		
38518	Wendung		
38519	,		
38520	mit		
38521	jedem		
38522	Schritte		
38523	nahm		
38524	der		
38525	Charakter		
38526	der		
38527	Einsamkeit		
38528	überhand		
38529	.		
38530	Newyork		
38531	zersplitterte		
38532	sich		
38533	plötzlich		
38534	wie		
38535	ein		
38536	aufgelöster		
38537	Rosenkranz		
38538	in		
38539	alle		
38540	Winde		
38541	.		
38542	Der		
38543	Fremde	4241	(mention_id=4304|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
38544	stand		
38545	so		
38546	zu		
38547	sagen		
38548	im		
38549	freien		
38550	Felde		
38551	.		
38552	Zwar		
38553	ließ		
38554	sich		
38555	die		
38556	gradlinige		
38557	Anlage		
38558	der		
38559	Straßen		
38560	auch		
38561	hier		
38562	wie		
38563	überall		
38564	wahrnehmen		
38565	,		
38566	aber		
38567	die		
38568	lückenhafte		
38569	Art		
38570	,		
38571	womit		
38572	diese		
38573	Linien		
38574	angebaut		
38575	waren		
38576	,		
38577	gab		
38578	dem		
38579	ganzen		
38580	Bezirke		
38581	etwas		
38582	Chaotisches		
38583	trotz		
38584	dem		
38585	mathematischen		
38586	Grundrisse		
38587	.		
38588	Es		
38589	war		
38590	offenbar		
38591	das		
38592	jüngste		
38593	Quartier		
38594	von		
38595	Newyork		
38596	.		
38597	Die		
38598	Ansiedlungen		
38599	bestanden		
38600	großentheils		
38601	aus		
38602	Gärtnereien		
38603	,		
38604	wie		
38605	sie		
38606	an		
38607	den		
38608	Rändern		
38609	der		
38610	Städte		
38611	zu		
38612	lagern		
38613	pflegen		
38614	,		
38615	bis		
38616	sie		
38617	von		
38618	dem		
38619	nachrückenden		
38620	Culturleben		
38621	weit		
38622	und		
38623	weiter		
38624	hinaus		
38625	gedrängt		
38626	werden		
38627	.		
38628	Handel-		
38629	und		
38630	Gewerbsleben		
38631	war		
38632	hier		
38633	noch		
38634	wenig		
38635	vorhanden		
38636	,		
38637	die		
38638	Grundstimmung		
38639	des		
38640	Ganzen		
38641	eine		
38642	vorherrschend		
38643	ländliche		
38644	.		
38645	In		
38646	regellosen		
38647	Entfernungen		
38648	blinzelten		
38649	Laternenpfähle		
38650	,		
38651	hie		
38652	und		
38653	da		
38654	guckte		
38655	ein		
38656	talg-helles		
38657	Fenster		
38658	in		
38659	die		
38660	Dämmerung		
38661	—		
38662	zerstreute		
38663	Lichtpunkte		
38664	,		
38665	welche		
38666	den		
38667	Wüsten-Charakter		
38668	dieses		
38669	Bezirkes		
38670	noch		
38671	sinnlicher		
38672	ausdrücken		
38673	halfen		
38674	.		
38675	Der		
38676	Chorgesang		
38677	war		
38678	inzwischen		
38679	verstummt		
