i	token	mention	gold
16983	Sechstes		
16984	Kapitel		
16985	.		
16986	Anderen		
16987	Tages		
16988	saßen		
16989	Ammerie	2527	(mention_id=2502|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
16990	und		
16991	Trudi	2528	(mention_id=2503|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
16992	bei		
16993	einer		
16994	Näharbeit		
16995	,		
16996	während		
16997	Frau	2529	(mention_id=2504|references=(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
16998	Madlen	2529	(mention_id=2504|references=(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
16999	ein		
17000	paar		
17001	notwendige		
17002	Gänge		
17003	im		
17004	Städtchen		
17005	zu		
17006	tun		
17007	hatte		
17008	,		
17009	und		
17010	sprachen		
17011	über		
17012	den		
17013	gestrigen		
17014	Spinnstubenabend		
17015	.		
17016	»		
17017	Du	2530	(mention_id=2505|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
17018	wolltest		
17019	näheres		
17020	über		
17021	den		
17022	alten		
17023	Schubiack	2531	(mention_id=2506|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
17024	,		
17025	den		
17026	Hammichel	2532	(mention_id=2507|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
17027	wissen		
17028	,		
17029	«		
17030	brachte		
17031	Ammerie	2533	(mention_id=2508|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
17032	die		
17033	Rede		
17034	auf		
17035	diesen		(mention_id=2509|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
17036	»		
17037	also		
17038	laß		
17039	dir	2534	(mention_id=2510|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
17040	erzählen		
17041	.		
17042	Er	2535	(mention_id=2511|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
17043	ist		
17044	früher		
17045	ein		
17046	Spielmann	2536	(mention_id=2512|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
17047	gewesen		
17048	,		
17049	was		
17050	er	2537	(mention_id=2513|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
17051	ja		
17052	so		
17053	nebenbei		
17054	noch		
17055	ist		
17056	,		
17057	und		
17058	hat		
17059	mit		
17060	einer		
17061	Bande	2538	
17062	Fahrender	2539	(mention_id=2514|references=(entity=(entity_id=entity_0149|fullname=Fahrende|gender=u|members=entity_0015,entity_0147|all_members_given=False|specialcase_entity=group)))
17063	,		
17064	Männer	2540	(mention_id=2515|references=(entity=(entity_id=entity_0149|fullname=Fahrende|gender=u|members=entity_0015,entity_0147|all_members_given=False|specialcase_entity=group)))
17065	und		
17066	Weiber	2541	(mention_id=2516|references=(entity=(entity_id=entity_0149|fullname=Fahrende|gender=u|members=entity_0015,entity_0147|all_members_given=False|specialcase_entity=group)))
17067	,		
17068	vieler		
17069	Herren		
17070	Länder		
17071	durchschweift		
17072	.		
17073	Auch		
17074	verheiratet		
17075	ist		
17076	er	2542	(mention_id=2517|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
17077	gewesen		
17078	und		
17079	hat		
17080	nach		
17081	dem		
17082	Tode		
17083	seiner	2543	(mention_id=2518|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
17084	Frau	2544	(mention_id=2519|references=(entity=(entity_id=entity_0157|fullname=Hammichels Frau|gender=f)))
17085	seine	2545	(mention_id=2520|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
17086	einzige		
17087	Tochter	2546	(mention_id=2521|references=(entity=(entity_id=entity_0066|fullname=Mutter von Kaspar|gender=f)))
17088	auf		
17089	seine	2547	(mention_id=2522|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
17090	Kreuz-		
17091	und		
17092	Querzüge		
17093	mitgenommen		
17094	.		
17095	Diese	2548	(mention_id=2523|references=(entity=(entity_id=entity_0066|fullname=Mutter von Kaspar|gender=f)))
17096	hat		
17097	ihm	2549	(mention_id=2524|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
17098	,		
17099	als		
17100	sie	2550	(mention_id=2525|references=(entity=(entity_id=entity_0066|fullname=Mutter von Kaspar|gender=f)))
17101	starb		
17102	,		
17103	ein		
17104	kleines		
17105	Kind	2551	(mention_id=2526|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
17106	hinterlassen		
17107	,		
17108	unsern	2552	
17109	Schneckenkaschper	2553	(mention_id=2527|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
17110	,		
17111	von		
17112	dessen	2554	
17113	Vater	2555	(mention_id=2528|references=(entity=(entity_id=entity_0068|fullname=Vater von Kaspar|gender=m)))
17114	man		
17115	nichts		
17116	weiß		
17117	.		
17118	Da		
17119	hat		
17120	der		
17121	Alte	2556	(mention_id=2529|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
17122	sich	2557	(mention_id=2530|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
17123	des		
17124	armen		
17125	verwaisen		
17126	Wurmes	2558	(mention_id=2531|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)|specialcase_reference=figurative))
17127	angenommen		
17128	,		
17129	ist		
17130	in		
17131	Gimmeldingen		
17132	hängen		
17133	geblieben		
17134	und		
17135	hat		
17136	den		
17137	Jungen	2559	(mention_id=2532|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
17138	notdürftig		
17139	aufgezogen		
17140	,		
17141	und		
17142	dies		
17143	ist		
17144	das		
17145	einzige		
17146	Lobenswerte		
17147	,		
17148	das		
17149	man		
17150	ihm	2560	(mention_id=2533|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
17151	nachsagen		
17152	kann		
17153	.		
17154	In		
17155	Gimmeldingen		
17156	,		
17157	wo		
17158	er	2561	(mention_id=2534|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
