i	token	mention	gold
55911	13.		
55912	Mit		
55913	leisen		
55914	Schritten		
55915	wandelte		
55916	der		
55917	Sommer		
55918	über		
55919	das		
55920	Land		
55921	.		
55922	Gelb		
55923	bogen		
55924	sich		
55925	die		
55926	Ährenfelder		
55927	unter		
55928	dem		
55929	warmen		
55930	Winde		
55931	,		
55932	und		
55933	leergepflückt		
55934	standen		
55935	die		
55936	Kirschbäume		
55937	auf		
55938	dem		
55939	Anger		
55940	und		
55941	längs		
55942	der		
55943	Chausseen		
55944	.		
55945	Wolkenlos		
55946	blaute		
55947	der		
55948	Himmel		
55949	,		
55950	und		
55951	in		
55952	Niendorf		
55953	wurde		
55954	das		
55955	erste		
55956	Korn		
55957	eingefahren		
55958	.		
55959	Aus		
55960	der		
55961	Stadt		
55962	war		
55963	man		
55964	in		
55965	die		
55966	Bäder		
55967	geflüchtet		
55968	oder		
55969	in		
55970	die		
55971	kühlen		
55972	Bergtäler		
55973	.		
55974	Das		
55975	Erkerhaus		
55976	am		
55977	Markte		
55978	zeigte		
55979	von		
55980	oben		
55981	bis		
55982	unten		
55983	verhangene		
55984	Fenster		
55985	.		
55986	Frau	7942	(mention_id=7922|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
55987	Baumhagen	7942	(mention_id=7922|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
55988	weilte		
55989	in		
55990	der		
55991	Schweiz		
55992	,		
55993	Herr	7943	(mention_id=7923|references=(entity=(entity_id=entity_0007|fullname=Artur Fredrich|gender=m)))
55994	und		
55995	Frau	7944	(mention_id=7924|references=(entity=(entity_id=entity_0006|fullname=Jenny Fredrich, geb. Baumhagen|gender=f)))
55996	Fredrich	7944	(mention_id=7924|references=(entity=(entity_id=entity_0006|fullname=Jenny Fredrich, geb. Baumhagen|gender=f)))
55997	in		
55998	Baden-Baden		
55999	,		
56000	Onkel	7945	(mention_id=7925|references=(entity=(entity_id=entity_0008|fullname=Onkel Heinrich|gender=m)))
56001	Heinrich	7945	(mention_id=7925|references=(entity=(entity_id=entity_0008|fullname=Onkel Heinrich|gender=m)))
56002	war		
56003	nach		
56004	Helgoland		
56005	ausgewandert		
56006	,		
56007	weil		
56008	doch		
56009	nirgends		
56010	das		
56011	Frühstück		
56012	so		
56013	gut		
56014	schmeckt		
56015	,		
56016	wie		
56017	auf		
56018	der		
56019	Badedüne		
56020	der		
56021	Felseninsel		
56022	.		
56023	Nur		
