i	token	mention	gold
28404	Eilftes		
28405	Kapitel		
28406	Eduard	3630	(mention_id=3572|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
28407	begleitete		
28408	den		
28409	Grafen	3631	(mention_id=3573|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))
28410	auf		
28411	sein	3632	(mention_id=3574|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
28412	Zimmer		
28413	und		
28414	ließ		
28415	sich	3633	(mention_id=3575|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
28416	recht		
28417	gern		
28418	durchs		
28419	Gespräch		
28420	verführen		
28421	,		
28422	noch		
28423	eine		
28424	Zeitlang		
28425	bei		
28426	ihm	3634	(mention_id=3576|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))
28427	zu		
28428	bleiben		
28429	.		
28430	Der		
28431	Graf	3635	(mention_id=3577|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))
28432	verlor		
28433	sich	3636	(mention_id=3578|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))
28434	in		
28435	vorige		
28436	Zeiten		
28437	,		
28438	gedachte		
28439	mit		
28440	Lebhaftigkeit		
28441	an		
28442	die		
28443	Schönheit		
28444	Charlottens	3637	(mention_id=3579|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
28445	,		
28446	die		
28447	er	3638	(mention_id=3580|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))
28448	als		
28449	ein		
28450	Kenner	3639	(mention_id=3581|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))
28451	mit		
28452	vielem		
28453	Feuer		
28454	entwickelte		
28455	:		
28456	»		
28457	Ein		
28458	schöner		
28459	Fuß		
28460	ist		
28461	eine		
28462	große		
28463	Gabe		
28464	der		
28465	Natur		
28466	.		
28467	Diese		
28468	Anmut		
28469	ist		
28470	unverwüstlich		
28471	.		
28472	Ich	3640	(mention_id=3582|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))
28473	habe		
28474	sie	3641	(mention_id=3583|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
28475	heute		
28476	im		
28477	Gehen		
28478	beobachtet		
28479	;		
28480	noch		
28481	immer		
28482	möchte		
28483	man		
28484	ihren	3642	(mention_id=3584|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
28485	Schuh		
28486	küssen		
28487	und		
28488	die		
28489	zwar		
28490	etwas		
28491	barbarische		
28492	,		
28493	aber		
28494	doch		
28495	tief		
28496	gefühlte		
28497	Ehrenbezeugung		
28498	der		
28499	Sarmaten	3643	(mention_id=3585|references=(entity=(entity_id=generic_0266|fullname=Sarmaten|gender=u|specialcase_entity=generic)))
28500	wiederholen		
28501	,		
28502	die	3644	(mention_id=3586|references=(entity=(entity_id=generic_0267|fullname=Sarmaten|gender=u|specialcase_entity=generic)))
28503	sich	3645	(mention_id=3587|references=(entity=(entity_id=generic_0268|fullname=Sarmaten|gender=u|specialcase_entity=generic)))
28504	nichts		
28505	Besseres		
28506	kennen		
28507	,		
28508	als		
28509	aus		
28510	dem		
28511	Schuh		
28512	einer		
28513	geliebten		
28514	und		
28515	verehrten		
28516	Person	3646	(mention_id=3588|references=(entity=(entity_id=generic_0269|fullname=von Sarmaten geliebte und verehrte Person|gender=u|specialcase_entity=generic)))
28517	ihre	3647	(mention_id=3589|references=(entity=(entity_id=generic_0270|fullname=von Sarmaten geliebte und verehrte Person|gender=u|specialcase_entity=generic)))
28518	Gesundheit		
28519	zu		
28520	trinken		
28521	.		
28522	«		
28523	Die		
28524	Spitze		
28525	des		
28526	Fußes		
28527	blieb		
28528	nicht		
28529	allein		
28530	der		
28531	Gegenstand		
28532	des		
28533	Lobes		
28534	unter		
28535	zwei		
28536	vertrauten		
28537	Männern	3648	(mention_id=3590|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
28538	.		
28539	Sie	3649	(mention_id=3591|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
28540	gingen		
28541	von		
28542	der		
28543	Person	3650	(mention_id=3592|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
28544	auf		
28545	alte		
28546	Geschichten		
28547	und		
28548	Abenteuer		
28549	zurück		
28550	und		
28551	kamen		
28552	auf		
28553	die		
28554	Hindernisse		
28555	,		
28556	die		
28557	man		
28558	ehemals		
28559	den		
28560	Zusammenkünften		
28561	dieser		
28562	beiden		
28563	Liebenden	3651	(mention_id=3593|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
