i	token	mention	gold
8578	Zweites		
8579	Kapitel		
8580	.		
8581	Im		
8582	Nachdenken		
8583	über		
8584	diese		
8585	Scene		
8586	bestieg		
8587	Moorfeld	869	(mention_id=872|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
8588	eine		
8589	Miethkalesche		
8590	und		
8591	fuhr		
8592	jetzt		
8593	der		
8594	Adresse		
8595	seines	870	(mention_id=873|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
8596	newyorker		
8597	Absteigequartiers		
8598	zu		
8599	.		
8600	Wer		
8601	mochte		
8602	der		
8603	junge		
8604	blonde		
8605	Mann	871	(mention_id=874|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
8606	sein		
8607	,		
8608	der	872	(mention_id=875|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
8609	mit		
8610	seinem	873	(mention_id=876|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
8611	germanischen		
8612	Bart		
8613	,		
8614	seiner	874	(mention_id=877|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
8615	vollen		
8616	Studentenlocke		
8617	,		
8618	seiner	875	(mention_id=878|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
8619	breiten		
8620	Brust		
8621	und		
8622	trutzigen		
8623	Stirn		
8624	ihm	876	(mention_id=879|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
8625	so		
8626	mädchenhaft-schüchtern		
8627	nachgeschlichen		
8628	und		
8629	zugestammelt		
8630	?		
8631	Ein		
8632	Eingewanderter	877	(mention_id=880|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
8633	natürlich		
8634	.		
8635	Einer	878	(mention_id=881|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
8636	jener		
8637	deutschen		
8638	Taglöhner	879	(mention_id=882|references=(entity=(entity_id=entity_0086|fullname=deutsche Taglöhner|gender=u|specialcase_entity=group)))
8639	der		
8640	Weltgeschichte		
8641	,		
8642	welche	880	(mention_id=883|references=(entity=(entity_id=entity_0086|fullname=deutsche Taglöhner|gender=u|specialcase_entity=group)))
8643	auf		
8644	der		
8645	ganzen		
8646	Erde		
8647	überall		
8648	am		
8649	Kulturleben		
8650	mitarbeiten		
8651	,		
8652	aber		
8653	selten		
8654	auf		
8655	eigenen		
8656	Namen		
8657	und		
8658	nie		
8659	auf		
8660	den		
