i	token	mention	gold
14990	Sechstes		
14991	Kapitel		
14992	Ein		
14993	Wagen		
14994	,		
14995	der		
14996	Ottilien	2016	(mention_id=1973|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
14997	brachte		
14998	,		
14999	war		
15000	angefahren		
15001	.		
15002	Charlotte	2017	(mention_id=1974|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
15003	ging		
15004	ihr	2018	(mention_id=1975|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15005	entgegen		
15006	;		
15007	das		
15008	liebe		
15009	Kind	2019	(mention_id=1976|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15010	eilte		
15011	,		
15012	sich	2020	(mention_id=1977|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15013	ihr	2021	(mention_id=1978|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
15014	zu		
15015	nähern		
15016	,		
15017	warf		
15018	sich	2022	(mention_id=1979|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15019	ihr	2023	(mention_id=1980|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
15020	zu		
15021	Füßen		
15022	und		
15023	umfaßte		
15024	ihre	2024	(mention_id=1981|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
15025	Kniee		
15026	.		
15027	»		
15028	Wozu		
15029	die		
15030	Demütigung		
15031	!		
15032	«		
15033	sagte		
15034	Charlotte	2025	(mention_id=1982|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
15035	,		
15036	die	2026	(mention_id=1983|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
15037	einigermaßen		
15038	verlegen		
15039	war		
15040	und		
15041	sie		
15042	aufheben		
15043	wollte		
15044	.		
15045	»		
15046	Es		
15047	ist		
15048	so		
15049	demütig		
15050	nicht		
15051	gemeint		
15052	,		
15053	«		
15054	versetzte		
15055	Ottilie	2027	(mention_id=1984|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15056	,		
15057	die	2028	(mention_id=1985|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15058	in		
15059	ihrer	2029	(mention_id=1986|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15060	vorigen		
15061	Stellung		
15062	blieb		
15063	.		
15064	»		
15065	Ich	2030	(mention_id=1987|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15066	mag		
15067	mich	2031	(mention_id=1988|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15068	nur		
15069	so		
15070	gern		
15071	jener		
15072	Zeit		
15073	erinnern		
15074	,		
15075	da		
15076	ich	2032	(mention_id=1989|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15077	noch		
15078	nicht		
15079	höher		
15080	reichte		
15081	als		
15082	bis		
15083	an		
15084	Ihre	2033	(mention_id=1990|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
15085	Kniee		
15086	und		
15087	Ihrer	2034	(mention_id=1991|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
15088	Liebe		
15089	schon		
15090	so		
15091	gewiß		
15092	war		
15093	.		
15094	«		
15095	Sie	2035	(mention_id=1992|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15096	stand		
15097	auf		
15098	,		
15099	und		
15100	Charlotte	2036	(mention_id=1993|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
15101	umarmte		
15102	sie	2037	(mention_id=1994|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15103	herzlich		
15104	.		
15105	Sie	2038	(mention_id=1995|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15106	ward		
15107	den		
15108	Männern	2039	(mention_id=1996|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
15109	vorgestellt		
15110	und		
15111	gleich		
15112	mit		
15113	besonderer		
15114	Achtung		
15115	als		
15116	Gast	2040	(mention_id=1997|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15117	behandelt		
15118	.		
15119	Schönheit	2041	(mention_id=1998|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)|specialcase_reference=figurative))
15120	ist		
15121	überall		
15122	ein		
15123	gar		
15124	willkommener		
15125	Gast	2042	(mention_id=1999|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)|specialcase_reference=figurative))
15126	.		
15127	Sie	2043	(mention_id=2000|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15128	schien		
15129	aufmerksam		
15130	auf		
15131	das		
15132	Gespräch		
15133	,		
15134	ohne		
15135	daß		
15136	sie	2044	(mention_id=2001|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15137	daran		
15138	teilgenommen		
15139	hätte		
15140	.		
15141	Den		
15142	andern		
15143	Morgen		
15144	sagte		
15145	Eduard	2045	(mention_id=2002|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
15146	zu		
15147	Charlotten	2046	(mention_id=2003|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
15148	:		
15149	»		
15150	Es		
15151	ist		
15152	ein		
15153	angenehmes		
15154	,		
15155	unterhaltendes		
15156	Mädchen	2047	(mention_id=2004|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15157	.		
15158	«		
15159	»		
15160	Unterhaltend		
15161	?		
15162	«		
15163	versetzte		
15164	Charlotte	2048	(mention_id=2005|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
15165	mit		
15166	Lächeln		
15167	;		
15168	»		
15169	sie	2049	(mention_id=2006|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15170	hat		
15171	ja		
15172	den		
15173	Mund		
15174	noch		
15175	nicht		
15176	aufgetan		
15177	.		
15178	«		
15179	»		
15180	So		
15181	?		
15182	«		
15183	erwiderte		
15184	Eduard	2050	(mention_id=2007|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
15185	,		
15186	indem		
15187	er	2051	(mention_id=2008|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
15188	sich	2052	(mention_id=2009|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
15189	zu		
15190	besinnen		
15191	schien		
15192	,		
15193	»		
15194	das		
15195	wäre		
15196	doch		
15197	wunderbar		
15198	!		
15199	«		
15200	Charlotte	2053	(mention_id=2010|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
15201	gab		
15202	dem		
15203	neuen		
15204	Ankömmling	2054	(mention_id=2011|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15205	nur		
15206	wenig		
15207	Winke		
15208	,		
15209	wie		
15210	es	2055	
15211	mit		
15212	dem		
15213	Hausgeschäfte		
15214	zu		
15215	halten		
15216	sei		
15217	.		
15218	Ottilie	2056	(mention_id=2012|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15219	hatte		
15220	schnell		
15221	die		
15222	ganze		
15223	Ordnung		
15224	eingesehen		
15225	,		
15226	ja		
15227	,		
15228	was		
15229	noch		
15230	mehr		
15231	ist		
15232	,		
15233	empfunden		
15234	.		
15235	Was		
15236	sie	2057	(mention_id=2013|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15237	für		
15238	alle	2058	(mention_id=2014|references=(entity=(entity_id=entity_0066|fullname=Hausbewohner|gender=u|members=entity_0001,entity_0002,entity_0003|all_members_given=False|specialcase_entity=group)))
15239	,		
15240	für		
15241	einen		
15242	jeden	2059	(mention_id=2015|references=(entity=(entity_id=entity_0066|fullname=Hausbewohner|gender=u|members=entity_0001,entity_0002,entity_0003|all_members_given=False|specialcase_entity=group)))
15243	insbesondre		
15244	zu		
15245	besorgen		
15246	hatte		
15247	,		
15248	begriff		
15249	sie	2060	(mention_id=2016|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15250	leicht		
15251	.		
15252	Alles		
15253	geschah		
15254	pünktlich		
15255	.		
15256	Sie	2061	(mention_id=2017|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15257	wußte		
15258	anzuordnen		
15259	,		
15260	ohne		
15261	daß		
15262	sie	2062	(mention_id=2018|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15263	zu		
15264	befehlen		
15265	schien		
15266	,		
15267	und		
15268	wo		
15269	jemand		
15270	säumte		
15271	,		
15272	verrichtete		
15273	sie	2063	(mention_id=2019|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15274	das		
15275	Geschäft		
15276	gleich		
15277	selbst		
15278	.		
15279	Sobald		
15280	sie	2064	(mention_id=2020|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15281	gewahr		
15282	wurde		
15283	,		
15284	wieviel		
15285	Zeit		
15286	ihr	2065	(mention_id=2021|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15287	übrigblieb		
15288	,		
15289	bat		
15290	sie	2066	(mention_id=2022|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15291	Charlotten	2067	(mention_id=2023|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
15292	,		
15293	ihre	2068	(mention_id=2024|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15294	Stunden		
15295	einteilen		
15296	zu		
15297	dürfen		
15298	,		
15299	die		
15300	nun		
15301	genau		
15302	beobachtet		
15303	wurden		
15304	.		
15305	Sie	2069	(mention_id=2025|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
15306	arbeitete		
15307	das		
15308	Vorgesetzte	2070	
15309	auf		
15310	eine		
15311	Art		
15312	,		
15313	von		
