i	token	mention	gold
83249	Funfzehntes		
83250	Kapitel		
83251	Wenn		
83252	sich		(mention_id=10951|references=(entity=(entity_id=generic_1082|fullname=Verwandte|gender=u|specialcase_entity=generic)),(entity=(entity_id=generic_1088|fullname=Freunde|gender=u|specialcase_entity=generic)),(entity=(entity_id=generic_1094|fullname=Hausgenossen|gender=u|specialcase_entity=generic)))
83253	in		
83254	einem		
83255	glücklichen		
83256	,		
83257	friedlichen		
83258	Zusammenleben		
83259	Verwandte	11037	(mention_id=10952|references=(entity=(entity_id=generic_1083|fullname=Verwandte|gender=u|specialcase_entity=generic)))
83260	,		
83261	Freunde	11038	(mention_id=10953|references=(entity=(entity_id=generic_1089|fullname=Freunde|gender=u|specialcase_entity=generic)))
83262	,		
83263	Hausgenossen	11039	(mention_id=10954|references=(entity=(entity_id=generic_1095|fullname=Hausgenossen|gender=u|specialcase_entity=generic)))
83264	,		
83265	mehr		
83266	als		
83267	nötig		
83268	und		
83269	billig		
83270	ist		
83271	,		
83272	von		
83273	dem		
83274	unterhalten		
83275	,		
83276	was		
83277	geschieht		
83278	oder		
83279	geschehen		
83280	soll		
83281	,		
83282	wenn		
83283	sie	11040	(mention_id=10955|references=(entity=(entity_id=generic_1084|fullname=Verwandte|gender=u|specialcase_entity=generic)),(entity=(entity_id=generic_1090|fullname=Freunde|gender=u|specialcase_entity=generic)),(entity=(entity_id=generic_1096|fullname=Hausgenossen|gender=u|specialcase_entity=generic)))
83284	sich	11041	(mention_id=10956|references=(entity=(entity_id=generic_1085|fullname=Verwandte|gender=u|specialcase_entity=generic)),(entity=(entity_id=generic_1091|fullname=Freunde|gender=u|specialcase_entity=generic)),(entity=(entity_id=generic_1097|fullname=Hausgenossen|gender=u|specialcase_entity=generic)))
83285	einander	11042	(mention_id=10957|references=(entity=(entity_id=generic_1086|fullname=Verwandte|gender=u|specialcase_entity=generic)),(entity=(entity_id=generic_1092|fullname=Freunde|gender=u|specialcase_entity=generic)),(entity=(entity_id=generic_1098|fullname=Hausgenossen|gender=u|specialcase_entity=generic)))
83286	ihre	11043	(mention_id=10958|references=(entity=(entity_id=generic_1087|fullname=Verwandte|gender=u|specialcase_entity=generic)),(entity=(entity_id=generic_1093|fullname=Freunde|gender=u|specialcase_entity=generic)),(entity=(entity_id=generic_1099|fullname=Hausgenossen|gender=u|specialcase_entity=generic)))
83287	Vorsätze		
83288	,		
83289	Unternehmungen		
83290	,		
83291	Beschäftigungen		
83292	wiederholt		
83293	mitteilen		
83294	und		
83295	,		
83296	ohne		
83297	gerade		
83298	wechselseitigen		
83299	Rat		
83300	anzunehmen		
83301	,		
83302	doch		
83303	immer		
83304	das		
83305	ganze		
83306	Leben		
83307	gleichsam		
83308	ratschlagend		
83309	behandeln		
83310	,		
83311	so		
83312	findet		
83313	man		
83314	dagegen		
83315	in		
83316	wichtigen		
83317	Momenten		
83318	,		
83319	eben		
83320	da		
83321	,		
83322	wo		
83323	es		
83324	scheinen		
83325	sollte		
83326	,		
83327	der		
83328	Mensch	11044	(mention_id=10959|references=(entity=(entity_id=generic_1100|fullname=Mensch allgemein|gender=u|specialcase_entity=generic)))
83329	bedürfe		
83330	fremden		
83331	Beistandes		
83332	,		
83333	fremder		
83334	Bestätigung		
83335	am		
83336	allermeisten		
83337	,		
83338	daß		
83339	sich	11045	(mention_id=10960|references=(entity=(entity_id=generic_1101|fullname=die einzelnen|gender=u|specialcase_entity=generic)))
83340	die		
83341	einzelnen	11046	(mention_id=10961|references=(entity=(entity_id=generic_1102|fullname=die einzelnen|gender=u|specialcase_entity=generic)))
83342	auf		
83343	sich	11047	(mention_id=10962|references=(entity=(entity_id=generic_1103|fullname=die einzelnen|gender=u|specialcase_entity=generic)))
83344	selbst		
83345	zurückziehen		
83346	,		
83347	jedes		(mention_id=10963|references=(entity=(entity_id=generic_1104|fullname=die einzelnen|gender=u|specialcase_entity=generic)))
83348	für		
