i	token	mention	gold
13088	3.		
13089	Zu		
13090	Niendorf		
13091	im		
13092	Herrenhause		
13093	gab		
13094	es		
13095	ein		
13096	Zimmer		
13097	,		
13098	darinnen		
13099	blühten		
13100	Rosen		
13101	in		
13102	Fülle		
13103	.		
13104	Nicht		
13105	nur		
13106	die		
13107	in		
13108	den		
13109	Scherben		
13110	zwischen		
13111	den		
13112	Doppelfenstern		
13113	oder		
13114	auf		
13115	dem		
13116	Blumenbrett		
13117	vor		
13118	den		
13119	Scheiben		
13120	,		
13121	je		
13122	nachdem		
13123	die		
13124	Jahreszeit		
13125	es		
13126	gebot		
13127	,		
13128	auch		
13129	im		
13130	Stübchen		
13131	selbst		
13132	rankten		
13133	sich		
13134	Tausende		
13135	der		
13136	schönsten		
13137	Erdenblumen		
13138	um		
13139	Bilder		
13140	und		
13141	Möbel		
13142	.		
13143	Es		
13144	machte		
13145	einen		
13146	wunderlichen		
13147	Eindruck		
13148	,		
13149	besonders		
13150	wenn		
13151	man		
13152	statt		
13153	des		
13154	Dornröschens		(mention_id=1723|references=(entity=(entity_id=entity_0159|fullname=Dornröschen|gender=f|specialcase_entity=nonfact)|specialcase_reference=figurative))
13155	,		
13156	das		
13157	man		
13158	hier		
13159	schlummernd		
13160	zu		
13161	finden		
13162	meinte		
13163	,		
13164	eine		
13165	sehr		
13166	alte		
13167	Frau	1719	(mention_id=1724|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
13168	im		
13169	Lehnstuhl		
13170	am		
13171	Fenster		
13172	erblickte		
13173	,		
13174	unermüdlich		
13175	beschäftigt		
13176	,		
13177	aus		
13178	farbigem		
13179	Seidenpapier		
13180	Blätter		
13181	und		
13182	Blättchen		
13183	zu		
13184	bilden		
13185	und		
13186	aneinander		
13187	zu		
13188	fügen		
13189	,		
13190	bis		
13191	endlich		
13192	eine		
13193	Rose		
13194	am		
13195	Drahtstengel		
13196	schwankte		
13197	,		
13198	von		
13199	weitem		
13200	so		
13201	natürlich		
13202	anzusehen		
13203	,		
13204	als		
13205	wäre		
13206	sie		
13207	eben		
13208	vom		
13209	Stocke		
13210	gebrochen		
13211	.		
13212	Tante	1720	(mention_id=1725|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
13213	Rosalie	1720	(mention_id=1725|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
13214	konnte		
13215	nicht		
13216	leben		
13217	,		
13218	ohne		
13219	Rosen		
13220	zu		
13221	machen		
13222	.		
13223	Sie	1721	(mention_id=1726|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
13224	verschwendete		
13225	die		
13226	Hälfte		
13227	ihres	1722	(mention_id=1727|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
13228	bescheidenen		
13229	Einkommens		
13230	in		
13231	Seidenpapier		
13232	,		
13233	und		
13234	wem	1723	(mention_id=1728|references=(entity=(entity_id=entity_0151|fullname=Personen, denen Tante Rosalie wohlwollte|gender=u|specialcase_entity=group)))
13235	sie	1724	(mention_id=1729|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
13236	irgend		
13237	wohlwollte		
13238	,		
13239	der	1725	(mention_id=1730|references=(entity=(entity_id=entity_0151|fullname=Personen, denen Tante Rosalie wohlwollte|gender=u|specialcase_entity=group)))
13240	erhielt		
13241	einen		
13242	Rosenkranz		
13243	zum		
13244	Präsent		
13245	–		
13246	rote		
13247	,		
13248	rosa		
13249	,		
13250	weiße		
13251	und		
13252	gelbe		
13253	Blumenkelche		
13254	,		
13255	geschmackvoll		
13256	durcheinander		
13257	gemischt		
13258	.		
13259	Sämtliche		
13260	Dorfschönen	1726	(mention_id=1731|references=(entity=(entity_id=entity_0160|fullname=Dorfschönen|gender=f|specialcase_entity=group)))
13261	trugen		
13262	auf		
13263	dem		
13264	sonntäglichen		
13265	Tanzboden		
13266	Rosen		
13267	des		
13268	alten		
13269	Fräulein	1727	(mention_id=1732|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
