i	token	mention	gold
74847	Dreiundzwanzigstes		
74848	Kapitel		
74849	.		
74850	Von		
74851	ihrer	11893	(mention_id=11826|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
74852	Auswanderung		
74853	aus		
74854	der		
74855	Pfalz		
74856	war		
74857	zwischen		
74858	Franz	11894	(mention_id=11827|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
74859	und		
74860	Trudi	11895	(mention_id=11828|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
74861	nicht		
74862	mehr		
74863	die		
74864	Rede		
74865	gewesen		
74866	,		
74867	seit		
74868	sie	11896	(mention_id=11829|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
74869	notgedrungen		
74870	den		
74871	Entschluß		
74872	dazu		
74873	gefaßt		
74874	hatten		
74875	.		
74876	Das		
74877	war		
74878	an		
74879	demselben		
74880	Tage		
74881	morgens		
74882	geschehen		
74883	,		
74884	da		
74885	Kaspar	11897	(mention_id=11830|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
74886	mittags		
74887	auf		
74888	dem		
74889	Abtshofe		
74890	das		
74891	Auftauchen		
74892	Ebendorffers	11898	(mention_id=11831|references=(entity=(entity_id=entity_0027|fullname=Vincenz Ebendorffer|gender=m)))
74893	in		
74894	Wachenheim		
74895	gemeldet		
74896	hatte		
74897	,		
74898	und		
74899	vor		
74900	der		
74901	gegenwärtigen		
74902	Sorge		
74903	,		
74904	welche		
74905	Folgen		
74906	sein	11899	(mention_id=11832|references=(entity=(entity_id=entity_0027|fullname=Vincenz Ebendorffer|gender=m)))
74907	Erscheinen		
74908	für		
74909	Trudi	11900	(mention_id=11833|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
74910	haben		
74911	würde		
74912	,		
74913	mußten		
74914	alle		
74915	auf		
74916	die		
74917	Zukunft		
74918	gerichteten		
74919	Pläne		
74920	zurücktreten		
74921	.		
74922	Als		
74923	aber		
74924	die		
74925	von		
74926	der		
74927	Anwesenheit		
74928	des		
74929	Meiers	11901	(mention_id=11834|references=(entity=(entity_id=entity_0027|fullname=Vincenz Ebendorffer|gender=m)))
74930	drohende		
74931	Gefahr		
74932	nicht		
74933	allein		
74934	mit		
74935	ihm	11902	(mention_id=11835|references=(entity=(entity_id=entity_0027|fullname=Vincenz Ebendorffer|gender=m)))
74936	selber		
74937	verschwunden		
74938	war		
74939	,		
74940	sondern		
74941	auch		
74942	mittelbar		
74943	das		
74944	tatkräftige		
74945	Vorgehen		
74946	der		
74947	Stadtgemeinde		(mention_id=11836|references=(entity=(entity_id=entity_0019|fullname=Wachenheimer|gender=mf|members=entity_0007,entity_0013,entity_0014,entity_0026|all_members_given=False|specialcase_entity=group)))
74948	gegen		
74949	jede		
74950	Freiheitsbeschränkung		
74951	in		
74952	Trudis	11903	(mention_id=11837|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
74953	Dasein		
74954	zuwege		
74955	gebracht		
74956	hatte		
74957	,		
74958	dachten		
74959	die		
74960	Liebenden	11904	(mention_id=11838|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
74961	nicht		
74962	mehr		
74963	daran		
74964	,		
74965	das		
74966	schöne		
74967	Pfälzerland		
74968	fluchtartig		
74969	zu		
74970	verlassen		
74971	.		
74972	Lebten		
74973	sie	11905	(mention_id=11839|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
74974	doch		
74975	jetzt		
74976	der		
74977	frohen		
74978	Hoffnung		
74979	,		
74980	daß		
74981	ihnen	11906	(mention_id=11840|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
74982	durch		
74983	die		
74984	angerufene		
74985	Gnade		
74986	des		
74987	Pfalzgrafen	11907	(mention_id=11841|references=(entity=(entity_id=entity_0047|fullname=Kurfürst Karl Ludwig|gender=m)))
74988	das		
74989	Verbleiben		
74990	hier		
74991	ungekränkt		
74992	gestattet		
74993	und		
74994	zugleich		
74995	das		
74996	einzige		
74997	ihrer	11908	(mention_id=11842|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
74998	ehelichen		
74999	Verbindung		
75000	entgegenstehende		
75001	Hindernis		
75002	beseitigt		
75003	werden		
75004	würde		
75005	.		
75006	Die		
75007	Zeit		
75008	des		
75009	Wartens		
75010	auf		
75011	die		
75012	Rückkehr		
75013	der		
75014	nach		
75015	Heidelberg		
75016	Entsandten	11909	(mention_id=11843|references=(entity=(entity_id=entity_0005|fullname=Peter Armbruster|gender=m)),(entity=(entity_id=entity_0014|fullname=Lutz Hebenstreit|gender=m)),(entity=(entity_id=entity_0012|fullname=Florian Gersbacher|gender=m)),(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
75017	kürzte		
75018	Franz	11910	(mention_id=11844|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
75019	der		
75020	Geliebten	11911	(mention_id=11845|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
75021	durch		
75022	häufige		
75023	Besuche		
75024	,		
75025	bei		
75026	denen		
75027	er	11912	(mention_id=11846|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
75028	sie	11913	(mention_id=11847|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
75029	seiner	11914	(mention_id=11848|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
75030	unbegrenzten		
75031	Siegesgewißheit		
75032	teilhaftig		
75033	zu		
75034	machen		
75035	nicht		
75036	müde		
75037	wurde		
75038	.		
75039	Sie	11915	(mention_id=11849|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
75040	hing		
75041	mit		
75042	unverwandten		
75043	Augen		
75044	an		
75045	seinen	11916	(mention_id=11850|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
75046	redseligen		
75047	Lippen		
75048	,		
75049	als		
75050	wollte		
75051	sie	11917	(mention_id=11851|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
75052	in		
75053	sein	11918	(mention_id=11852|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
75054	Innerstes		
75055	schauen		
75056	,		
75057	ob		
75058	er	11919	(mention_id=11853|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
75059	von		
75060	der		
75061	Erfüllung		
75062	ihres	11920	(mention_id=11854|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
75063	und		
75064	seines	11921	(mention_id=11855|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
75065	sehnlichsten		
75066	Wunsches		
75067	wirklich		
75068	so		
75069	fest		
75070	überzeugt		
75071	wäre		
75072	wie		
75073	er	11922	(mention_id=11856|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
75074	vorgab		
75075	.		
75076	In		
75077	wechselnder		
75078	,		
75079	bald		
75080	gehobener		
75081	,		
75082	bald		
75083	bedrückter		
75084	Stimmung		
75085	lauschte		
75086	sie	11923	(mention_id=11857|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
75087	seinen	11924	(mention_id=11858|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
75088	treuherzigen		
75089	Versicherungen		
75090	,		
75091	sie	11925	(mention_id=11859|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
75092	mit		
75093	einem		
75094	träumerischen		
75095	Lächeln		
75096	oder		
75097	einem		
75098	schwermütigen		
75099	Seufzer		
75100	begleitend		
75101	.		
75102	Denn		
75103	sie	11926	(mention_id=11860|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
75104	,		
75105	die	11927	(mention_id=11861|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
75106	in		
75107	früherer		
75108	Zeit		
75109	soviel		
75110	Bitternis		
75111	und		
75112	Leid		
75113	zu		
75114	ertragen		
75115	und		
75116	in		
75117	jüngster		
75118	Zeit		
75119	soviel		
75120	Schrecken		
75121	und		
75122	Angst		
75123	auszustehen		
75124	gehabt		
75125	hatte		
75126	,		
75127	wagte		
75128	noch		
75129	nicht		
75130	,		
75131	nun		
75132	auf		
75133	einmal		
75134	an		
75135	ein		
75136	so		
75137	großes		
75138	Glück		
75139	zu		
75140	glauben		
75141	,		
75142	das		
75143	ihr	11928	(mention_id=11862|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
75144	jetzt		
75145	nicht		
75146	mehr		
75147	in		
75148	nebelhafter		
75149	Ferne		
75150	aufdämmerte		
75151	,		
75152	sondern		
75153	schon		
75154	aus		
75155	greifbarer		
75156	Nähe		
75157	winkte		
75158	.		
75159	Als		
75160	aber		
75161	der		
75162	dritte		
75163	und		
75164	auch		
75165	der		
75166	vierte		
75167	Tag		
75168	nach		
75169	der		
75170	Abfahrt		
75171	der		
75172	Deputation	11929	
75173	verging		
75174	,		
75175	ohne		
75176	sie	11930	(mention_id=11863|references=(entity=(entity_id=entity_0005|fullname=Peter Armbruster|gender=m)),(entity=(entity_id=entity_0014|fullname=Lutz Hebenstreit|gender=m)),(entity=(entity_id=entity_0012|fullname=Florian Gersbacher|gender=m)),(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
75177	zurückzubringen		
75178	,		
75179	sank		
75180	Trudis	11931	(mention_id=11864|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
75181	Hoffnung		
75182	tiefer		
75183	und		
75184	tiefer		
75185	,		
75186	und		
75187	auch		
75188	Franzens	11932	(mention_id=11865|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
75189	Zuversicht		
75190	geriet		
75191	in		
75192	ein		
75193	so		
75194	bedenkliches		
75195	Schwanken		
75196	,		
75197	daß		
75198	er	11933	(mention_id=11866|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
75199	seine	11934	(mention_id=11867|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
75200	wachsende		
75201	Befürchtung		
75202	kaum		
75203	noch		
75204	verhehlen		
75205	konnte		
75206	.		
75207	Endlich		
75208	gegen		
75209	Abend		
75210	des		
75211	fünften		
75212	Tages		
75213	kam		
75214	Kaspar	11935	(mention_id=11868|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
75215	spornstreichs		(mention_id=11869|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
75216	angetrabt		
75217	und		
75218	wurde		
75219	von		
75220	Patz	11936	
75221	mit		
75222	einem		
75223	so		
75224	unbändigen		
75225	Freudengebell		
75226	begrüßt		
75227	,		
75228	daß		
75229	die		
75230	Insassen	11937	(mention_id=11870|references=(entity=(entity_id=entity_0007|fullname=Familie Armbruster|gender=mf|members=entity_0001,entity_0003,entity_0004,entity_0005,entity_0008,entity_0016,entity_0017|all_members_given=True|specialcase_entity=group)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
75231	des		
75232	Abtshofes		
75233	sofort		
75234	an		
75235	der		
75236	Haustür		
75237	erschienen		
75238	.		
75239	»		
75240	Wir	11938	(mention_id=11871|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)),(entity=(entity_id=entity_0005|fullname=Peter Armbruster|gender=m)),(entity=(entity_id=entity_0014|fullname=Lutz Hebenstreit|gender=m)),(entity=(entity_id=entity_0012|fullname=Florian Gersbacher|gender=m)))
75241	sind		
75242	wieder		
75243	da		
75244	!		
75245	«		
75246	rief		
75247	er	11939	(mention_id=11872|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
75248	atemlos		
75249	aus		
75250	,		
75251	»		
75252	und		
75253	die		
75254	andern	11940	(mention_id=11873|references=(entity=(entity_id=entity_0005|fullname=Peter Armbruster|gender=m)),(entity=(entity_id=entity_0014|fullname=Lutz Hebenstreit|gender=m)),(entity=(entity_id=entity_0012|fullname=Florian Gersbacher|gender=m)))
75255	lassen		
