i	token	mention	gold
34531	Elftes		
34532	Kapitel		
34533	.		
34534	Der		
34535	Sommer		
34536	thronte		
34537	mit		
34538	seiner		
34539	strahlenden		
34540	Pracht		
34541	im		
34542	Lande		
34543	und		
34544	wirkte		
34545	mit		
34546	allen		
34547	Kräften		
34548	,		
34549	das		
34550	Wachsen		
34551	und		
34552	Reifen		
34553	zu		
34554	fördern		
34555	,		
34556	um		
34557	seinem		
34558	Nachfolger		
34559	,		
34560	dem		
34561	Herbst		
34562	,		
34563	die		
34564	Erzeugnisse		
34565	seines	5270	
34566	Schaffens		
34567	als		
34568	tausendfältiges		
34569	,		
34570	kostbares		
34571	Erbe		
34572	zu		
34573	hinterlassen		
34574	.		
34575	Dabei		
34576	halfen		
34577	ihm		
34578	die		
34579	Menschen	5271	(mention_id=5216|references=(entity=(entity_id=generic_0243|fullname=generic_0048|gender=u|specialcase_entity=generic)))
34580	mit		
34581	rührigem		
34582	Fleiß		
34583	,		
34584	denn		
34585	die		
34586	winkenden		
34587	Schätze		
34588	sollten		
34589	ja		
34590	doch		
34591	zu		
34592	Genuß		
34593	und		
34594	Gebrauch		
34595	in		
34596	ihre	5272	(mention_id=5217|references=(entity=(entity_id=generic_0244|fullname=generic_0049|gender=u|specialcase_entity=generic)))
34597	Hände		
34598	gelangen		
34599	und		
34600	ihnen	5273	(mention_id=5218|references=(entity=(entity_id=generic_0245|fullname=generic_0050|gender=u|specialcase_entity=generic)))
34601	zum		
34602	Segen		
34603	gedeihen		
34604	.		
34605	Die		
34606	Pfälzer	5274	(mention_id=5219|references=(entity=(entity_id=entity_0107|fullname=Pfälzer|gender=u|members=entity_0138|all_members_given=True|specialcase_entity=group)))
34607	,		
34608	auch		
34609	die	5275	(mention_id=5220|references=(entity=(entity_id=entity_0019|fullname=Wachenheimer|gender=mf|members=entity_0007,entity_0013,entity_0014,entity_0026|all_members_given=False|specialcase_entity=group)))
34610	in		
34611	Wachenheim		
34612	,		
34613	sahen		
34614	der		
34615	Ernte		
34616	vertrauensvoll		
34617	entgegen		
34618	.		
34619	In		
34620	den		
34621	Weinbergen		
34622	schwollen		
34623	die		
34624	Trauben		
34625	,		
34626	auf		
34627	den		
34628	Feldern		
34629	wogten		
34630	die		
34631	Ähren		
34632	,		
34633	und		
34634	an		
34635	den		
34636	Bäumen		
34637	bogen		
34638	sich		
34639	die		
34640	Zweige		
34641	mit		
34642	den		
34643	dicht		
34644	hängenden		
34645	Früchten		
34646	.		
34647	Was		
34648	noch		
34649	an		
34650	Arbeit		
34651	getan		
34652	werden		
34653	konnte		
34654	und		
34655	mußte		
34656	,		
34657	geschah		
34658	Tag		
34659	für		
34660	Tag		
34661	,		
34662	und		
34663	nach		
34664	Feierabend		
34665	herrschte		
34666	Ruh'		
34667	und		
34668	Zufriedenheit		
34669	in		
34670	den		
34671	Häusern		
34672	,		
34673	und		
34674	in		
34675	den		
34676	Straußwirtschaften		
34677	gab		
34678	es		
34679	oft		
34680	ein		
34681	lautes		
34682	,		
34683	lustiges		
34684	Dischkurieren		
34685	und		
34686	ein		
34687	dauerhaftes		
34688	Trinken		
34689	.		
34690	Unter		
34691	diesem		
34692	und		
34693	jenem		
34694	Dache		
34695	freilich		
34696	schlug		
34697	auch		
34698	ein		
34699	Herz		
34700	in		
34701	Angst		
34702	und		
34703	Qual		
34704	und		
34705	schickte		
34706	Wunsch		
34707	und		
34708	Gebet		
34709	zum		
34710	Himmel		
34711	um		
34712	Stillung		
34713	eines		
34714	Leids		
34715	oder		
34716	Erfüllung		
34717	eines		
34718	heißen		
34719	Begehrens		
34720	.		
34721	In		
34722	zweien		
34723	der		
34724	reichsten		
34725	Bauernhöfe		
34726	nisteten		
34727	Sorgen		
34728	,		
34729	von		
34730	denen		
34731	die		
34732	nächsten		
34733	Nachbarn	5276	(mention_id=5221|references=(entity=(entity_id=entity_0193|fullname=Nachbarn|gender=u|specialcase_entity=group)))
34734	nichts		
34735	wußten		
34736	und		
34737	nicht		
34738	einmal		
34739	alle		
