i	token	mention	gold
52913	Sechzehntes		
52914	Kapitel		
52915	.		
52916	Das		
52917	Frühmahl		
52918	bei		
52919	Armbrusters	8229	(mention_id=8177|references=(entity=(entity_id=entity_0007|fullname=Familie Armbruster|gender=mf|members=entity_0001,entity_0003,entity_0004,entity_0005,entity_0008,entity_0016,entity_0017|all_members_given=True|specialcase_entity=group)))
52920	verlief		
52921	am		
52922	nächsten		
52923	Morgen		
52924	stiller		
52925	als		
52926	sonst		
52927	.		
52928	Christoph	8230	(mention_id=8178|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
52929	sowohl		
52930	wie		
52931	Madlen	8231	(mention_id=8179|references=(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
52932	saßen		
52933	da		
52934	,		
52935	als		
52936	hätten		
52937	sie	8232	(mention_id=8180|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)),(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
52938	über		
52939	Nacht		
52940	das		
52941	Reden		
52942	verlernt		
52943	,		
52944	und		
52945	die		
52946	Mädchen	8233	(mention_id=8181|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
52947	tauschten		
52948	mehrmals		
52949	einen		
52950	verwunderten		
52951	Blick		
52952	,		
52953	mit		
52954	dem		
52955	eins	8234	(mention_id=8182|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
52956	das		
52957	andere	8235	(mention_id=8183|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
52958	fragte		
52959	:		
52960	was		
52961	haben		
52962	denn		
52963	nur		
52964	die		
52965	Eltern	8236	(mention_id=8184|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)),(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
52966	,		
52967	daß		
52968	sie	8237	(mention_id=8185|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)),(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
52969	so		
52970	ernst		
52971	und		
52972	rückhaltig		
52973	sind		
52974	?		
52975	jedes	8238	(mention_id=8186|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
52976	dachte		
52977	:		
52978	es		
52979	muß		
52980	ihnen	8239	(mention_id=8187|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)),(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
52981	etwas		
52982	im		
52983	Kopfe		
52984	liegen		
52985	,		
52986	was		
52987	wir	8240	(mention_id=8188|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
52988	nicht		
52989	wissen		
52990	und		
52991	vielleicht		
52992	nicht		
52993	wissen		
52994	sollen		
52995	.		
52996	Mit		
52997	dieser		
52998	Annahme		
52999	täuschten		
53000	sie	8241	(mention_id=8189|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
53001	sich	8242	(mention_id=8190|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
53002	nicht		
53003	,		
53004	aber		
53005	schwerer		
53006	als		
53007	im		
53008	Kopfe		
53009	lag		
53010	es		
53011	den		
53012	beiden		
53013	Alten	8243	(mention_id=8191|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)),(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
53014	im		
53015	Herzen		
53016	,		
53017	was		
53018	sie	8244	(mention_id=8192|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)),(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
53019	heut		
53020	so		
53021	schweigsam		
53022	machte		
53023	.		
53024	Der		
53025	Bürgermeister	8245	(mention_id=8193|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
53026	hatte		
53027	seiner	8246	(mention_id=8194|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
53028	Frau	8247	(mention_id=8195|references=(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
53029	gestern		
53030	nachmittag		
53031	seine	8248	(mention_id=8196|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
53032	Unterredung		
53033	mit		
53034	dem		
53035	Freiherrn	8249	(mention_id=8197|references=(entity=(entity_id=entity_0018|fullname=Reichsfreiherr Dietrich von Remchingen|gender=m)))
53036	mitgeteilt		
53037	,		
53038	und		
53039	danach		
53040	waren		
53041	beide	8250	(mention_id=8198|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)),(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
53042	übereingekommen		
53043	,		
53044	ihrer	8251	(mention_id=8199|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)),(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
53045	Pflegetochter	8252	(mention_id=8200|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
53046	nun		
53047	doch		
53048	endlich		
53049	zu		
53050	sagen		
53051	,		
53052	was		
53053	sie	8253	(mention_id=8201|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
53054	so		
53055	nahe		
53056	anging		
53057	,		
53058	denn		
53059	jetzt		
53060	konnte		
53061	jeden		
53062	Tag		
53063	der		
53064	Faut	8254	(mention_id=8202|references=(entity=(entity_id=entity_0172|fullname=Hühner-und Außenfaut Lippert Wallmann|gender=m)))
53065	auf		
53066	dem		
53067	Abtshof		
53068	erscheinen		
53069	.		
53070	Darauf		
53071	mußte		
53072	sie	8255	(mention_id=8203|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
53073	vorbereitet		
53074	sein		
53075	.		
53076	Dann		
53077	hatten		
53078	sie	8256	(mention_id=8204|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)),(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
53079	beratschlagt		
53080	,		
53081	wer	8257	(mention_id=8205|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)),(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
53082	von		
53083	ihnen	8258	(mention_id=8206|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)),(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
53084	die		
53085	heikle		
53086	Aufgabe		
53087	übernehmen		
53088	sollte		
53089	,		
53090	Trudi	8259	(mention_id=8207|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
53091	einzuweihen		
53092	,		
53093	ob		
53094	Madlen	8260	(mention_id=8208|references=(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
53095	unter		
53096	vier		
53097	Augen		
53098	oder		
53099	Christoph	8261	(mention_id=8209|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
53100	im		
53101	Beisammensein		
53102	aller		
53103	vier	8262	(mention_id=8210|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)),(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)),(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
53104	.		
53105	Sie	8263	(mention_id=8211|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)),(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
53106	hatten		
53107	sich	8264	(mention_id=8212|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)),(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
53108	für		
53109	letzteres		
53110	entschieden		
53111	und		
53112	beschlossen		
53113	,		
53114	daß		
53115	Christoph	8265	(mention_id=8213|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
53116	ihr	8266	(mention_id=8214|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
53117	die		
53118	Sachlage		
53119	so		
53120	darstellen		
53121	sollte		
53122	,		
53123	als		
53124	handelte		
53125	es		
53126	sich		
53127	um		
53128	nichts		
53129	besonders		
53130	Wichtiges		
53131	.		
53132	So		
53133	blieb		
53134	er	8267	(mention_id=8215|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
53135	denn		
53136	nach		
53137	Beendigung		
53138	des		
53139	Morgenimbisses		
53140	gegen		
53141	seine	8268	(mention_id=8216|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
53142	Gewohnheit		
53143	noch		
53144	am		
53145	Tische		
53146	sitzen		
53147	und		
53148	fing		
53149	wie		
53150	ganz		
53151	beiläufig		
53152	an		
53153	:		
53154	»		
53155	Nun		
53156	kann		
53157	ich	8269	(mention_id=8217|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
53158	euch	8270	(mention_id=8218|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
53159	auch		
53160	erzählen		
53161	,		
53162	was		
53163	gestern		
53164	mein	8271	(mention_id=8219|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
53165	alter		
53166	Freund	8272	(mention_id=8220|references=(entity=(entity_id=entity_0018|fullname=Reichsfreiherr Dietrich von Remchingen|gender=m)))
53167	,		
53168	der		
53169	Reichsfreiherr	8273	(mention_id=8221|references=(entity=(entity_id=entity_0018|fullname=Reichsfreiherr Dietrich von Remchingen|gender=m)))
53170	,		
53171	von		
53172	mir	8274	(mention_id=8222|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
53173	gewollt		
53174	hat		
53175	.		
53176	Es		
53177	betrifft		
53178	dich	8275	(mention_id=8223|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
53179	,		
53180	liebe		
53181	Trudi	8276	(mention_id=8224|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
53182	.		
53183	Unser	8277	(mention_id=8225|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
53184	Pfalzgraf	8278	(mention_id=8226|references=(entity=(entity_id=entity_0047|fullname=Kurfürst Karl Ludwig|gender=m)))
53185	hat		
53186	das		
53187	Wiederinkrafttreten		
53188	eines		
53189	alten		
53190	,		
53191	verschollenen		
53192	Rechtes		
53193	,		
53194	des		
53195	Wildfangrechtes		
53196	,		
53197	anbefohlen		
53198	,		
53199	wonach		
53200	jeder		
