i	token	mention	gold
156398	Siebentes		
156399	Kapitel		
156400	.		
156401	Dieser		
156402	Brief		
156403	war		
156404	der		
156405	letzte		
156406	,		
156407	den		
156408	Moorfeld	18198	(mention_id=18466|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
156409	aus		
156410	Ohio		
156411	an		
156412	Benthal	18199	(mention_id=18467|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
156413	schrieb		
156414	.		
156415	Die		
156416	scheinbare		
156417	Ruhe		
156418	und		
156419	Mäßigung		
156420	,		
156421	womit		
156422	er	18200	(mention_id=18468|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
156423	die		
156424	unglückliche		
156425	Begebenheit		
156426	erzählt		
156427	,		
156428	war		
156429	vielleicht		
156430	schon		
156431	in		
156432	dem		
156433	Augenblicke		
156434	,		
156435	da		
156436	er's	18201	(mention_id=18469|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
156437	that		
156438	,		
156439	entweder		
156440	nur		
156441	die		
156442	Ohnmacht		
156443	des		
156444	Betäubten	18202	(mention_id=18470|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
156445	,		
156446	oder		
156447	das		
156448	mühsamste		
156449	Product		
156450	der		
156451	Reflexion		
156452	,		
156453	womit		
156454	er	18203	(mention_id=18471|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
156455	—		
156456	ein		
156457	Mann	18204	(mention_id=18472|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
156458	vor		
156459	einem		
156460	Mann	18205	(mention_id=18473|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
156461	—		
156462	sich	18206	(mention_id=18474|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
156463	zusammennahm		
156464	.		
156465	Anders		
156466	sah		
156467	ihn	18207	(mention_id=18475|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
156468	seine	18208	(mention_id=18476|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
156469	nächste		
156470	Umgebung	18209	(mention_id=18477|references=(entity=(entity_id=entity_1077|fullname=Moorfelds Umgebung|gender=u|specialcase_entity=group)))
156471	.		
156472	Der		
156473	Ausbruch		
156474	der		
156475	Wuth		
156476	,		
156477	von		
156478	welchem		
156479	er	18210	(mention_id=18478|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
156480	in		
156481	knappester		
156482	Gemessenheit		
156483	Erwähnung		
156484	macht		
156485	,		
156486	daß		
156487	er		
156488	ihn		
156489	unmittelbar		
156490	gegen		
156491	den		
156492	Urheber	18211	(mention_id=18479|references=(entity=(entity_id=entity_0965|fullname=Prediger bei Camp-Meeting|gender=m)))
156493	des		
