i	token	mention	gold
32219	Dreizehntes		
32220	Kapitel		
32221	Eduard	4211	(mention_id=4155|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32222	von		
32223	seiner	4212	(mention_id=4156|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32224	Seite		
32225	ist		
32226	in		
32227	einer		
32228	ganz		
32229	verschiedenen		
32230	Stimmung		
32231	.		
32232	Zu		
32233	schlafen		
32234	denkt		
32235	er	4213	(mention_id=4157|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32236	so		
32237	wenig		
32238	,		
32239	daß		
32240	es		
32241	ihm	4214	(mention_id=4158|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32242	nicht		
32243	einmal		
32244	einfällt		
32245	,		
32246	sich	4215	(mention_id=4159|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32247	auszuziehen		
32248	.		
32249	Die		
32250	Abschrift		
32251	des		
32252	Dokuments		
32253	küßt		
32254	er	4216	(mention_id=4160|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32255	tausendmal		
32256	,		
32257	den		
32258	Anfang		
32259	von		
32260	Ottiliens	4217	(mention_id=4161|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
32261	kindlich		
32262	schüchterner		
32263	Hand		
32264	;		
32265	das		
32266	Ende		
32267	wagt		
32268	er	4218	(mention_id=4162|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32269	kaum		
32270	zu		
32271	küssen		
32272	,		
32273	weil		
32274	er	4219	(mention_id=4163|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32275	seine	4220	(mention_id=4164|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32276	eigene		
32277	Hand		
32278	zu		
32279	sehen		
32280	glaubt		
32281	.		
32282	›		
32283	O		
32284	daß		
32285	es		
32286	ein		
32287	andres		
32288	Dokument		
32289	wäre		
32290	!		
32291	‹		
32292	sagt		
32293	er	4221	(mention_id=4165|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32294	sich	4222	(mention_id=4166|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32295	im		
32296	stillen		
32297	;		
32298	und		
32299	doch		
32300	ist		
32301	es		
32302	ihm	4223	(mention_id=4167|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32303	auch		
32304	schon		
32305	die		
32306	schönste		
32307	Versicherung		
32308	,		
32309	daß		
32310	sein	4224	(mention_id=4168|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32311	höchster		
32312	Wunsch		
32313	erfüllt		
32314	sei		
32315	.		
32316	Bleibt		
32317	es		
32318	ja		
32319	doch		
32320	in		
32321	seinen	4225	(mention_id=4169|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32322	Händen		
32323	!		
32324	und		
32325	wird		
32326	er	4226	(mention_id=4170|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32327	es		
32328	nicht		
32329	immerfort		
32330	an		
32331	sein	4227	(mention_id=4171|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32332	Herz		
32333	drücken		
32334	,		
32335	obgleich		
32336	entstellt		
32337	durch		
32338	die		
32339	Unterschrift		
32340	eines		
32341	Dritten	4228	(mention_id=4172|references=(entity=(entity_id=entity_0145|fullname=Unterschreiber des Dokuments|gender=u)))
32342	?		
32343	Der		
32344	abnehmende		
32345	Mond		
32346	steigt		
32347	über		
32348	den		
32349	Wald		
32350	hervor		
32351	.		
32352	Die		
32353	warme		
32354	Nacht		
32355	lockt		
32356	Eduarden	4229	(mention_id=4173|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32357	ins		
32358	Freie		
32359	;		
32360	er	4230	(mention_id=4174|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32361	schweift		
32362	umher		
32363	,		
32364	er	4231	(mention_id=4175|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
32365	ist		
32366	der		
