i	token	mention	gold
56200	Siebzehntes		
56201	Kapitel		
56202	.		
56203	Der		
56204	festliche		
56205	Tag		
56206	der		
56207	Kreuz-Erhöhung		
56208	war		
56209	,		
56210	mit		
56211	Gottesdienst		
56212	gefeiert		
56213	und		
56214	mit		
56215	Arbeitsruhe		
56216	geheiligt		
56217	,		
56218	vorübergegangen		
56219	,		
56220	und		
56221	noch		
56222	hatte		
56223	sich		
56224	kein		
56225	Faut		
56226	auf		
56227	dem		
56228	Abtshofe		
56229	blicken		
56230	lassen		
56231	.		
56232	Die		
56233	Armbrusters	8787	(mention_id=8731|references=(entity=(entity_id=entity_0007|fullname=Familie Armbruster|gender=mf|members=entity_0001,entity_0003,entity_0004,entity_0005,entity_0008,entity_0016,entity_0017|all_members_given=True|specialcase_entity=group)))
56234	waren		
56235	darüber		
56236	ebenso		
56237	erstaunt		
56238	wie		
56239	erfreut		
56240	.		
56241	Sollte		
56242	der		
56243	Reichsfreiherr	8788	(mention_id=8732|references=(entity=(entity_id=entity_0018|fullname=Reichsfreiherr Dietrich von Remchingen|gender=m)))
56244	doch		
56245	noch		
56246	Mittel		
56247	und		
56248	Wege		
56249	gefunden		
56250	haben		
56251	,		
56252	Trudi	8789	(mention_id=8733|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
56253	mit		
56254	dem		
56255	Hörigwerden		
56256	verschonen		
56257	zu		
56258	können		
56259	?		
56260	Oder		
56261	nahm		
56262	er	8790	(mention_id=8734|references=(entity=(entity_id=entity_0018|fullname=Reichsfreiherr Dietrich von Remchingen|gender=m)))
56263	aus		
56264	Freundschaft		
56265	für		
56266	Christoph	8791	(mention_id=8735|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
56267	die		
56268	Nichtbefolgung		
56269	des		
56270	pfalzgräflichen		
56271	Befehles		
56272	eigenmächtig		
56273	auf		
56274	sich	8792	(mention_id=8736|references=(entity=(entity_id=entity_0018|fullname=Reichsfreiherr Dietrich von Remchingen|gender=m)))
56275	und		
56276	wollte		
56277	es		
56278	darauf		
56279	ankommen		
56280	lassen		
56281	,		
56282	was		
56283	ihm	8793	(mention_id=8737|references=(entity=(entity_id=entity_0018|fullname=Reichsfreiherr Dietrich von Remchingen|gender=m)))
56284	für		
56285	diese		
56286	Pflichtversäumnis		
56287	etwa		
56288	geschähe		
56289	?		
56290	In		
56291	der		
56292	Stadt		
56293	war		
56294	mittlerweile		
56295	die		
56296	Wiedereinführung		
56297	des		
56298	fast		
56299	allen		
56300	Lebenden	8794	
56301	bis		
56302	dahin		
56303	unbekannten		
56304	Wildfangrechtes		
56305	mit		
56306	seinen		
56307	einzelnen		
56308	,		
56309	im		
56310	Mund		
56311	der		
56312	Leute	8795	(mention_id=8738|references=(entity=(entity_id=entity_0019|fullname=Wachenheimer|gender=mf|members=entity_0007,entity_0013,entity_0014,entity_0026|all_members_given=False|specialcase_entity=group)))
56313	noch		
56314	weiter		
56315	ausgesponnenen		
56316	und		
56317	übertriebenen		
56318	Bestimmungen		
56319	ruchbar		
56320	geworden		
56321	.		
56322	Dafür		
56323	hatte		
56324	Hammichel	8796	(mention_id=8739|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
56325	,		
56326	Jakobine	8797	(mention_id=8740|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
56327	und		
56328	Wilm	8798	(mention_id=8741|references=(entity=(entity_id=entity_0024|fullname=Wilm Steinecker|gender=m)))
56329	,		
