i	token	mention	gold
66170	Zwanzigstes		
66171	Kapitel		
66172	.		
66173	Eines		
66174	Morgens		
66175	erschien		
66176	Schneckenkaschper	10475	(mention_id=10407|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
66177	mit		
66178	seinem	10476	(mention_id=10408|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
66179	Patz		
66180	auf		
66181	dem		
66182	Abtshofe		
66183	und		
66184	saß		
66185	,		
66186	unverwandt		
66187	das		
66188	Haus		
66189	im		
66190	Auge		
66191	behaltend		
66192	,		
66193	geduldig		
66194	so		
66195	lange		
66196	auf		
66197	der		
66198	Bank		
66199	unter		
66200	dem		
66201	großen		
66202	Nußbaum		
66203	,		
66204	bis		
66205	ihn	10477	(mention_id=10409|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
66206	Trudi	10478	(mention_id=10410|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
66207	von		
66208	einem		
66209	Fenster		
66210	aus		
66211	erblickte		
66212	und		
66213	auf		
66214	ein		
66215	Zeichen		
66216	von		
66217	ihm	10479	(mention_id=10411|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
66218	mit		
66219	Ammerie	10480	(mention_id=10412|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
66220	herauskam		
66221	.		
66222	Da		
66223	steckte		
66224	er	10481	(mention_id=10413|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
66225	ihr	10482	(mention_id=10414|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
66226	einen		
66227	Brief		
66228	zu		
66229	,		
66230	auf		
66231	den		
66232	er	10483	(mention_id=10415|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
66233	seinem	10484	(mention_id=10416|references=(entity=(entity_id=entity_0006|fullname=Kaspar|gender=m)))
66234	Großvater	10485	(mention_id=10417|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))
66235	mündliche		
66236	Antwort		
66237	bringen		
66238	sollte		
66239	.		
66240	Die		
66241	Mädchen	10486	(mention_id=10418|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)),(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
66242	,		
66243	höchst		
66244	erstaunt		
66245	über		
66246	diese		
66247	Sendung		
66248	,		
66249	wollten		
66250	das		
66251	sorglich		
66252	geschlossene		
66253	Schriftstück		
66254	erst		
66255	nicht		
66256	annehmen		
66257	,		
66258	taten		
66259	es		
66260	aber		
66261	im		
66262	unwiderstehlichen		
66263	Drange		
66264	der		
66265	Neugier		
66266	dann		
66267	doch		
66268	und		
66269	schickten		
66270	den		
