i	token	mention	gold
21107	5.		
21108	»		
21109	Guten		
21110	Tag		
21111	,		
21112	Onkel	2871	(mention_id=2871|references=(entity=(entity_id=entity_0008|fullname=Onkel Heinrich|gender=m)))
21113	Heinrich	2871	(mention_id=2871|references=(entity=(entity_id=entity_0008|fullname=Onkel Heinrich|gender=m)))
21114	!		
21115	«		
21116	sagte		
21117	Trudchen	2872	(mention_id=2872|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
21118	,		
21119	die	2873	(mention_id=2873|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
21120	im		
21121	Erker		
21122	am		
21123	Nähtischchen		
21124	saß		
21125	,		
21126	und		
21127	sie	2874	(mention_id=2874|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
21128	erhob		
21129	sich	2875	(mention_id=2875|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
21130	und		
21131	ging		
21132	auf		
21133	den		
21134	kleinen		
21135	,		
21136	starken		
21137	Herrn	2876	(mention_id=2876|references=(entity=(entity_id=entity_0008|fullname=Onkel Heinrich|gender=m)))
21138	zu		
21139	,		
21140	der	2877	(mention_id=2877|references=(entity=(entity_id=entity_0008|fullname=Onkel Heinrich|gender=m)))
21141	eben		
21142	bei		
21143	ihr	2878	(mention_id=2878|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
21144	eintrat		
21145	.		
21146	»		
21147	Es		
21148	ist		
21149	ein		
21150	wahres		
21151	Glück		
21152	,		
21153	daß		
21154	wenigstens		
21155	eine	2879	(mention_id=2879|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
21156	von		
21157	euch	2880	(mention_id=2880|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)),(entity=(entity_id=entity_0006|fullname=Jenny Fredrich, geb. Baumhagen|gender=f)),(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
21158	zu		
21159	Hause		
21160	ist		
21161	«		
21162	,		
21163	erwiderte		
21164	er	2881	(mention_id=2881|references=(entity=(entity_id=entity_0008|fullname=Onkel Heinrich|gender=m)))
21165	und		
21166	putzte		
21167	,		
21168	nach		
21169	einem		
21170	kräftigen		
21171	Schütteln		
21172	von		
21173	Trudchens	2882	(mention_id=2882|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
21174	Händen		
21175	,		
21176	seine	2883	(mention_id=2883|references=(entity=(entity_id=entity_0008|fullname=Onkel Heinrich|gender=m)))
21177	Brille		
21178	mit		
21179	dem		
21180	roten		
21181	Schnupftuche		
21182	.		
21183	»		
21184	Ob		
21185	wohl		
21186	von		
21187	dem		
21188	Weiberzeug		
21189	einmal		
21190	jemand		
21191	daheim		
21192	bleiben		
21193	kann		
21194	außer		
21195	dir	2884	(mention_id=2884|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
21196	!		
21197	Frau	2885	(mention_id=2885|references=(entity=(entity_id=entity_0006|fullname=Jenny Fredrich, geb. Baumhagen|gender=f)))
21198	Jenny	2885	(mention_id=2885|references=(entity=(entity_id=entity_0006|fullname=Jenny Fredrich, geb. Baumhagen|gender=f)))
21199	macht		
21200	Besuche		
21201	,		
21202	Frau	2886	(mention_id=2886|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
21203	Ottilie	2886	(mention_id=2886|references=(entity=(entity_id=entity_0005|fullname=Ottilie Baumhagen|gender=f)))
21204	sind		
21205	im		
21206	Kaffee		
21207	–		
21208	man		
21209	sieht's		
21210	,		
21211	hier		
21212	fehlt		
21213	eine		
21214	kräftige		
21215	Faust		
21216	,		
21217	die		
21218	den		
21219	Zügel		
21220	hält		
21221	.		
21222	«		
21223	Trudchen	2887	(mention_id=2887|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
21224	lächelte		
21225	.		
21226	»		
21227	Onkel	2888	(mention_id=2888|references=(entity=(entity_id=entity_0008|fullname=Onkel Heinrich|gender=m)))
21228	,		
21229	schilt		
21230	nicht		
21231	und		
21232	setze		
21233	dich	2889	(mention_id=2889|references=(entity=(entity_id=entity_0008|fullname=Onkel Heinrich|gender=m)))
21234	«		
21235	,		
21236	bat		
21237	sie	2890	(mention_id=2890|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
21238	.		
21239	»		
21240	Mir	2891	(mention_id=2891|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
21241	kommst		
21242	du	2892	(mention_id=2892|references=(entity=(entity_id=entity_0008|fullname=Onkel Heinrich|gender=m)))
