i	token	mention	gold
124307	Drittes		
124308	Kapitel		
124309	.		
124310	In		
124311	seinen	14490	(mention_id=14691|references=(entity=(entity_id=generic_4938|fullname=generic_1283|gender=u|specialcase_entity=generic)))
124312	Wünschen		
124313	zeichnet		
124314	der		
124315	Mensch	14491	(mention_id=14692|references=(entity=(entity_id=generic_4939|fullname=generic_1284|gender=u|specialcase_entity=generic)))
124316	sich	14492	(mention_id=14693|references=(entity=(entity_id=generic_4940|fullname=generic_1285|gender=u|specialcase_entity=generic)))
124317	selbst		(mention_id=14694|references=(entity=(entity_id=generic_4941|fullname=generic_1286|gender=u|specialcase_entity=generic)))
124318	.		
124319	Wie		
124320	kommt		
124321	es		
124322	,		
124323	daß		
124324	er	14493	(mention_id=14695|references=(entity=(entity_id=generic_4942|fullname=generic_1287|gender=u|specialcase_entity=generic)))
124325	die		
124326	Zeichnung		
124327	so		
124328	selten		
124329	lobt		
124330	,		
124331	wenn		
124332	sie		
124333	äußerlich		
124334	vor		
124335	ihn	14494	(mention_id=14696|references=(entity=(entity_id=generic_4943|fullname=generic_1288|gender=u|specialcase_entity=generic)))
124336	hintritt		
124337	—		
124338	wenn		
124339	der		
124340	Wunsch		
124341	erreicht		
124342	ist		
124343	?		
124344	Wie		
124345	kommt		
124346	es		
124347	,		
124348	daß		
124349	ein		
124350	erreichter		
124351	Wunsch		
124352	uns	14495	(mention_id=14697|references=(entity=(entity_id=generic_4944|fullname=generic_1289|gender=u|specialcase_entity=generic)),(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))
124353	oft		
124354	düsterer		
124355	stimmt		
124356	,		
124357	als		
124358	ein		
124359	versagter		
124360	?		
124361	Im		
124362	versagten		
124363	Wunsch		
124364	haben		
124365	die		
124366	Götter	14496	(mention_id=14698|references=(entity=(entity_id=generic_4945|fullname=generic_1290|gender=u|specialcase_entity=generic)))
124367	Unrecht		
124368	,		
124369	im		
124370	erreichten		
124371	wir	14497	(mention_id=14699|references=(entity=(entity_id=generic_4946|fullname=generic_1291|gender=u|specialcase_entity=generic)))
124372	selbst		
124373	!		
124374	Nur		
124375	an		
124376	Thatsachen		
124377	lernt		
124378	sich	14498	(mention_id=14700|references=(entity=(entity_id=generic_4947|fullname=generic_1292|gender=u|specialcase_entity=generic)))
124379	der		
124380	Mensch	14499	(mention_id=14701|references=(entity=(entity_id=generic_4948|fullname=generic_1293|gender=u|specialcase_entity=generic)))
124381	kennen		
124382	.		
124383	Nur		
124384	dem		
124385	verkörperten		
124386	Wunsche		
124387	gegenüber		
124388	wird		
124389	uns	14500	(mention_id=14702|references=(entity=(entity_id=generic_4949|fullname=generic_1294|gender=u|specialcase_entity=generic)),(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))
124390	das		
124391	Urtheil		
124392	,		
124393	das		
124394	Gefühl		
124395	möglich		
124396	,		
124397	ob		
124398	dieser		
124399	das		
124400	Maß		
124401	unsers	14501	(mention_id=14703|references=(entity=(entity_id=generic_4950|fullname=generic_1295|gender=u|specialcase_entity=generic)),(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))
124402	Innern		
124403	wirklich		
124404	enthielt		
124405	,		
124406	oder		
124407	nicht		
124408	.		
124409	Und		
124410	es		
124411	ist		
124412	der		
124413	gemeinere		
124414	Mensch	14502	(mention_id=14704|references=(entity=(entity_id=generic_4951|fullname=generic_1296|gender=u|specialcase_entity=generic)))
124415	,		
124416	der	14503	(mention_id=14705|references=(entity=(entity_id=generic_4952|fullname=generic_1297|gender=u|specialcase_entity=generic)))
124417	diese		
124418	Frage		
124419	sich	14504	(mention_id=14706|references=(entity=(entity_id=generic_4953|fullname=generic_1298|gender=u|specialcase_entity=generic)))
124420	bejaht		
124421	.		
124422	Die		
124423	Besten	14505	(mention_id=14707|references=(entity=(entity_id=generic_4954|fullname=generic_1299|gender=u|specialcase_entity=generic)))
124424	und		
124425	Tiefsten	14506	
124426	geben		
124427	in		
124428	ihren	14507	(mention_id=14708|references=(entity=(entity_id=generic_4955|fullname=generic_1300|gender=u|specialcase_entity=generic)))
124429	erreichten		
124430	Wünschen		
124431	sich	14508	(mention_id=14709|references=(entity=(entity_id=generic_4956|fullname=generic_1301|gender=u|specialcase_entity=generic)))
124432	am		
124433	härtesten		
124434	Unrecht		
124435	.		
124436	Mit		
124437	Schauder		
124438	und		
124439	Ekel		
124440	wenden		
124441	sie	14509	(mention_id=14710|references=(entity=(entity_id=generic_4957|fullname=generic_1302|gender=u|specialcase_entity=generic)))
124442	sich	14510	(mention_id=14711|references=(entity=(entity_id=generic_4958|fullname=generic_1303|gender=u|specialcase_entity=generic)))
124443	von		
124444	dem		
124445	endlichen		
124446	Bilde		
124447	ihres	14511	(mention_id=14712|references=(entity=(entity_id=generic_4959|fullname=generic_1304|gender=u|specialcase_entity=generic)))
124448	unendlichen		
124449	Ichs		(mention_id=14713|references=(entity=(entity_id=generic_4960|fullname=generic_1305|gender=u|specialcase_entity=generic)))
124450	,		
124451	wie		
124452	von		
124453	einem		
124454	Zerrbilde		
124455	,		
124456	hinweg		
124457	,		
124458	um		
124459	in		
124460	höheren		
124461	,		
124462	kühneren		
124463	Zielen		
124464	der		
124465	Sehnsucht		
124466	sich		(mention_id=14714|references=(entity=(entity_id=generic_4961|fullname=generic_1306|gender=u|specialcase_entity=generic)))
124467	würdiger		
124468	zu		
124469	genügen		
124470	;		
124471	diese		
124472	erreicht		
124473	,		
124474	beleidigt		
124475	sie		(mention_id=14715|references=(entity=(entity_id=generic_4962|fullname=generic_1307|gender=u|specialcase_entity=generic)))
124476	von		
124477	neuem		
124478	die		
124479	kleinliche		
124480	Formel		
124481	für		
124482	einen		
124483	großen		
124484	Sinn		
124485	:		
124486	so		
124487	schreiten		
124488	sie	14512	(mention_id=14716|references=(entity=(entity_id=generic_4963|fullname=generic_1308|gender=u|specialcase_entity=generic)))
124489	von		
124490	Unbefriedigung		
124491	zu		
124492	Unbefriedigung		
124493	die		
124494	erhabenen		
124495	Pfade		
124496	der		
124497	Selbstqual		
124498	zu		
124499	Ende		
124500	,		
124501	bis		
124502	sie	14513	(mention_id=14717|references=(entity=(entity_id=generic_4964|fullname=generic_1309|gender=u|specialcase_entity=generic)))
124503	am		
124504	Markstein		
124505	der		
124506	Verzweiflung		
124507	oder		
124508	Vergötterung		
124509	das		
124510	Bewußtsein		
124511	erringen		
124512	,		
124513	daß		
124514	Irdisches		
124515	und		
124516	Ewiges		
124517	nimmer		
124518	sich		
124519	decken		
124520	,		
124521	daß		
124522	nichts		
124523	Irdisches		
124524	wünschenswerth		
124525	!		
124526	Diesen		
124527	Naturzug		
124528	des		
124529	menschlichen		
124530	Herzens		
124531	müssen		
124532	wir	14514	(mention_id=14718|references=(entity=(entity_id=generic_4965|fullname=generic_1310|gender=u|specialcase_entity=generic)),(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))
124533	uns	14515	(mention_id=14719|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)),(entity=(entity_id=generic_4966|fullname=generic_1311|gender=u|specialcase_entity=generic)))
124534	gegenwärtig		
124535	halten		
124536	,		
124537	wenn		
