i	token	mention	gold
69205	Zehntes		
69206	Kapitel		
69207	Charlotte	9054	(mention_id=8962|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
69208	von		
69209	ihrer	9055	(mention_id=8963|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
69210	Seite		
69211	befindet		
69212	sich	9056	(mention_id=8964|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
69213	munter		
69214	und		
69215	wohl		
69216	.		
69217	Sie	9057	(mention_id=8965|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
69218	freut		
69219	sich	9058	(mention_id=8966|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
69220	an		
69221	dem		
69222	tüchtigen		
69223	Knaben	9059	(mention_id=8967|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
69224	,		
69225	dessen	9060	(mention_id=8968|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
69226	vielversprechende		
69227	Gestalt		
69228	ihr	9061	(mention_id=8969|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
69229	Auge		
69230	und		
69231	Gemüt		
69232	stündlich		
69233	beschäftigt		
69234	.		
69235	Sie	9062	(mention_id=8970|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
69236	erhält		
69237	durch		
69238	ihn	9063	(mention_id=8971|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
69239	einen		
69240	neuen		
69241	Bezug		
69242	auf		
69243	die		
69244	Welt		
69245	und		
69246	auf		
69247	den		
69248	Besitz		
69249	.		
69250	Ihre	9064	(mention_id=8972|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
69251	alte		
69252	Tätigkeit		
69253	regt		
69254	sich		
69255	wieder		
69256	;		
69257	sie	9065	(mention_id=8973|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
69258	erblickt		
69259	,		
69260	wo		
69261	sie	9066	(mention_id=8974|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
69262	auch		
69263	hinsieht		
69264	,		
69265	im		
69266	vergangenen		
69267	Jahre		
69268	vieles		
69269	getan		
69270	und		
69271	empfindet		
69272	Freude		
69273	am		
69274	Getanen		
69275	.		
69276	Von		
69277	einem		
69278	eigenen		
69279	Gefühl		
69280	belebt		
69281	,		
69282	steigt		
69283	sie	9067	(mention_id=8975|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
69284	zur		
69285	Mooshütte		
69286	mit		
69287	Ottilien	9068	(mention_id=8976|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
69288	und		
69289	dem		
69290	Kinde	9069	(mention_id=8977|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
69291	;		
69292	und		
69293	indem		
69294	sie	9070	(mention_id=8978|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
69295	dieses		(mention_id=8979|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
69296	auf		
69297	den		
69298	kleinen		
69299	Tisch		
69300	als		
69301	auf		
69302	einen		
69303	häuslichen		
69304	Altar		
69305	niederlegt		
69306	und		
69307	noch		
69308	zwei		
69309	Plätze		
69310	leer		
69311	sieht		
69312	,		
69313	gedenkt		
69314	sie	9071	(mention_id=8980|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
69315	der		
69316	vorigen		
