i	token	mention	gold
74816	Eilftes		
74817	Kapitel		
74818	Der		
74819	Erzählende	9754	(mention_id=9667|references=(entity=(entity_id=entity_0377|fullname=Begleiter des Lords|gender=m)))
74820	machte		
74821	eine		
74822	Pause		
74823	oder		
74824	hatte		
74825	vielmehr		
74826	schon		
74827	geendigt		
74828	,		
74829	als		
74830	er	9755	(mention_id=9668|references=(entity=(entity_id=entity_0377|fullname=Begleiter des Lords|gender=m)))
74831	bemerken		
74832	mußte		
74833	,		
74834	daß		
74835	Charlotte	9756	(mention_id=9669|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
74836	höchst		
74837	bewegt		
74838	sei		
74839	;		
74840	ja		
74841	sie	9757	(mention_id=9670|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
74842	stand		
74843	auf		
74844	und		
74845	verließ		
74846	mit		
74847	einer		
74848	stummen		
74849	Entschuldigung		
74850	das		
74851	Zimmer		
74852	;		
74853	denn		
74854	die		
74855	Geschichte		
74856	war		
74857	ihr	9758	(mention_id=9671|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
74858	bekannt		
74859	.		
74860	Diese		
74861	Begebenheit		
74862	hatte		
74863	sich		
74864	mit		
74865	dem		
74866	Hauptmann	9759	(mention_id=9672|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
74867	und		
74868	einer		
74869	Nachbarin	9760	(mention_id=9673|references=(entity=(entity_id=entity_0411|fullname=Nachbarin des Hauptmanns|gender=f|possible_identity_with=entity_0373)))
74870	wirklich		
74871	zugetragen		
74872	,		
74873	zwar		
74874	nicht		
74875	ganz		
74876	wie		
74877	sie		
74878	der		
74879	Engländer	9761	(mention_id=9674|references=(entity=(entity_id=entity_0377|fullname=Begleiter des Lords|gender=m)))
74880	erzählte		
74881	,		
74882	doch		
74883	war		
74884	sie		
74885	in		
74886	den		
74887	Hauptzügen		
74888	nicht		
74889	entstellt		
74890	,		
74891	nur		
74892	im		
74893	einzelnen		
74894	mehr		
74895	ausgebildet		
74896	und		
74897	ausgeschmückt		
74898	,		
74899	wie		
74900	es		
74901	dergleichen		
74902	Geschichten		
74903	zu		
74904	gehen		
74905	pflegt		
74906	,		
74907	wenn		
74908	sie		
74909	erst		
74910	durch		
74911	den		
74912	Mund		
74913	der		
74914	Menge	9762	(mention_id=9675|references=(entity=(entity_id=generic_1036|fullname=Menge allgemein|gender=u|specialcase_entity=generic)))
74915	und		
74916	sodann		
74917	durch		
74918	die		
74919	Phantasie		
74920	eines		
74921	geist-und		
74922	geschmackreichen		
74923	Erzählers	9763	(mention_id=9676|references=(entity=(entity_id=generic_1037|fullname=geistreicher Erzähler|gender=u|specialcase_entity=generic)))
74924	durchgehen		
74925	.		
74926	Es		
74927	bleibt		
74928	zuletzt		
74929	meist		
74930	alles		
74931	und		
74932	nichts		
74933	,		
74934	wie		
74935	es		
74936	war		
74937	.		
74938	Ottilie	9764	(mention_id=9677|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
74939	folgte		
74940	Charlotten	9765	(mention_id=9678|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
74941	,		
74942	wie		
74943	es		
74944	die		
74945	beiden		
