i	token	mention	gold
44077	Vierzehntes		
44078	Kapitel		
44079	.		
44080	Christoph	6783	(mention_id=6725|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
44081	Armbruster	6783	(mention_id=6725|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
44082	saß		
44083	in		
44084	seiner	6784	(mention_id=6726|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
44085	Amtsstube		
44086	und		
44087	regierte		
44088	,		
44089	wie		
44090	es		
44091	Ammerie	6785	(mention_id=6727|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
44092	nannte		
44093	,		
44094	wenn		
44095	sich	6786	(mention_id=6728|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
44096	ihr	6787	(mention_id=6729|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
44097	Vater	6788	(mention_id=6730|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
44098	der		
44099	Besorgung		
44100	städtischer		
44101	Geschäfte		
44102	widmete		
44103	,		
44104	wobei		
44105	ihn	6789	(mention_id=6731|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
44106	keiner		
44107	der		
44108	Seinigen	6790	(mention_id=6732|references=(entity=(entity_id=entity_0007|fullname=Familie Armbruster|gender=mf|members=entity_0001,entity_0003,entity_0004,entity_0005,entity_0008,entity_0016,entity_0017|all_members_given=True|specialcase_entity=group)))
44109	stören		
44110	durfte		
44111	.		
44112	Es		
44113	war		
44114	ein		
44115	geräumiges		
44116	Gemach		
44117	im		
44118	Erdgeschoß		
44119	des		
44120	Hauses		
44121	mit		
44122	zwei		
44123	rebenumsponnenen		
44124	Fenstern		
44125	nach		
44126	dem		
44127	Garten		
44128	zu		
44129	,		
44130	durch		
44131	die		
44132	jetzt		
44133	die		
44134	Morgensonne		
44135	freundlich		
44136	hereinschien		
44137	.		
44138	Nur		
44139	mit		
44140	schlichtem		
44141	,		
44142	altväterischem		
44143	Hausrat		
44144	war		
44145	es		
44146	ausgestattet		
44147	,		
44148	der		
44149	seine		(mention_id=6733|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
44150	mehr		
44151	als		
44152	hundertjährige		
44153	Dienstzeit		
44154	nicht		
44155	verleugnen		
44156	konnte		
44157	.		
44158	Seitlich		
44159	auf		
44160	einer		
44161	Ecke		
44162	des		
44163	großen		
44164	Tisches		
44165	waren		
44166	Schriftstücke		
44167	gehäuft		
44168	,		
44169	ein		
44170	schwerfälliges		
44171	Tintenfaß		
44172	und		
