i	token	mention	gold
85567	Ja		
85568	,		
85569	ja		
85570	,		
85571	unsre	10055	(mention_id=10155|references=(entity=(entity_id=entity_0510|fullname=Mr. Woods Schwager|gender=m)),(entity=(entity_id=entity_0512|fullname=Mr. Woods Schwiegersohn|gender=m)),(entity=(entity_id=generic_3999|fullname=generic_0344|gender=u|specialcase_entity=generic)))
85572	Schulen		
85573	!		
85574	das		
85575	ist'		
85576	s.		
85577	Welche		
85578	Nation		(mention_id=10156|references=(entity=(entity_id=generic_4000|fullname=generic_0345|gender=u|specialcase_entity=generic)))
85579	der		
85580	Welt		
85581	thut		
85582	so		
85583	viel		
85584	für		
85585	sie		
85586	wie		
85587	wir	10056	(mention_id=10157|references=(entity=(entity_id=entity_0512|fullname=Mr. Woods Schwiegersohn|gender=m)),(entity=(entity_id=entity_0510|fullname=Mr. Woods Schwager|gender=m)),(entity=(entity_id=generic_4001|fullname=generic_0346|gender=u|specialcase_entity=generic)))
85588	?		
85589	Unsre	10057	(mention_id=10158|references=(entity=(entity_id=entity_0510|fullname=Mr. Woods Schwager|gender=m)),(entity=(entity_id=entity_0512|fullname=Mr. Woods Schwiegersohn|gender=m)),(entity=(entity_id=generic_4002|fullname=generic_0347|gender=u|specialcase_entity=generic)))
85590	Schulen		
85591	mehren		
85592	sich		
85593	täglich		
85594	,		
85595	und		
85596	mit		
85597	ihnen		
85598	wächst		
85599	stündlich		
85600	die		
85601	Hoffnung		
85602	—		
85603	Unsre	10058	(mention_id=10159|references=(entity=(entity_id=entity_0508|fullname=Doctor Channing|gender=m)),(entity=(entity_id=generic_4003|fullname=generic_0348|gender=u|specialcase_entity=generic)),(entity=(entity_id=entity_0510|fullname=Mr. Woods Schwager|gender=m)),(entity=(entity_id=entity_0512|fullname=Mr. Woods Schwiegersohn|gender=m)))
85604	Schulen		
85605	mehren		
85606	sich		
85607	täglich		
85608	,		
85609	antwortete		
85610	Doctor	10059	(mention_id=10160|references=(entity=(entity_id=entity_0508|fullname=Doctor Channing|gender=m)))
85611	Channing	10059	(mention_id=10160|references=(entity=(entity_id=entity_0508|fullname=Doctor Channing|gender=m)))
85612	gelassen		
85613	,		
85614	aber		
85615	mehrt		
85616	sich		
85617	der		
85618	Geist		
85619	,		
85620	den		
