i	token	is_section_start	gold	pred
35916	9.	1		
35917	Es	0		
35918	war	0		
35919	spät	0		
35920	geworden	0		
35921	,	0		
35922	ehe	0		
35923	die	0		
35924	beiden	0		
35925	Gäste	0	(mention_id=5135|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)),(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)),(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5132|references=(entity=(entity_id=58|fullname=die beiden Gäste|gender=mf|specialcase_entity=group)))
35926	ihren	0	(mention_id=5136|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)),(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)),(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5133|references=(entity=(entity_id=58|fullname=die beiden Gäste|gender=mf|specialcase_entity=group)))
35927	Heimweg	0		
35928	antraten	0		
35929	,	0		
35930	und	0		
35931	spät	0		
35932	,	0		
35933	ehe	0		
35934	der	0		
35935	kleine	0		
35936	Amtsrichter	0	(mention_id=5137|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))	(mention_id=5134|references=(entity=(entity_id=47|fullname=der kleine Amtsrichter|gender=m)))
35937	sein	0	(mention_id=5138|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))	(mention_id=5135|references=(entity=(entity_id=47|fullname=der kleine Amtsrichter|gender=m)))
35938	Zimmer	0		
35939	aufsuchte	0		
35940	.	0		
35941	Sie	0	(mention_id=5139|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)),(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)),(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5136|references=(entity=(entity_id=33|fullname=Trudchen|gender=f)))
35942	hatten	0		
35943	alle	0		
35944	drei	0	(mention_id=5140|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)),(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)),(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	
35945	noch	0		
35946	lange	0		
35947	in	0		
35948	Franzens	0	(mention_id=5141|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))	(mention_id=5137|references=(entity=(entity_id=5|fullname=Franz|gender=m)))
35949	Wohnstube	0		
35950	gesessen	0		
35951	und	0		
35952	gesprochen	0		
35953	von	0		
35954	alter	0		
35955	und	0		
35956	neuer	0		
35957	Zeit	0		
35958	.	0		
35959	»	0		
35960	Das	0		
35961	kann	0		
35962	ganz	0		
35963	lustig	0		
35964	bei	0		
35965	uns	0	(mention_id=5142|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)),(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5138|references=(entity=(entity_id=5|fullname=Franz|gender=m)),(entity=(entity_id=33|fullname=Trudchen|gender=f)))
35966	werden	0		
35967	«	0		
35968	,	0		
35969	meinte	0		
35970	Franz	0	(mention_id=5143|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))	(mention_id=5139|references=(entity=(entity_id=5|fullname=Franz|gender=m)))
35971	,	0		
35972	»	0		
35973	wenn	0		
35974	Tante	0	(mention_id=5144|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))	(mention_id=5140|references=(entity=(entity_id=30|fullname=Tante Rosa|gender=u)))
35975	Rosas	0	(mention_id=5144|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))	(mention_id=5140|references=(entity=(entity_id=30|fullname=Tante Rosa|gender=u)))
35976	Nichte	0	(mention_id=5145|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))	(mention_id=5141|references=(entity=(entity_id=31|fullname=Tante Rosas Nichte|gender=f)))
35977	kommt	0		
35978	.	0		
35979	Du	0	(mention_id=5146|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5142|references=(entity=(entity_id=33|fullname=Trudchen|gender=f)))
35980	bist	0		
35981	dann	0		
35982	auch	0		
35983	nicht	0		
35984	mehr	0		
35985	so	0		
35986	allein	0		
35987	,	0		
35988	Trudchen	0	(mention_id=5147|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5143|references=(entity=(entity_id=33|fullname=Trudchen|gender=f)))
35989	,	0		
35990	wenn	0		
35991	ich	0	(mention_id=5148|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))	(mention_id=5144|references=(entity=(entity_id=5|fullname=Franz|gender=m)))
35992	lange	0		
35993	auf	0		
35994	dem	0		
35995	Felde	0		
35996	zu	0		
35997	tun	0		
35998	habe	0		
35999	.	0		
36000	«	0		
36001	»	0		
36002	Ich	0	(mention_id=5149|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5145|references=(entity=(entity_id=33|fullname=Trudchen|gender=f)))
36003	vermisse	0		
36004	niemand	0		
36005	«	0		
36006	,	0		
36007	erwiderte	0		
36008	sie	0	(mention_id=5150|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5146|references=(entity=(entity_id=33|fullname=Trudchen|gender=f)))
36009	ruhig	0		
36010	,	0		
36011	»	0		
36012	ich	0	(mention_id=5151|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5147|references=(entity=(entity_id=33|fullname=Trudchen|gender=f)))
36013	habe	0		
36014	nie	0		
36015	eine	0		
36016	Freundin	0	(mention_id=5152|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5148|references=(entity=(entity_id=generic_0001|fullname=eine Freundin im Allgemeinen|gender=u|specialcase_entity=generic)))
36017	gehabt	0		
36018	,	0		
36019	jetzt	0		
36020	aber	0		
36021	erscheint	0		
36022	es	0		
36023	mir	0	(mention_id=5153|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5149|references=(entity=(entity_id=33|fullname=Trudchen|gender=f)))
36024	mehr	0		
36025	wie	0		
36026	überflüssig	0		
36027	.	0		
36028	«	0		
36029	Und	0		
36030	sie	0	(mention_id=5154|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5150|references=(entity=(entity_id=33|fullname=Trudchen|gender=f)))
36031	blickte	0		
36032	zu	0		
36033	ihm	0	(mention_id=5155|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))	(mention_id=5151|references=(entity=(entity_id=5|fullname=Franz|gender=m)))
36034	hinüber	0		
36035	mit	0		
36036	ihren	0	(mention_id=5156|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5152|references=(entity=(entity_id=33|fullname=Trudchen|gender=f)))
36037	tiefen	0		
36038	Augen	0		
36039	.	0		
36040	»	0		
36041	Gnädige	0		
36042	Frau	0	(mention_id=5157|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5153|references=(entity=(entity_id=47|fullname=der kleine Amtsrichter|gender=m)))
36043	«	0		
36044	,	0		
36045	erkundigte	0		
36046	sich	0	(mention_id=5158|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))	(mention_id=5154|references=(entity=(entity_id=47|fullname=der kleine Amtsrichter|gender=m)))
36047	der	0		
36048	Amtsrichter	0	(mention_id=5159|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))	(mention_id=5155|references=(entity=(entity_id=47|fullname=der kleine Amtsrichter|gender=m)))
36049	,	0		
36050	der	0	(mention_id=5160|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))	(mention_id=5156|references=(entity=(entity_id=47|fullname=der kleine Amtsrichter|gender=m)))
36051	eben	0		
36052	den	0		
36053	Rest	0		
36054	seiner	0	(mention_id=5161|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))	(mention_id=5157|references=(entity=(entity_id=47|fullname=der kleine Amtsrichter|gender=m)))
36055	Zigarre	0		
36056	in	0		
36057	eine	0		
36058	Meerschaumspitze	0		
36059	steckte	0		
36060	,	0		
36061	»	0		
36062	hat	0		
36063	er	0	(mention_id=5162|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))	(mention_id=5158|references=(entity=(entity_id=47|fullname=der kleine Amtsrichter|gender=m)))
36064	Sie	0	(mention_id=5163|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5159|references=(entity=(entity_id=33|fullname=Trudchen|gender=f)))
36065	denn	0		
36066	auch	0		
36067	angedichtet	0		
36068	?	0		
36069	«	0		
36070	Und	0		
36071	er	0	(mention_id=5164|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))	(mention_id=5160|references=(entity=(entity_id=47|fullname=der kleine Amtsrichter|gender=m)))
36072	wies	0		
36073	verstohlen	0		
36074	lächelnd	0		
36075	auf	0		
36076	Franz.	0		(mention_id=5161|references=(entity=(entity_id=5|fullname=Franz|gender=m)))
36077	Trudchen	0	(mention_id=5165|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5162|references=(entity=(entity_id=33|fullname=Trudchen|gender=f)))
36078	wurde	0		
36079	rot	0		
36080	.	0		
36081	»	0		
36082	Gewiß	0		
36083	!	0		
36084	«	0		
36085	antwortete	0		
36086	sie	0	(mention_id=5166|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5163|references=(entity=(entity_id=33|fullname=Trudchen|gender=f)))
36087	.	0		
36088	»	0		
36089	Ja	0		
36090	,	0		
36091	das	0		
36092	Dichten	0		
36093	kann	0		
36094	er	0	(mention_id=5167|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))	(mention_id=5164|references=(entity=(entity_id=5|fullname=Franz|gender=m)))
36095	nicht	0		
36096	lassen	0		
36097	«	0		
36098	,	0		
36099	neckte	0		
36100	der	0		
36101	Kleine	0	(mention_id=5168|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))	(mention_id=5165|references=(entity=(entity_id=5|fullname=Franz|gender=m)))
36102	und	0		
36103	schlug	0		
36104	den	0		
36105	Freund	0	(mention_id=5169|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))	(mention_id=5166|references=(entity=(entity_id=5|fullname=Franz|gender=m)))
36106	auf	0		
36107	die	0		
36108	Schulter	0		
36109	.	0		
36110	»	0		
36111	Ich	0	(mention_id=5170|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))	(mention_id=5167|references=(entity=(entity_id=5|fullname=Franz|gender=m)))
36112	sage	0		
36113	Ihnen	0	(mention_id=5171|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5168|references=(entity=(entity_id=33|fullname=Trudchen|gender=f)))
36114	,	0		
36115	gnädige	0		
36116	Frau	0	(mention_id=5172|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=5169|references=(entity=(entity_id=33|fullname=Trudchen|gender=f)))
36117	,	0		
36118	zuweilen	0		
36119	ergriff's	0		
36120	ihn	0	(mention_id=5173|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))	(mention_id=5170|references=(entity=(entity_id=5|fullname=Franz|gender=m)))
36121	wie	0		
36122	ein	0		
36123	Fieber	0		
36124	.	0		
36125	Und	0		
36126	was	0		
36127	so	0		
36128	ein	0		
36129	Mensch	0	(mention_id=5174|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))	(mention_id=5171|references=(entity=(entity_id=generic_0002|fullname=ein Mensch im Allgemeinen|gender=u|specialcase_entity=generic)))
36130	alles	0		
36131	besingt	0		
36132	!	0		
36133	Die	0		
