i	token	is_section_start	gold	pred
34343	Vierzehntes	1		
34344	Kapitel	0		
34345	Von	0		
34346	dem	0		
34347	Grafen	0	(mention_id=4473|references=(entity=(entity_id=entity_0086|fullname=Graf|gender=m)))	(mention_id=4522|references=(entity=(entity_id=8|fullname=Graf|gender=m)))
34348	war	0		
34349	indessen	0		
34350	ein	0		
34351	Brief	0		
34352	an	0		
34353	den	0		
34354	Hauptmann	0	(mention_id=4474|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))	(mention_id=4523|references=(entity=(entity_id=10|fullname=Hauptmann|gender=m)))
34355	angekommen	0		
34356	,	0		
34357	und	0		
34358	zwar	0		
34359	ein	0		
34360	doppelter	0		
34361	,	0		
34362	einer	0		
34363	zum	0		
34364	Vorzeigen	0		
34365	,	0		
34366	der	0		
34367	sehr	0		
34368	schöne	0		
34369	Aussichten	0		
34370	in	0		
34371	die	0		
34372	Ferne	0		
34373	darwies	0		
34374	;	0		
34375	der	0		
34376	andre	0		
34377	hingegen	0		
34378	,	0		
34379	der	0		
34380	ein	0		
34381	entschiedenes	0		
34382	Anerbieten	0		
34383	für	0		
34384	die	0		
34385	Gegenwart	0		
34386	enthielt	0		
34387	,	0		
34388	eine	0		
34389	bedeutende	0		
34390	Hof-	0		
34391	und	0		
34392	Geschäftsstelle	0		
34393	,	0		
34394	den	0		
34395	Charakter	0		
34396	als	0		
34397	Major	0	(mention_id=4475|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))	
34398	,	0		
34399	ansehnlichen	0		
34400	Gehalt	0		
34401	und	0		
34402	andre	0		
34403	Vorteile	0		
34404	,	0		
34405	sollte	0		
34406	wegen	0		
34407	verschiedener	0		
34408	Nebenumstände	0		
34409	noch	0		
34410	geheimgehalten	0		
34411	werden	0		
34412	.	0		
34413	Auch	0		
34414	unterrichtete	0		
34415	der	0		
34416	Hauptmann	0	(mention_id=4476|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))	(mention_id=4524|references=(entity=(entity_id=10|fullname=Hauptmann|gender=m)))
34417	seine	0	(mention_id=4477|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))	(mention_id=4525|references=(entity=(entity_id=10|fullname=Hauptmann|gender=m)))
34418	Freunde	0	(mention_id=4478|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))	(mention_id=4526|references=(entity=(entity_id=6|fullname=Freunde des Hauptmanns|gender=u|specialcase_entity=group)))
34419	nur	0		
34420	von	0		
34421	jenen	0		
34422	Hoffnungen	0		
34423	und	0		
34424	verbarg	0		
34425	,	0		
34426	was	0		
34427	so	0		
34428	nahe	0		
34429	bevorstand	0		
34430	.	0		
34431	Indessen	0		
34432	setzte	0		
34433	er	0	(mention_id=4479|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))	(mention_id=4527|references=(entity=(entity_id=10|fullname=Hauptmann|gender=m)))
34434	die	0		
34435	gegenwärtigen	0		
34436	Geschäfte	0		
34437	lebhaft	0		
34438	fort	0		
34439	und	0		
34440	machte	0		
34441	in	0		
34442	der	0		
34443	Stille	0		
34444	Einrichtungen	0		
34445	,	0		
34446	wie	0		
34447	alles	0		
34448	in	0		
34449	seiner	0	(mention_id=4480|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))	(mention_id=4528|references=(entity=(entity_id=10|fullname=Hauptmann|gender=m)))
34450	Abwesenheit	0		
34451	ungehinderten	0		
34452	Fortgang	0		
34453	haben	0		
34454	könnte	0		
34455	.	0		
34456	Es	0		
34457	ist	0		
34458	ihm	0	(mention_id=4481|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))	(mention_id=4529|references=(entity=(entity_id=10|fullname=Hauptmann|gender=m)))
34459	nun	0		
34460	selbst	0		
34461	daran	0		
34462	gelegen	0		
34463	,	0		
34464	daß	0		
34465	für	0		
34466	manches	0		
34467	ein	0		
34468	Termin	0		
34469	bestimmt	0		
34470	werde	0		
34471	,	0		
34472	daß	0		
34473	Ottiliens	0	(mention_id=4482|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))	(mention_id=4530|references=(entity=(entity_id=16|fullname=Ottilien|gender=f)))
34474	Geburtstag	0		
34475	manches	0		
34476	beschleunige	0		
34477	.	0		
34478	Nun	0		
34479	wirken	0		
34480	die	0		
34481	beiden	0		
34482	Freunde	0	(mention_id=4483|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)),(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))	(mention_id=4531|references=(entity=(entity_id=6|fullname=Freunde des Hauptmanns|gender=u|specialcase_entity=group)))
34483	,	0		
34484	obschon	0		
34485	ohne	0		
34486	ausdrückliches	0		
34487	Einverständnis	0		
34488	,	0		
34489	gern	0		
34490	zusammen	0		
34491	.	0		
34492	Eduard	0	(mention_id=4484|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))	(mention_id=4532|references=(entity=(entity_id=3|fullname=Eduard|gender=m)))
34493	ist	0		
34494	nun	0		
34495	recht	0		
34496	zufrieden	0		
34497	,	0		
34498	daß	0		
34499	man	0		
34500	durch	0		
34501	das	0		
34502	Vorauserheben	0		
34503	der	0		
34504	Gelder	0		
34505	die	0		
34506	Kasse	0		
34507	verstärkt	0		
34508	hat	0		
34509	;	0		
34510	die	0		
34511	ganze	0		
34512	Anstalt	0		
34513	rückt	0		
34514	auf	0		
34515	das	0		
34516	rascheste	0		
34517	vorwärts	0		
34518	.	0		
34519	Die	0		
34520	drei	0		
34521	Teiche	0		
34522	in	0		
34523	einen	0		
34524	See	0		
34525	zu	0		
34526	verwandeln	0		
34527	,	0		
34528	hätte	0		
34529	jetzt	0		
34530	der	0		
