i	token	is_section_start	gold	pred
44108	,	0		
44109	er	0	(mention_id=6284|references=(entity=(entity_id=entity_0007|fullname=Artur Fredrich|gender=m)))	(mention_id=6293|references=(entity=(entity_id=1|fullname=Artur|gender=m)))
44110	ist	0		
44111	auf	0		
44112	vier	0		
44113	Wochen	0		
44114	wieder	0		
44115	der	0		
44116	goldigste	0		
44117	,	0		
44118	beste	0		
44119	Mann	0	(mention_id=6285|references=(entity=(entity_id=entity_0007|fullname=Artur Fredrich|gender=m)))	(mention_id=6294|references=(entity=(entity_id=1|fullname=Artur|gender=m)))
44120	von	0		
44121	der	0		
44122	Welt	0		
44123	.	0		
44124	«	0		
44125	»	0		
44126	Mir	0	(mention_id=6286|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=6295|references=(entity=(entity_id=5|fullname=Gertrud|gender=f)))
44127	wäre	0		
44128	so	0		
44129	etwas	0		
44130	unmöglich	0		
44131	!	0		
44132	«	0		
44133	klang	0		
44134	plötzlich	0		
44135	Trudchens	0	(mention_id=6287|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))	(mention_id=6296|references=(entity=(entity_id=5|fullname=Gertrud|gender=f)))
44136	Stimme	0		
44137	klar	0		
44138	und	0		
44139	fest	0		
44140	.	0		
44141	»	0		
44142	Heute	0		
44143	zum	0		
44144	Tode	0		
44145	erbittert	0		
44146	–	0		
44147	morgen	0		
44148	zum	0		
44149	Aufessen	0		
44150	zärtlich	0		
44151	,	0		
44152	es	0		
44153	ist	0		
44154	einfach	0		
44155	unwürdig	0		
44156	.	0		
44157	«	0		
44158	Frau	0	(mention_id=6288|references=(entity=(entity_id=entity_0006|fullname=Jenny Fredrich, geb. Baumhagen|gender=f)))	(mention_id=6297|references=(entity=(entity_id=6|fullname=Jenny|gender=f)))
44159	Jenny	0	(mention_id=6288|references=(entity=(entity_id=entity_0006|fullname=Jenny Fredrich, geb. Baumhagen|gender=f)))	(mention_id=6297|references=(entity=(entity_id=6|fullname=Jenny|gender=f)))
44160	schwieg	0		
44161	.	0		
44162	»	0		
44163	Ja	0		
44164	,	0		
44165	mein	0	(mention_id=6289|references=(entity=(entity_id=entity_0006|fullname=Jenny Fredrich, geb. Baumhagen|gender=f)))	(mention_id=6298|references=(entity=(entity_id=6|fullname=Jenny|gender=f)))
44166	Himmel	0		
44167	«	0		
44168	,	0		
44169	sagte	0		
