i	token	is_section_start	gold	pred
164590	oder	0		
164591	indianischer	0		
164592	Pony	0		
164593	,	0		
164594	mit	0		
164595	gestutzten	0		
164596	Ohren	0		
164597	,	0		
164598	von	0		
164599	der	0		
164600	Kälte	0		
164601	zusammengekrümmt	0		
164602	,	0		
164603	vom	0		
164604	hohen	0		
164605	Alter	0		
164606	aufs	0		
164607	Aeußerste	0		
164608	herabgebracht	0		
164609	,	0		
164610	und	0		
164611	hungrige	0		
164612	Maulthiere	0		
164613	hatten	0		
164614	weiland	0		
164615	seinen	0		
164616	Schweif	0		
164617	ausgerauft	0		
164618	.	0		
164619	Parbleu	0		
164620	,	0		
164621	es	0		
164622	war	0		
164623	ein	0		
164624	pitoyabler	0		
164625	Anblick	0		
164626	!	0		
164627	Die	0		
164628	Knochen	0		
164629	drangen	0		
164630	dem	0		
164631	Thiere	0		
164632	durch	0		
164633	die	0		
164634	steife	0		
164635	Haut	0		
164636	,	0		
164637	es	0		
164638	hatte	0		
164639	seine	0		
164640	Beine	0		
164641	unter	0		
164642	sich	0		
164643	eingezogen	0		
164644	,	0		
164645	sein	0		
164646	müder	0		
164647	Kopf	0		
164648	und	0		
164649	ausgestreckter	0		
164650	Hals	0		
164651	hingen	0		
164652	gleichgiltig	0		
164653	herab	0		
164654	,	0		
164655	und	0		
164656	schienen	0		
164657	ein	0		
164658	Uebergewicht	0		
164659	zu	0		
164660	bilden	0		
164661	,	0		
164662	das	0		
164663	der	0		
164664	schwankende	0		
164665	Körper	0		
164666	kaum	0		
164667	mehr	0		
164668	zu	0		
164669	tragen	0		
164670	vermochte	0		
164671	!	0		
164672	Das	0		
164673	verglaste	0		
164674	und	0		
164675	eingesunkene	0		
164676	Auge	0		
164677	,	0		
164678	die	0		
164679	heraushängende	0		
164680	,	0		
164681	schaumbedeckte	0		
164682	Zunge	0		
164683	,	0		
164684	die	0		
164685	keuchende	0		
164686	Flanke	0		
164687	und	0		
164688	der	0		
164689	zuckende	0		
164690	Schweif	0		
164691	—	0		
164692	Alles	0		
164693	verrieth	0		
164694	,	0		
164695	daß	0		
164696	die	0		
164697	Laufbahn	0		
164698	dieses	0		
164699	Thieres	0		
164700	zu	0		
164701	Ende	0		
164702	,	0		
164703	und	0		
164704	Schnee-	0		
164705	und	0		
164706	Hagelgestöber	0		
164707	und	0		
164708	der	0		
164709	durchdringende	0		
164710	Herbststurm	0		
164711	machten	0		
164712	kaum	0		
164713	noch	0		
164714	einen	0		
164715	Eindruck	0		
164716	auf	0		
164717	seinen	0		
164718	unempfindlichen	0		
164719	Körper	0		
164720	.	0		
164721	Ah	0		
164722	,	0		
164723	ein	0		
164724	erbärmlicher	0		
164725	Anblick	0		
164726	!	0		
164727	—	0		
164728	Wir	0	(mention_id=19352|references=(entity=(entity_id=entity_1026|fullname=der Canadier|gender=m)),(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)),(entity=(entity_id=entity_1031|fullname=Drei weitere Trapper|gender=m|members=entity_1049,entity_1060|all_members_given=False|specialcase_entity=group)))	(mention_id=19070|references=(entity=(entity_id=32|fullname=die Trappergesellschaft|gender=mf|specialcase_entity=group)))
164729	hatten	0		
164730	aber	0		
164731	Einen	0	(mention_id=19353|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))	(mention_id=19071|references=(entity=(entity_id=25|fullname=der Canadier|gender=m)))
164732	unter	0		
164733	uns	0	(mention_id=19354|references=(entity=(entity_id=entity_1026|fullname=der Canadier|gender=m)),(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)),(entity=(entity_id=entity_1031|fullname=Drei weitere Trapper|gender=m|members=entity_1049,entity_1060|all_members_given=False|specialcase_entity=group)))	(mention_id=19072|references=(entity=(entity_id=32|fullname=die Trappergesellschaft|gender=mf|specialcase_entity=group)))
164734	,	0		
164735	der	0	(mention_id=19355|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))	(mention_id=19073|references=(entity=(entity_id=25|fullname=der Canadier|gender=m)))
164736	das	0		
164737	Thier	0		
164738	in	0		
164739	all	0		
164740	seiner	0		
164741	Decadence	0		
164742	auf	0		
164743	den	0		
164744	ersten	0		
164745	Blick	0		
164746	erkannte	0		
164747	.	0		
164748	Hört	0		
164749	ihr's	0	(mention_id=19356|references=(entity=(entity_id=entity_1026|fullname=der Canadier|gender=m)),(entity=(entity_id=entity_1031|fullname=Drei weitere Trapper|gender=m|members=entity_1049,entity_1060|all_members_given=False|specialcase_entity=group)))	(mention_id=19074|references=(entity=(entity_id=19|fullname=Moorfeld|gender=m)))
164750	,	0		
164751	rief	0		
164752	er	0	(mention_id=19357|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))	(mention_id=19075|references=(entity=(entity_id=25|fullname=der Canadier|gender=m)))
164753	,	0		
164754	das	0		
164755	ist	0		
164756	das	0		
164757	berühmte	0		
164758	nezpercé-Pferd	0		
164759	des	0		
164760	berühmten	0		
164761	Bill	0	(mention_id=19358|references=(entity=(entity_id=entity_1035|fullname=Bill Williams|gender=m)))	(mention_id=19076|references=(entity=(entity_id=5|fullname=Bill Williams|gender=m)))
164762	Williams	0	(mention_id=19358|references=(entity=(entity_id=entity_1035|fullname=Bill Williams|gender=m)))	(mention_id=19076|references=(entity=(entity_id=5|fullname=Bill Williams|gender=m)))
164763	,	0		
164764	des	0		
164765	ältesten	0		
164766	,	0		
164767	tapfersten	0		
164768	und	0		
164769	schlauesten	0		
164770	Gebirgsjägers	0	(mention_id=19359|references=(entity=(entity_id=entity_1035|fullname=Bill Williams|gender=m)))	(mention_id=19077|references=(entity=(entity_id=5|fullname=Bill Williams|gender=m)))
164771	,	0		
164772	der	0		
164773	Krone	0		(mention_id=19078|references=(entity=(entity_id=5|fullname=Bill Williams|gender=m)))
164774	aller	0		
164775	Trappers	0	(mention_id=19360|references=(entity=(entity_id=generic_5607|fullname=generic_1952|gender=u|specialcase_entity=generic)))	(mention_id=19079|references=(entity=(entity_id=generic_0001|fullname=Trapper im Allgemeinen|gender=u|specialcase_entity=generic)))
164776	!	0		
164777	Man	0		
164778	hat	0		
164779	lange	0		
164780	nichts	0		
164781	gehört	0		
164782	von	0		
164783	dem	0		
164784	alten	0		
164785	Gaul	0	(mention_id=19361|references=(entity=(entity_id=entity_1035|fullname=Bill Williams|gender=m)))	
164786	,	0		
164787	gebt	0		
164788	Acht	0		
164789	,	0		
164790	er	0	(mention_id=19362|references=(entity=(entity_id=entity_1035|fullname=Bill Williams|gender=m)))	(mention_id=19080|references=(entity=(entity_id=5|fullname=Bill Williams|gender=m)))
164791	muß	0		
164792	in	0		
164793	der	0		
164794	Nähe	0		
164795	sein	0		
164796	.	0		
164797	Und	0		
164798	so	0		
164799	war	0		
164800	es	0		
164801	!	0		
164802	Als	0		
164803	wir	0	(mention_id=19363|references=(entity=(entity_id=entity_1026|fullname=der Canadier|gender=m)),(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)),(entity=(entity_id=entity_1031|fullname=Drei weitere Trapper|gender=m|members=entity_1049,entity_1060|all_members_given=False|specialcase_entity=group)))	(mention_id=19081|references=(entity=(entity_id=32|fullname=die Trappergesellschaft|gender=mf|specialcase_entity=group)))
164804	das	0		
164805	Fichten-	0		
164806	und	0		
164807	Cederngebüsch	0		
164808	sorgfältig	0		
164809	zu	0		
164810	durchsuchen	0		
164811	anfingen	0		
164812	,	0		
164813	stießen	0		
164814	wir	0	(mention_id=19364|references=(entity=(entity_id=entity_1026|fullname=der Canadier|gender=m)),(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)),(entity=(entity_id=entity_1031|fullname=Drei weitere Trapper|gender=m|members=entity_1049,entity_1060|all_members_given=False|specialcase_entity=group)))	(mention_id=19082|references=(entity=(entity_id=32|fullname=die Trappergesellschaft|gender=mf|specialcase_entity=group)))
164815	auf	0		
164816	ein	0		
164817	altes	0		
164818	Lager	0		
164819	,	0		
164820	von	0		
164821	welchem	0		
164822	die	0		
164823	geschwärzten	0		
164824	Ueberreste	0		
164825	einer	0		
164826	Feuerstelle	0		
164827	aus	0		
164828	dem	0		
164829	frühen	0		
164830	Herbstschnee	0		
164831	hervorragten	0		
164832	.	0		
164833	Hier	0		
164834	saß	0		
164835	die	0		
164836	Leiche	0		
164837	des	0		
164838	alten	0		
164839	Williams	0	(mention_id=19365|references=(entity=(entity_id=entity_1035|fullname=Bill Williams|gender=m)))	(mention_id=19083|references=(entity=(entity_id=5|fullname=Bill Williams|gender=m)))
164840	.	0		
164841	Sie	0		(mention_id=19084|references=(entity=(entity_id=5|fullname=Bill Williams|gender=m)))
164842	saß	0		
164843	mit	0		
164844	untergeschlagenen	0		
164845	Beinen	0		
164846	,	0		
164847	den	0		
164848	Rücken	0		
164849	an	0		
164850	einen	0		
164851	Fichtenstamm	0		
164852	gelehnt	0		
164853	,	0		
164854	den	0		
164855	Kopf	0		
164856	tief	0		
164857	auf	0		
164858	die	0		
164859	Brust	0		
164860	hängend	0		
164861	und	0		
164862	mit	0		
