i	token	is_section_start	gold	pred
10372	Drittes	1		
10373	Buch	0		
10374	Erstes	0		
10375	Kapitel	0		
10376	Als	0		
10377	Marie	0	(mention_id=1658|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))	(mention_id=1669|references=(entity=(entity_id=13|fullname=Marie|gender=f)))
10378	mich	0	(mention_id=1659|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1670|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10379	verließ	0		
10380	;	0		
10381	haßte	0		
10382	ich	0	(mention_id=1660|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1671|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10383	jede	0		
10384	Zerstreuung	0		
10385	.	0		
10386	Jetzt	0		
10387	aber	0		
10388	floh	0		
10389	ich	0	(mention_id=1661|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1672|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10390	die	0		
10391	Einsamkeit	0		
10392	eben	0		
10393	so	0		
10394	sehr	0		
10395	,	0		
10396	wie	0		
10397	ich	0	(mention_id=1662|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1673|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10398	sie	0		
10399	damals	0		
10400	gesucht	0		
10401	hatte	0		
10402	.	0		
10403	Ach	0		
10404	Mariens	0	(mention_id=1663|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))	(mention_id=1674|references=(entity=(entity_id=13|fullname=Marie|gender=f)))
10405	Verlust	0		
10406	hatte	0		
10407	nur	0		
10408	mein	0	(mention_id=1664|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1675|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10409	Herz	0		
10410	,	0		
10411	nicht	0		
10412	mein	0	(mention_id=1665|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1676|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10413	Gewissen	0		
10414	verwundet	0		
10415	.	0		
10416	Jene	0		
10417	Wunden	0		
10418	heilt	0		
10419	die	0		
10420	Einsamkeit	0		
10421	,	0		
10422	diese	0		
10423	macht	0		
10424	sie	0		
10425	tödtlich	0		
10426	.	0		
10427	Das	0		
10428	empfand	0		
10429	auch	0		
10430	ich	0	(mention_id=1666|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1677|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10431	;	0		
10432	und	0		
10433	so	0		
10434	stürzte	0		
10435	ich	0	(mention_id=1667|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1678|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10436	mich	0	(mention_id=1668|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1679|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10437	ohne	0		
10438	Rückhalt	0		
10439	in	0		
10440	den	0		
10441	Strudel	0		
10442	der	0		
10443	gesellschaftlichen	0		
10444	Vergnügungen	0		
10445	.	0		
10446	Lange	0		
10447	suchte	0		
10448	ich	0	(mention_id=1669|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1680|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10449	einen	0		
10450	Gegenstand	0		
10451	um	0		
10452	die	0		
10453	schreckliche	0		
10454	Leere	0		
10455	in	0		
10456	meinem	0	(mention_id=1670|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1681|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10457	Busen	0		
10458	auszufüllen	0		
10459	;	0		
10460	aber	0		
10461	da	0		
10462	war	0		
10463	nichts	0		
10464	Marien	0	(mention_id=1671|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))	
10465	,	0		
10466	nichts	0		
10467	Sophien	0	(mention_id=1672|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))	(mention_id=1682|references=(entity=(entity_id=20|fullname=Sophie|gender=f)))
10468	ähnliches	0		
10469	zu	0		
10470	finden	0		
10471	.	0		
10472	Man	0		
10473	wollte	0		
10474	mit	0		
10475	aller	0		
10476	Gewalt	0		
10477	von	0		
10478	mir	0	(mention_id=1673|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1683|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10479	bemerkt	0		
10480	seyn	0		
10481	,	0		
10482	und	0		
10483	ich	0	(mention_id=1674|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1684|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10484	war	0		
10485	noch	0		
10486	zu	0		
10487	sehr	0		
10488	verwöhnt	0		
10489	,	0		
10490	um	0		
10491	nicht	0		
10492	durch	0		
10493	eben	0		
10494	dieses	0		
10495	Bestreben	0		
10496	zurückgeschreckt	0		
10497	zu	0		
10498	werden	0		
10499	.	0		
10500	Schon	0		
10501	fing	0		
10502	die	0		
10503	Langeweile	0		
10504	an	0		
10505	,	0		
10506	sich	0		
10507	meiner	0	(mention_id=1675|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1685|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10508	in	0		
10509	den	0		
10510	großen	0		
10511	Zirkeln	0		
10512	zu	0		
10513	bemächtigen	0		
10514	;	0		
10515	als	0		
10516	der	0		
10517	Zufall	0		
10518	mir	0	(mention_id=1676|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1686|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10519	entgegenführte	0		
10520	,	0		
10521	was	0		
10522	ich	0	(mention_id=1677|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1687|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10523	so	0		
10524	lange	0		
10525	vergeblich	0		
10526	gesucht	0		
10527	hatte	0		
10528	.	0		
10529	Einst	0		
10530	da	0		
10531	ich	0	(mention_id=1678|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1688|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10532	mich	0	(mention_id=1679|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1689|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10533	im	0		
10534	Schauspielhause	0		
10535	meinen	0	(mention_id=1680|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1690|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10536	gewöhnlichen	0		
10537	Träumereyen	0		
10538	überließ	0		
10539	;	0		
10540	ward	0		
10541	meine	0	(mention_id=1681|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))	(mention_id=1691|references=(entity=(entity_id=4|fullname=Erzähler|gender=m)))
10542	Aufmerksamkeit	0		
10543	durch	0		
10544	zwey	0		
10545	weibliche	0		
10546	Stimmen	0	(mention_id=1682|references=(entity=(entity_id=entity_0044|fullname=Begleiterin der Gräfin|gender=f)|specialcase_reference=part),(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)|specialcase_reference=part))	
10547	angezogen	0		
10548	,	0		
10549	welche	0		
10550	aus	0		
10551	der	0		
10552	benachbarten	0		
10553	Loge	0		
10554	zu	0		
10555	kommen	0		
10556	schienen	0		
10557	.	0		
10558	Noch	0		
10559	waren	0		
10560	die	0		
10561	Lichter	0		
10562	nicht	0		
10563	angezündet	0		
10564	,	0		
10565	und	0		
10566	das	0		
10567	Geräusch	0		
10568	der	0		
10569	Kommenden	0	(mention_id=1683|references=(entity=(entity_id=entity_0049|fullname=Ankommende Besucher im Schauspielhaus|gender=u|specialcase_entity=group)))	
10570	ließ	0		
