i	token	is_section_start	gold	pred
62813	Neunzehntes	1		
62814	Kapitel	0		
62815	.	0		
62816	Hammichel	0	(mention_id=9842|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))	(mention_id=9910|references=(entity=(entity_id=16|fullname=Hammichel|gender=m)))
62817	schwankte	0		
62818	,	0		
62819	ob	0		
62820	er	0	(mention_id=9843|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))	(mention_id=9911|references=(entity=(entity_id=16|fullname=Hammichel|gender=m)))
62821	von	0		
62822	der	0		
62823	Anwesenheit	0		
62824	des	0		
62825	Meiers	0	(mention_id=9844|references=(entity=(entity_id=entity_0027|fullname=Vincenz Ebendorffer|gender=m)))	(mention_id=9912|references=(entity=(entity_id=30|fullname=Vinzenz|gender=m)))
62826	in	0		
62827	der	0		
62828	Stadt	0		
62829	reden	0		
62830	oder	0		
62831	schweigen	0		
62832	sollte	0		
62833	und	0		
62834	welches	0		
62835	von	0		
62836	beiden	0		
62837	das	0		
62838	Einträglichste	0		
62839	für	0		
62840	ihn	0	(mention_id=9845|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))	(mention_id=9913|references=(entity=(entity_id=16|fullname=Hammichel|gender=m)))
62841	wäre	0		
62842	.	0		
62843	Schwieg	0		
62844	er	0	(mention_id=9846|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))	(mention_id=9914|references=(entity=(entity_id=16|fullname=Hammichel|gender=m)))
62845	und	0		
62846	bewog	0		
62847	auch	0		
62848	Ebendorffer	0	(mention_id=9847|references=(entity=(entity_id=entity_0027|fullname=Vincenz Ebendorffer|gender=m)))	(mention_id=9915|references=(entity=(entity_id=30|fullname=Vinzenz|gender=m)))
62849	dazu	0		
62850	,	0		
62851	so	0		
62852	behielt	0		
62853	er	0	(mention_id=9848|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))	(mention_id=9916|references=(entity=(entity_id=16|fullname=Hammichel|gender=m)))
62854	diesen	0	(mention_id=9849|references=(entity=(entity_id=entity_0027|fullname=Vincenz Ebendorffer|gender=m)))	(mention_id=9917|references=(entity=(entity_id=30|fullname=Vinzenz|gender=m)))
62855	fest	0		
62856	am	0		
62857	Zügel	0		
62858	,	0		
62859	konnte	0		
62860	ihn	0	(mention_id=9850|references=(entity=(entity_id=entity_0027|fullname=Vincenz Ebendorffer|gender=m)))	(mention_id=9918|references=(entity=(entity_id=30|fullname=Vinzenz|gender=m)))
62861	zu	0		
62862	allerhand	0		
62863	zeitvertrödelnden	0		
62864	Unternehmungen	0		
62865	verleiten	0		
62866	und	0		
62867	für	0		
62868	seine	0	(mention_id=9851|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))	(mention_id=9919|references=(entity=(entity_id=16|fullname=Hammichel|gender=m)))
62869	aufopferungsvolle	0		
62870	Beteiligung	0		
62871	daran	0		
62872	einen	0		
62873	ausgiebigen	0		
62874	Lohn	0		
62875	fordern	0		
62876	.	0		
62877	Dann	0		
62878	mußte	0		
62879	er	0	(mention_id=9852|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))	(mention_id=9920|references=(entity=(entity_id=16|fullname=Hammichel|gender=m)))
62880	aber	0		
62881	auch	0		
62882	Jakobinen	0	(mention_id=9853|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))	(mention_id=9921|references=(entity=(entity_id=18|fullname=Jakobine|gender=f)))
62883	gegenüber	0		
62884	den	0		
62885	Mund	0		
62886	halten	0		
62887	,	0		
62888	konnte	0		
62889	ihr	0	(mention_id=9854|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))	(mention_id=9922|references=(entity=(entity_id=18|fullname=Jakobine|gender=f)))
62890	nicht	0		
62891	weismachen	0		
62892	,	0		
62893	daß	0		
62894	es	0		
62895	nur	0		
62896	von	0		
62897	ihm	0	(mention_id=9855|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))	(mention_id=9923|references=(entity=(entity_id=16|fullname=Hammichel|gender=m)))
62898	abhinge	0		
62899	,	0		
62900	was	0		
62901	mit	0		
62902	Trudi	0	(mention_id=9856|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))	(mention_id=9924|references=(entity=(entity_id=28|fullname=Trudi|gender=f)))
62903	geschähe	0		
62904	und	0		
62905	verstopfte	0		
62906	sich	0	(mention_id=9857|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))	(mention_id=9925|references=(entity=(entity_id=16|fullname=Hammichel|gender=m)))
62907	damit	0		
62908	eine	0		
62909	Einnahmequelle	0		
62910	,	0		
62911	aus	0		
62912	der	0		
62913	er	0	(mention_id=9858|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))	(mention_id=9926|references=(entity=(entity_id=16|fullname=Hammichel|gender=m)))
62914	noch	0		
62915	weidlich	0		
62916	zu	0		
62917	schöpfen	0		
62918	gedachte	0		
62919	.	0		
62920	Nun	0		
62921	fragte	0		
62922	es	0		
62923	sich	0		
62924	noch	0		
62925	,	0		
62926	ob	0		
62927	der	0		
62928	Bürgermeister	0	(mention_id=9859|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))	(mention_id=9927|references=(entity=(entity_id=7|fullname=Christoph|gender=m)))
62929	schweigen	0		
62930	oder	0		
62931	das	0		
62932	anspruchsvolle	0		
62933	Begehren	0		
62934	des	0		
62935	Bronnbachers	0	(mention_id=9860|references=(entity=(entity_id=entity_0027|fullname=Vincenz Ebendorffer|gender=m)))	(mention_id=9928|references=(entity=(entity_id=30|fullname=Vinzenz|gender=m)))
62936	an	0		
62937	die	0		
62938	große	0		
62939	Glocke	0		
62940	hängen	0		
62941	würde	0		
62942	,	0		
62943	und	0		
62944	das	0		
62945	war	0		
62946	für	0		
62947	Hammichel	0	(mention_id=9861|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))	(mention_id=9929|references=(entity=(entity_id=16|fullname=Hammichel|gender=m)))
62948	ganz	0		
62949	unberechenbar	0		
62950	.	0		
62951	Er	0	(mention_id=9862|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))	(mention_id=9930|references=(entity=(entity_id=16|fullname=Hammichel|gender=m)))
62952	kraute	0		
62953	sich	0	(mention_id=9863|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))	(mention_id=9931|references=(entity=(entity_id=16|fullname=Hammichel|gender=m)))
62954	verzweifelt	0		
62955	hinter	0		
62956	den	0		
62957	Ohren	0		
62958	,	0		
62959	weil	0		
62960	er	0	(mention_id=9864|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))	(mention_id=9932|references=(entity=(entity_id=16|fullname=Hammichel|gender=m)))
62961	sich	0	(mention_id=9865|references=(entity=(entity_id=entity_0015|fullname=Hammichel von Gimmeldingen|gender=m)))	(mention_id=9933|references=(entity=(entity_id=16|fullname=Hammichel|gender=m)))
62962	keinen	0		
62963	Rat	0		
62964	wußte	0		
62965	,	0		
62966	wie	0		
