i	token	is_section_start	gold	pred
39289	Siebzehntes	1		
39290	Kapitel	0		
39291	Ottilie	0	(mention_id=5162|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))	(mention_id=5212|references=(entity=(entity_id=19|fullname=Ottilie|gender=f)))
39292	trat	0		
39293	ans	0		
39294	Fenster	0		
39295	,	0		
39296	als	0		
39297	sie	0	(mention_id=5163|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))	(mention_id=5213|references=(entity=(entity_id=19|fullname=Ottilie|gender=f)))
39298	jemanden	0	(mention_id=5164|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))	(mention_id=5214|references=(entity=(entity_id=4|fullname=Eduard|gender=m)))
39299	wegreiten	0		
39300	hörte	0		
39301	,	0		
39302	und	0		
39303	sah	0		
39304	Eduarden	0	(mention_id=5165|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))	(mention_id=5215|references=(entity=(entity_id=4|fullname=Eduard|gender=m)))
39305	noch	0		
39306	im	0		
39307	Rücken	0		
39308	.	0		
39309	Es	0		
39310	kam	0		
39311	ihr	0	(mention_id=5166|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))	(mention_id=5216|references=(entity=(entity_id=19|fullname=Ottilie|gender=f)))
39312	wunderbar	0		
39313	vor	0		
39314	,	0		
39315	daß	0		
39316	er	0	(mention_id=5167|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))	(mention_id=5217|references=(entity=(entity_id=4|fullname=Eduard|gender=m)))
39317	das	0		
39318	Haus	0		
39319	verließ	0		
39320	,	0		
39321	ohne	0		
39322	sie	0	(mention_id=5168|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))	(mention_id=5218|references=(entity=(entity_id=19|fullname=Ottilie|gender=f)))
39323	gesehen	0		
39324	,	0		
39325	ohne	0		
39326	ihr	0	(mention_id=5169|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))	(mention_id=5219|references=(entity=(entity_id=19|fullname=Ottilie|gender=f)))
39327	einen	0		
39328	Morgengruß	0		
39329	geboten	0		
39330	zu	0		
39331	haben	0		
39332	.	0		
39333	Sie	0	(mention_id=5170|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))	(mention_id=5220|references=(entity=(entity_id=19|fullname=Ottilie|gender=f)))
39334	ward	0		
39335	unruhig	0		
39336	und	0		
39337	immer	0		
39338	nachdenklicher	0		
39339	,	0		
39340	als	0		
39341	Charlotte	0	(mention_id=5171|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))	(mention_id=5221|references=(entity=(entity_id=3|fullname=Charlotte|gender=f)))
39342	sie	0	(mention_id=5172|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))	(mention_id=5222|references=(entity=(entity_id=19|fullname=Ottilie|gender=f)))
39343	auf	0		
39344	einen	0		
39345	weiten	0		
39346	Spaziergang	0		
39347	mit	0		
39348	sich	0	(mention_id=5173|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))	(mention_id=5223|references=(entity=(entity_id=3|fullname=Charlotte|gender=f)))
39349	zog	0		
39350	und	0		
39351	von	0		
39352	mancherlei	0		
39353	Gegenständen	0		
39354	sprach	0		
39355	,	0		
39356	aber	0		
39357	des	0		
39358	Gemahls	0	(mention_id=5174|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))	(mention_id=5224|references=(entity=(entity_id=4|fullname=Eduard|gender=m)))
39359	,	0		
39360	und	0		
39361	wie	0		
39362	es	0		
39363	schien	0		
39364	vorsätzlich	0		
39365	,	0		
39366	nicht	0		
39367	erwähnte	0		
39368	.	0		
39369	Doppelt	0		
39370	betroffen	0		
39371	war	0		
39372	sie	0	(mention_id=5175|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))	(mention_id=5225|references=(entity=(entity_id=19|fullname=Ottilie|gender=f)))
39373	daher	0		
39374	,	0		
39375	bei	0		
39376	ihrer	0	(mention_id=5176|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))	(mention_id=5226|references=(entity=(entity_id=19|fullname=Ottilie|gender=f)))
39377	Zurückkunft	0		
39378	den	0		
39379	Tisch	0		
39380	nur	0		
39381	mit	0		
39382	zwei	0		
39383	Gedecken	0		
39384	besetzt	0		
39385	zu	0		
39386	finden	0		
39387	.	0		
39388	Wir	0	(mention_id=5177|references=(entity=(entity_id=entity_0016|fullname=Erzählinstanz|gender=u)))	(mention_id=5227|references=(entity=(entity_id=generic_0001|fullname=Menschen im Allgemeinen|gender=u|specialcase_entity=generic)))
39389	vermissen	0		
39390	ungern	0		
39391	gering	0		
39392	scheinende	0		
39393	Gewohnheiten	0		
39394	,	0		
39395	aber	0		
39396	schmerzlich	0		
39397	empfinden	0		
39398	wir	0	(mention_id=5178|references=(entity=(entity_id=entity_0016|fullname=Erzählinstanz|gender=u)))	(mention_id=5228|references=(entity=(entity_id=generic_0002|fullname=Menschen im Allgemeinen|gender=u|specialcase_entity=generic)))
39399	erst	0		
39400	ein	0		
39401	solches	0		
39402	Entbehren	0		
39403	in	0		
39404	bedeutenden	0		
39405	Fällen	0		
39406	.	0		
39407	Eduard	0	(mention_id=5179|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))	(mention_id=5229|references=(entity=(entity_id=4|fullname=Eduard|gender=m)))
39408	und	0		
39409	der	0		
39410	Hauptmann	0	(mention_id=5180|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))	(mention_id=5230|references=(entity=(entity_id=10|fullname=Hauptmann|gender=m)))
39411	fehlten	0		
39412	,	0		
39413	Charlotte	0	(mention_id=5181|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))	(mention_id=5231|references=(entity=(entity_id=3|fullname=Charlotte|gender=f)))
39414	hatte	0		
39415	seit	0		
39416	langer	0		
39417	Zeit	0		
39418	zum	0		
39419	erstenmal	0		
39420	den	0		
39421	Tisch	0		
39422	selbst	0		
39423	angeordnet	0		
39424	,	0		
39425	und	0		
39426	es	0		
