i	token	is_section_start	gold	pred
147250	Sechstes	1		
147251	Kapitel	0		
147252	.	0		
147253	In	0		
147254	diesen	0		
147255	Schmerzen	0		
147256	der	0		
147257	Acclimatisation	0		
147258	wurde	0		
147259	Moorfeld	0	(mention_id=17332|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))	(mention_id=17093|references=(entity=(entity_id=87|fullname=Moorfeld|gender=m)))
147260	von	0		
147261	einem	0		
147262	Ereignisse	0		
147263	überrascht	0		
147264	,	0		
147265	das	0		
147266	den	0		
147267	stilleren	0		
147268	Zug	0		
147269	seiner	0	(mention_id=17333|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))	(mention_id=17094|references=(entity=(entity_id=87|fullname=Moorfeld|gender=m)))
147270	geistigen	0		
147271	Gährungen	0		
147272	grell	0		
147273	unterbrach	0		
147274	,	0		
147275	und	0		
147276	ihn	0	(mention_id=17334|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))	(mention_id=17095|references=(entity=(entity_id=87|fullname=Moorfeld|gender=m)))
147277	schrecklich	0		
147278	vorbereitet	0		
147279	fand	0		
147280	,	0		
147281	das	0		
147282	Unglück	0		
147283	mit	0		
147284	offenen	0		
147285	Armen	0		
147286	zu	0		
147287	empfangen	0		
147288	.	0		
147289	Die	0		
147290	Geschichte	0		
147291	,	0		
147292	von	0		
147293	der	0		
147294	wir	0	(mention_id=17335|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)))	(mention_id=17096|references=(entity=(entity_id=23|fullname=Erzählerinstanz|gender=u|specialcase_entity=group)))
147295	sprechen	0		
147296	,	0		
147297	findet	0		
147298	sich	0		
147299	in	0		
147300	Briefform	0		
147301	an	0		
147302	Benthal	0	(mention_id=17336|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))	(mention_id=17097|references=(entity=(entity_id=7|fullname=Benthal|gender=m)))
147303	gleich	0		
147304	seinen	0	(mention_id=17337|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))	(mention_id=17098|references=(entity=(entity_id=87|fullname=Moorfeld|gender=m)))
147305	übrigen	0		
147306	Aufzeichnungen	0		
147307	.	0		
147308	Wir	0	(mention_id=17338|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)))	(mention_id=17099|references=(entity=(entity_id=23|fullname=Erzählerinstanz|gender=u|specialcase_entity=group)))
147309	haben	0		
147310	keine	0		
147311	Ursache	0		
147312	,	0		
147313	für	0		
147314	die	0		
147315	Form	0		
147316	dieser	0		
147317	Erzählung	0		
147318	eine	0		
147319	andere	0		
147320	zu	0		
147321	wählen	0		
147322	;	0		
147323	mit	0		
147324	traurigem	0		
147325	Danke	0		
147326	vielmehr	0		
147327	nehmen	0		
147328	wir	0	(mention_id=17339|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)))	(mention_id=17100|references=(entity=(entity_id=23|fullname=Erzählerinstanz|gender=u|specialcase_entity=group)))
147329	das	0		
147330	Bild	0		
147331	hin	0		
147332	,	0		
147333	so	0		
147334	wie	0		
147335	es	0		
147336	ist	0		
147337	,	0		
147338	wie	0		
147339	es	0		
147340	von	0		
147341	dem	0		
147342	schwerbetheiligten	0		
147343	Herzen	0		
147344	sich	0		
147345	unmittelbar	0		
147346	losgelöst	0		
147347	,	0		
147348	mit	0		
147349	allen	0		
147350	eigenen	0		
147351	Zügen	0		
147352	des	0		
147353	Selbsterlebnisses	0		
147354	.	0		
147355	Keine	0		
147356	Kunst	0		
147357	der	0		
147358	Darstellung	0		
147359	soll	0		
147360	dieses	0		
147361	Blatt	0		
147362	entweihen	0		
147363	.	0		
147364	—	0		
147365	Wir	0	(mention_id=17340|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))	(mention_id=17101|references=(entity=(entity_id=23|fullname=Erzählerinstanz|gender=u|specialcase_entity=group)))
147366	erinnern	0		
147367	uns	0	(mention_id=17341|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))	(mention_id=17102|references=(entity=(entity_id=23|fullname=Erzählerinstanz|gender=u|specialcase_entity=group)))
147368	,	0		
147369	daß	0		
147370	die	0		
147371	Methodistengemeinde	0		(mention_id=17103|references=(entity=(entity_id=80|fullname=Methodistengemeinde zu Lisbon|gender=f|specialcase_entity=group)))
147372	zu	0		
147373	Lisbon	0		
147374	unter	0		
147375	Vortritt	0		
147376	ihres	0	(mention_id=17342|references=(entity=(entity_id=entity_1013|fullname=Methodistengemeinde|gender=u|specialcase_entity=group)))	(mention_id=17104|references=(entity=(entity_id=80|fullname=Methodistengemeinde zu Lisbon|gender=f|specialcase_entity=group)))
147377	Predigers	0	(mention_id=17343|references=(entity=(entity_id=entity_0837|fullname=Reverend|gender=m)))	(mention_id=17105|references=(entity=(entity_id=99|fullname=Prediger von Lisbon|gender=m)))
147378	einen	0		
147379	Waldgottesdienst	0		
147380	,	0		
147381	ein	0		
147382	sogenanntes	0		
147383	camp	0		
147384	meeting	0		
147385	,	0		
147386	zu	0		
147387	veranstalten	0		
147388	beschlossen	0		
147389	.	0		
147390	Die	0		
147391	Zurüstungen	0		
147392	zu	0		
147393	diesem	0		
147394	Feste	0		
147395	lagen	0		
147396	bisher	0		
147397	gänzlich	0		
147398	ab	0		
147399	von	0		
147400	dem	0		
147401	Kreise	0		
147402	unseres	0	(mention_id=17344|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))	(mention_id=17106|references=(entity=(entity_id=23|fullname=Erzählerinstanz|gender=u|specialcase_entity=group)))
147403	Interesses	0		
147404	;	0		
147405	sie	0		
147406	zu	0		
147407	verfolgen	0		
147408	fanden	0		
147409	wir	0	(mention_id=17345|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))	(mention_id=17107|references=(entity=(entity_id=23|fullname=Erzählerinstanz|gender=u|specialcase_entity=group)))
147410	uns	0	(mention_id=17346|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))	(mention_id=17108|references=(entity=(entity_id=23|fullname=Erzählerinstanz|gender=u|specialcase_entity=group)))
147411	ohne	0		
147412	jede	0		
147413	Veranlassung	0		
147414	.	0		
147415	Dieses	0		
147416	campmeeting	0		
147417	aber	0		
147418	ist	0		
147419	es	0		
147420	,	0		
147421	welches	0		
147422	in	0		
147423	unserer	0	(mention_id=17347|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))	(mention_id=17109|references=(entity=(entity_id=23|fullname=Erzählerinstanz|gender=u|specialcase_entity=group)))
147424	Aufmerksamkeit	0		
147425	jetzt	0		
147426	plötzlich	0		
147427	seinen	0		
147428	unheilvollen	0		
147429	Platz	0		
147430	begehrt	0		
147431	.	0		
147432	Es	0		
147433	rückte	0		
147434	heran	0		
147435	,	0		
147436	es	0		
147437	war	0		
147438	da	0		
147439	,	0		
147440	und	0		
147441	erst	0		
147442	indem	0		
147443	die	0		
147444	Sonne	0		
147445	seines	0		
147446	Tages	0		
147447	aufgeht	0		
147448	,	0		
147449	reißt	0		
147450	uns	0	(mention_id=17348|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))	(mention_id=17110|references=(entity=(entity_id=23|fullname=Erzählerinstanz|gender=u|specialcase_entity=group)))
147451	das	0		
147452	Schicksal	0		
147453	unvorbereitet	0		
147454	in	0		
147455	seine	0		
147456	Mitte	0		
147457	.	0		
147458	Unvorbereitet	0		
147459	—	0		
147460	nach	0		
