i	token	is_section_start	gold	pred
31698	Zehntes	1		
31699	Kapitel	0		
31700	.	0		
31701	Als	0		
31702	nun	0		
31703	auch	0		
31704	ein	0		
31705	arbeitsfreier	0		
31706	Sonntag	0		
31707	nach	0		
31708	dem	0		
31709	andern	0		
31710	verging	0		
31711	,	0		
31712	ohne	0		
31713	daß	0		
31714	Franz	0	(mention_id=4778|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))	(mention_id=4832|references=(entity=(entity_id=6|fullname=Franz|gender=m)))
31715	den	0		
31716	Hof	0		
31717	betrat	0		
31718	,	0		
31719	fing	0		
31720	Trudi	0	(mention_id=4779|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))	(mention_id=4833|references=(entity=(entity_id=14|fullname=Trudi|gender=f)))
31721	doch	0		
31722	allmählich	0		
31723	an	0		
31724	,	0		
31725	sich	0	(mention_id=4780|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))	(mention_id=4834|references=(entity=(entity_id=14|fullname=Trudi|gender=f)))
31726	über	0		
31727	sein	0	(mention_id=4781|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))	(mention_id=4835|references=(entity=(entity_id=6|fullname=Franz|gender=m)))
31728	Ausbleiben	0		
31729	zu	0		
31730	beunruhigen	0		
31731	und	0		
31732	nach	0		
31733	anderen	0		
31734	Gründen	0		
31735	dafür	0		
31736	zu	0		
31737	suchen	0		
31738	als	0		
31739	in	0		
31740	seiner	0	(mention_id=4782|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))	(mention_id=4836|references=(entity=(entity_id=6|fullname=Franz|gender=m)))
31741	anstrengenden	0		
31742	wirtschaftlichen	0		
31743	Tätigkeit	0		
31744	.	0		
31745	Sie	0	(mention_id=4783|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))	(mention_id=4837|references=(entity=(entity_id=14|fullname=Trudi|gender=f)))
31746	hatte	0		
31747	ihn	0	(mention_id=4784|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))	(mention_id=4838|references=(entity=(entity_id=6|fullname=Franz|gender=m)))
31748	einmal	0		
31749	in	0		
31750	der	0		
31751	Kirche	0		
31752	gesehen	0		
31753	und	0		
31754	dort	0		
31755	einen	0		
31756	fest	0		
31757	auf	0		
31758	sie	0	(mention_id=4785|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))	(mention_id=4839|references=(entity=(entity_id=14|fullname=Trudi|gender=f)))
31759	gerichteten	0		
31760	traurigen	0		
31761	Blick	0		
31762	von	0		
31763	ihm	0	(mention_id=4786|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))	(mention_id=4840|references=(entity=(entity_id=6|fullname=Franz|gender=m)))
31764	aufgefangen	0		
31765	.	0		
31766	Was	0		
31767	hatte	0		
31768	der	0		
31769	zu	0		
31770	bedeuten	0		
31771	?	0		
31772	eine	0		
31773	ihr	0	(mention_id=4787|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))	(mention_id=4841|references=(entity=(entity_id=14|fullname=Trudi|gender=f)))
31774	aus	0		
31775	seinem	0	(mention_id=4788|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))	(mention_id=4842|references=(entity=(entity_id=6|fullname=Franz|gender=m)))
31776	Herzen	0		
31777	von	0		
31778	fern	0		
31779	zugesandte	0		
31780	Anklage	0		
31781	?	0		
31782	aber	0		
31783	um	0		
31784	welcher	0		
31785	ihr	0	(mention_id=4789|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))	(mention_id=4843|references=(entity=(entity_id=14|fullname=Trudi|gender=f)))
31786	unbewußten	0		
31787	Schuld	0		
31788	willen	0		
31789	?	0		
31790	Hatte	0		
31791	sie	0	(mention_id=4790|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))	(mention_id=4844|references=(entity=(entity_id=14|fullname=Trudi|gender=f)))
31792	ihn	0	(mention_id=4791|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))	(mention_id=4845|references=(entity=(entity_id=6|fullname=Franz|gender=m)))
31793	durch	0		
31794	ein	0		
31795	von	0		
31796	ihm	0	(mention_id=4792|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))	(mention_id=4846|references=(entity=(entity_id=6|fullname=Franz|gender=m)))
31797	mißverstandenes	0		
31798	Wort	0		
31799	oder	0		
31800	durch	0		
31801	ein	0		
31802	ungewollt	0		
31803	kühles	0		
31804	Benehmen	0		
31805	verletzt	0		
31806	?	0		
31807	Aber	0		
31808	wann	0		
31809	und	0		
31810	wo	0		
31811	sollte	0		
31812	das	0		
31813	geschehen	0		
31814	sein	0		
31815	?	0		
31816	sie	0	(mention_id=4793|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))	(mention_id=4847|references=(entity=(entity_id=14|fullname=Trudi|gender=f)))
31817	konnte	0		
31818	sich	0	(mention_id=4794|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))	(mention_id=4848|references=(entity=(entity_id=14|fullname=Trudi|gender=f)))
31819	auf	0		
31820	etwas	0		
31821	dem	0		
31822	Ähnliches	0		
31823	durchaus	0		
31824	nicht	0		
31825	besinnen	0		
31826	.	0		
31827	Oder	0		
31828	–	0		
31829	–	0		
